Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT,
FCR,2016,2016-05-16 12:00:00,0.445,16.8796,3.1668,2.1838,27.604977,9.64728,99.58613,
FCR,2016,2016-05-16 12:00:00,0.445,16.8784,3.172,2.1822,27.644555,9.64931,99.6046,
FCR,2016,2016-05-16 12:00:00,0.447,16.8773,3.1816,2.1764,27.66978,9.65199,99.63004,
FCR,2016,2016-05-16 12:00:00,0.447,16.8766,3.1899,2.1739,27.665334,9.65301,99.63906,
FCR,2016,2016-05-16 12:00:00,0.449,16.8764,3.195,2.1833,27.632036,9.65019,99.60956,
FCR,2016,2016-05-16 12:00:00,0.448,16.8767,3.1986,2.198,27.595074,9.64906,99.59848,
FCR,2016,2016-05-16 12:00:00,0.447,16.8771,3.2022,2.2069,27.564628,9.64795,99.5878,
FCR,2016,2016-05-16 12:00:00,0.447,16.8777,3.2067,2.2113,27.550616,9.63989,99.50586,
FCR,2016,2016-05-16 12:00:00,0.447,16.8783,3.2104,2.2158,27.543288,9.635,99.4567,
FCR,2016,2016-05-16 12:00:00,0.447,16.8789,3.2133,2.2182,27.532676,9.63524,99.46036,
FCR,2016,2016-05-16 12:00:00,0.448,16.8796,3.2172,2.218,27.527973,9.6351,99.46034,
FCR,2016,2016-05-16 12:00:00,0.448,16.8802,3.2223,2.2196,27.529928,9.63664,99.47753,
FCR,2016,2016-05-16 12:00:00,0.448,16.8808,3.2287,2.2189,27.533051,9.63914,99.50454,
FCR,2016,2016-05-16 12:00:00,0.449,16.8814,3.2367,2.2112,27.520141,9.64036,99.51845,
FCR,2016,2016-05-16 12:00:00,0.448,16.882,3.248,2.2035,27.491762,9.645,99.56757,
FCR,2016,2016-05-16 12:00:00,0.448,16.8825,3.2611,2.1927,27.46239,9.6497,99.61711,
FCR,2016,2016-05-16 12:00:00,0.448,16.8829,3.2701,2.1701,27.446234,9.65414,99.66378,
FCR,2016,2016-05-16 12:00:00,0.448,16.8831,3.2744,2.1378,27.451009,9.65874,99.71168,
FCR,2016,2016-05-16 12:00:00,0.447,16.8831,3.2772,2.0872,27.451938,9.66017,99.72641,
FCR,2016,2016-05-16 12:00:00,0.443,16.883,3.2798,2.0196,27.443258,9.66094,99.73418,
FCR,2016,2016-05-16 12:00:00,0.44,16.8828,3.2823,1.9639,27.444697,9.66026,99.7268,
FCR,2016,2016-05-16 12:00:00,0.44,16.8826,3.2852,1.9349,27.450626,9.65404,99.6621,
FCR,2016,2016-05-16 12:00:00,0.441,16.8826,3.2884,1.9228,27.462627,9.64888,99.60885,
FCR,2016,2016-05-16 12:00:00,0.442,16.8826,3.2901,1.9197,27.495923,9.64781,99.59779,
FCR,2016,2016-05-16 12:00:00,0.442,16.8828,3.2899,1.927,27.535346,9.64503,99.56951,
FCR,2016,2016-05-16 12:00:00,0.44,16.883,3.2906,1.9341,27.551333,9.64534,99.5732,
FCR,2016,2016-05-16 12:00:00,0.44,16.8833,3.2924,1.9327,27.538126,9.64778,99.59899,
FCR,2016,2016-05-16 12:00:00,0.44,16.8836,3.2939,1.9348,27.508234,9.64899,99.61208,
FCR,2016,2016-05-16 12:00:00,0.44,16.884,3.2945,1.9411,27.47573,9.64443,99.56579,
FCR,2016,2016-05-16 12:00:00,0.441,16.8844,3.294,1.9384,27.449981,9.64954,99.61943,
FCR,2016,2016-05-16 12:00:00,0.441,16.8848,3.2922,1.9306,27.430131,9.64652,99.58911,
FCR,2016,2016-05-16 12:00:00,0.442,16.885,3.2907,1.9292,27.426918,9.64839,99.60876,
FCR,2016,2016-05-16 12:00:00,0.443,16.8849,3.2891,1.9317,27.443494,9.64714,99.59566,
FCR,2016,2016-05-16 12:00:00,0.443,16.8847,3.2835,1.933,27.466243,9.64777,99.60181,
FCR,2016,2016-05-16 12:00:00,0.441,16.8844,3.2721,1.9391,27.49522,9.65081,99.63253,
FCR,2016,2016-05-16 12:00:00,0.441,16.8839,3.2532,1.9516,27.528134,9.6475,99.59733,
FCR,2016,2016-05-16 12:00:00,0.443,16.8833,3.2296,1.9614,27.551719,9.64548,99.57525,
FCR,2016,2016-05-16 12:00:00,0.443,16.8827,3.2105,1.9721,27.554228,9.64751,99.59492,
FCR,2016,2016-05-16 12:00:00,0.444,16.8821,3.1993,1.9958,27.544346,9.64946,99.61379,
FCR,2016,2016-05-16 12:00:00,0.443,16.8815,3.1925,2.0364,27.533467,9.65819,99.70268,
FCR,2016,2016-05-16 12:00:00,0.443,16.8809,3.1873,2.0844,27.528707,9.66264,99.74735,
FCR,2016,2016-05-16 12:00:00,0.443,16.88,3.1835,2.1237,27.532806,9.66373,99.7568,
FCR,2016,2016-05-16 12:00:00,0.443,16.8789,3.182,2.1512,27.534832,9.66654,99.78347,
FCR,2016,2016-05-16 12:00:00,0.442,16.8775,3.1815,2.1686,27.537331,9.67083,99.82488,
FCR,2016,2016-05-16 12:00:00,0.442,16.8759,3.181,2.1803,27.548985,9.68009,99.91709,
FCR,2016,2016-05-16 12:00:00,0.441,16.8743,3.1816,2.1885,27.560877,9.67685,99.8803,
FCR,2016,2016-05-16 12:00:00,0.441,16.8729,3.1832,2.1895,27.552133,9.68182,99.92868,
FCR,2016,2016-05-16 12:00:00,0.441,16.8718,3.1833,2.1871,27.536451,9.68387,99.94757,
FCR,2016,2016-05-16 12:00:00,0.44,16.8708,3.1825,2.1875,27.529688,9.69158,100.02501,
FCR,2016,2016-05-16 12:00:00,0.442,16.8697,3.182,2.1897,27.516014,9.6953,100.06112,
FCR,2016,2016-05-16 12:00:00,0.442,16.8684,3.1808,2.1896,27.511821,9.69958,100.10254,
FCR,2016,2016-05-16 12:00:00,0.442,16.8669,3.1789,2.1896,27.511983,9.70096,100.11363,
FCR,2016,2016-05-16 12:00:00,0.442,16.8652,3.178,2.193,27.496504,9.69813,100.08089,
FCR,2016,2016-05-16 12:00:00,0.444,16.8635,3.1781,2.1973,27.491315,9.69939,100.09032,
FCR,2016,2016-05-16 12:00:00,0.446,16.862,3.1783,2.2026,27.505052,9.69382,100.02969,
FCR,2016,2016-05-16 12:00:00,0.447,16.861,3.1792,2.2137,27.519335,9.68037,99.88878,
FCR,2016,2016-05-16 12:00:00,0.445,16.8603,3.1801,2.2231,27.507914,9.67634,99.84575,
FCR,2016,2016-05-16 12:00:00,0.444,16.8599,3.1809,2.221,27.477763,9.66773,99.75604,
FCR,2016,2016-05-16 12:00:00,0.444,16.8599,3.1824,2.2158,27.46092,9.66721,99.75073,
FCR,2016,2016-05-16 12:00:00,0.446,16.86,3.1825,2.2142,27.464917,9.66628,99.74135,
FCR,2016,2016-05-16 12:00:00,0.445,16.8604,3.1784,2.2101,27.486812,9.66795,99.75939,
FCR,2016,2016-05-16 12:00:00,0.445,16.8608,3.1691,2.2034,27.5104,9.67104,99.79218,
FCR,2016,2016-05-16 12:00:00,0.444,16.8616,3.1576,2.1958,27.515921,9.67319,99.81595,
FCR,2016,2016-05-16 12:00:00,0.444,16.8627,3.1511,2.1854,27.508855,9.67304,99.81672,
FCR,2016,2016-05-16 12:00:00,0.444,16.8645,3.1515,2.1762,27.505353,9.67183,99.80805,
FCR,2016,2016-05-16 12:00:00,0.444,16.8671,3.1578,2.1691,27.510493,9.6707,99.80182,
FCR,2016,2016-05-16 12:00:00,0.443,16.8702,3.1678,2.1589,27.519634,9.67165,99.81809,
FCR,2016,2016-05-16 12:00:00,0.443,16.8733,3.1753,2.1463,27.52319,9.66181,99.72298,
FCR,2016,2016-05-16 12:00:00,0.444,16.8758,3.1784,2.1314,27.528121,9.66185,99.72864,
FCR,2016,2016-05-16 12:00:00,0.444,16.8776,3.1791,2.1009,27.535742,9.66018,99.71507,
FCR,2016,2016-05-16 12:00:00,0.443,16.8785,3.1784,2.0571,27.532054,9.66011,99.71628,
FCR,2016,2016-05-16 12:00:00,0.443,16.8788,3.1772,2.0295,27.512067,9.66394,99.75642,
FCR,2016,2016-05-16 12:00:00,0.444,16.8787,3.1752,2.0302,27.490488,9.66936,99.81213,
FCR,2016,2016-05-16 12:00:00,0.443,16.8786,3.1701,2.0558,27.499637,9.66914,99.80968,
FCR,2016,2016-05-16 12:00:00,0.443,16.8785,3.1608,2.1008,27.537948,9.67349,99.85433,
FCR,2016,2016-05-16 12:00:00,0.444,16.8786,3.1514,2.1427,27.575557,9.67477,99.86783,
FCR,2016,2016-05-16 12:00:00,0.444,16.8788,3.145,2.1664,27.594441,9.66929,99.81171,
FCR,2016,2016-05-16 12:00:00,0.444,16.8788,3.1402,2.1759,27.589614,9.66564,99.77404,
FCR,2016,2016-05-16 12:00:00,0.444,16.8786,3.1356,2.1796,27.559791,9.66136,99.72939,
FCR,2016,2016-05-16 12:00:00,0.445,16.8782,3.1323,2.1794,27.521063,9.65506,99.66348,
FCR,2016,2016-05-16 12:00:00,0.444,16.8777,3.1299,2.1743,27.503183,9.65437,99.65532,
FCR,2016,2016-05-16 12:00:00,0.441,16.8772,3.1283,2.1685,27.501383,9.66308,99.74424,
FCR,2016,2016-05-16 12:00:00,0.449,16.8767,3.1285,2.1639,27.49915,9.66494,99.76231,
FCR,2016,2016-05-16 12:00:00,0.464,16.8763,3.1314,2.1606,27.495889,9.66974,99.81108,
FCR,2016,2016-05-16 12:00:00,0.473,16.8759,3.1359,2.1599,27.490732,9.67149,99.82831,
FCR,2016,2016-05-16 12:00:00,0.466,16.8755,3.1414,2.1604,27.480298,9.67363,99.84959,
FCR,2016,2016-05-16 12:00:00,0.455,16.8749,3.1512,2.1612,27.465814,9.67277,99.83936,
FCR,2016,2016-05-16 12:00:00,0.45,16.8739,3.164,2.1624,27.449428,9.66364,99.74311,
FCR,2016,2016-05-16 12:00:00,0.455,16.8732,3.1728,2.1679,27.43679,9.66287,99.73368,
FCR,2016,2016-05-16 12:00:00,0.457,16.873,3.1776,2.1757,27.452585,9.66073,99.71113,
FCR,2016,2016-05-16 12:00:00,0.457,16.8732,3.1823,2.1763,27.491005,9.65901,99.69389,
FCR,2016,2016-05-16 12:00:00,0.455,16.8733,3.1874,2.17,27.51821,9.6603,99.70737,
FCR,2016,2016-05-16 12:00:00,0.444,16.8733,3.192,2.1586,27.531436,9.65668,99.67003,
FCR,2016,2016-05-16 12:00:00,0.425,16.8734,3.1961,2.14,27.534208,9.65868,99.69085,
FCR,2016,2016-05-16 12:00:00,0.402,16.8738,3.2013,2.1127,27.515242,9.65641,99.66825,
FCR,2016,2016-05-16 12:00:00,0.385,16.8743,3.2109,2.0696,27.47349,9.65551,99.65999,
FCR,2016,2016-05-16 12:00:00,0.39,16.8748,3.2241,2.0163,27.425872,9.64683,99.57147,
FCR,2016,2016-05-16 12:00:00,0.405,16.875,3.2339,1.9729,27.399767,9.64758,99.57963,
FCR,2016,2016-05-16 12:00:00,0.419,16.8751,3.2379,1.946,27.414264,9.64054,99.50715,
FCR,2016,2016-05-16 12:00:00,0.425,16.8751,3.2388,1.9321,27.455194,9.6409,99.51084,
FCR,2016,2016-05-16 12:00:00,0.426,16.8749,3.2388,1.9263,27.495397,9.63264,99.42526,
FCR,2016,2016-05-16 12:00:00,0.423,16.8746,3.2373,1.9223,27.509526,9.63441,99.44288,
FCR,2016,2016-05-16 12:00:00,0.417,16.874,3.2353,1.918,27.503352,9.64061,99.50557,
FCR,2016,2016-05-16 12:00:00,0.409,16.873,3.2346,1.9157,27.517309,9.64672,99.56663,
FCR,2016,2016-05-16 12:00:00,0.402,16.8715,3.2342,1.9194,27.547105,9.65231,99.62117,
FCR,2016,2016-05-16 12:00:00,0.4,16.87,3.2334,1.9311,27.554595,9.65742,99.67076,
FCR,2016,2016-05-16 12:00:00,0.407,16.8688,3.2332,1.9426,27.531757,9.65659,99.65972,
FCR,2016,2016-05-16 12:00:00,0.42,16.8681,3.2338,1.9442,27.504564,9.65665,99.65889,
FCR,2016,2016-05-16 12:00:00,0.427,16.8678,3.2357,1.9434,27.503837,9.65258,99.61626,
FCR,2016,2016-05-16 12:00:00,0.429,16.868,3.2425,1.9514,27.513352,9.64515,99.53999,
FCR,2016,2016-05-16 12:00:00,0.426,16.8684,3.2544,1.9645,27.50158,9.63308,99.41621,
FCR,2016,2016-05-16 12:00:00,0.421,16.869,3.2672,1.9828,27.491432,9.62374,99.32109,
FCR,2016,2016-05-16 12:00:00,0.412,16.8696,3.2807,2.0203,27.498237,9.6217,99.30133,
FCR,2016,2016-05-16 12:00:00,0.388,16.8703,3.2947,2.0688,27.505775,9.62041,99.28938,
FCR,2016,2016-05-16 12:00:00,0.362,16.8709,3.3042,2.0989,27.504032,9.62075,99.29422,
FCR,2016,2016-05-16 12:00:00,0.348,16.8715,3.3079,2.1037,27.492544,9.62809,99.37114,
FCR,2016,2016-05-16 12:00:00,0.32,16.8719,3.3096,2.0867,27.492293,9.63356,99.42842,
FCR,2016,2016-05-16 12:00:00,0.307,16.872,3.3106,2.0538,27.509226,9.64698,99.56723,
FCR,2016,2016-05-16 12:00:00,0.305,16.8719,3.3102,2.0305,27.525814,9.65438,99.64339,
FCR,2016,2016-05-16 12:00:00,0.308,16.8716,3.31,2.0312,27.53045,9.65857,99.686,
FCR,2016,2016-05-16 12:00:00,0.319,16.8712,3.311,2.056,27.516354,9.65742,99.67332,
FCR,2016,2016-05-16 12:00:00,0.324,16.8705,3.3119,2.1001,27.489787,9.65325,99.62873,
FCR,2016,2016-05-16 12:00:00,0.329,16.8699,3.314,2.1421,27.467711,9.65211,99.61571,
FCR,2016,2016-05-16 12:00:00,0.338,16.8695,3.317,2.1681,27.462275,9.6466,99.55806,
FCR,2016,2016-05-16 12:00:00,0.367,16.8696,3.3174,2.1803,27.472028,9.63643,99.45334,
FCR,2016,2016-05-16 12:00:00,0.407,16.87,3.3145,2.1843,27.487548,9.63823,99.47272,
FCR,2016,2016-05-16 12:00:00,0.435,16.8705,3.3104,2.1824,27.506963,9.63925,99.48432,
FCR,2016,2016-05-16 12:00:00,0.454,16.8708,3.3055,2.166,27.529437,9.63682,99.45987,
FCR,2016,2016-05-16 12:00:00,0.465,16.8713,3.296,2.1296,27.54293,9.64062,99.50011,
FCR,2016,2016-05-16 12:00:00,0.465,16.8718,3.2773,2.0818,27.541018,9.6439,99.53498,
FCR,2016,2016-05-16 12:00:00,0.457,16.8726,3.2537,2.0351,27.531209,9.64684,99.56696,
FCR,2016,2016-05-16 12:00:00,0.447,16.8734,3.2351,2.0021,27.520906,9.64406,99.53994,
FCR,2016,2016-05-16 12:00:00,0.442,16.8742,3.2239,1.9866,27.511369,9.64794,99.58171,
FCR,2016,2016-05-16 12:00:00,0.447,16.8747,3.2176,1.981,27.506067,9.65102,99.61448,
FCR,2016,2016-05-16 12:00:00,0.455,16.8748,3.2147,1.9806,27.515609,9.64981,99.60221,
FCR,2016,2016-05-16 12:00:00,0.454,16.8747,3.214,1.9862,27.524505,9.64674,99.57029,
FCR,2016,2016-05-16 12:00:00,0.45,16.8742,3.2155,2.0016,27.51108,9.64783,99.58054,
FCR,2016,2016-05-16 12:00:00,0.452,16.8736,3.2194,2.0322,27.501812,9.64867,99.58794,
FCR,2016,2016-05-16 12:00:00,0.454,16.8727,3.2235,2.0746,27.518278,9.64647,99.5634,
FCR,2016,2016-05-16 12:00:00,0.453,16.8716,3.2265,2.1126,27.536812,9.6467,99.56344,
FCR,2016,2016-05-16 12:00:00,0.45,16.8705,3.2306,2.1371,27.540316,9.64283,99.52129,
FCR,2016,2016-05-16 12:00:00,0.45,16.8692,3.2385,2.1487,27.529723,9.64461,99.53689,
FCR,2016,2016-05-16 12:00:00,0.452,16.8677,3.2494,2.1517,27.514233,9.63892,99.47509,
FCR,2016,2016-05-16 12:00:00,0.455,16.8657,3.2595,2.1504,27.517768,9.6408,99.4903,
FCR,2016,2016-05-16 12:00:00,0.459,16.8635,3.2665,2.1409,27.541272,9.64244,99.50264,
FCR,2016,2016-05-16 12:00:00,0.455,16.8616,3.2705,2.1184,27.550933,9.63954,99.46872,
FCR,2016,2016-05-16 12:00:00,0.445,16.8607,3.2732,2.0793,27.541314,9.63841,99.45527,
FCR,2016,2016-05-16 12:00:00,0.441,16.8611,3.2761,2.0336,27.543915,9.64385,99.51221,
FCR,2016,2016-05-16 12:00:00,0.448,16.8624,3.2783,2.0105,27.559428,9.64414,99.51795,
FCR,2016,2016-05-16 12:00:00,0.455,16.8642,3.2788,2.0197,27.557926,9.65461,99.62974,
FCR,2016,2016-05-16 12:00:00,0.455,16.866,3.2781,2.0512,27.528988,9.65945,99.68336,
FCR,2016,2016-05-16 12:00:00,0.453,16.8676,3.2766,2.0961,27.502971,9.66269,99.72014,
FCR,2016,2016-05-16 12:00:00,0.452,16.8689,3.2753,2.1402,27.504999,9.66234,99.71926,
FCR,2016,2016-05-16 12:00:00,0.453,16.8698,3.2756,2.1711,27.507558,9.65918,99.68846,
FCR,2016,2016-05-16 12:00:00,0.456,16.8702,3.2768,2.1856,27.489289,9.65655,99.66219,
FCR,2016,2016-05-16 12:00:00,0.457,16.8703,3.2766,2.1889,27.479386,9.64827,99.57697,
FCR,2016,2016-05-16 12:00:00,0.449,16.87,3.2742,2.1897,27.503262,9.64361,99.52821,
FCR,2016,2016-05-16 12:00:00,0.445,16.8692,3.2705,2.1917,27.533219,9.6321,99.40779,
FCR,2016,2016-05-16 12:00:00,0.446,16.8683,3.2669,2.1921,27.531156,9.62823,99.36601,
FCR,2016,2016-05-16 12:00:00,0.445,16.8675,3.2649,2.1885,27.508545,9.62459,99.32671,
FCR,2016,2016-05-16 12:00:00,0.445,16.8669,3.2649,2.1801,27.501439,9.62407,99.32018,
FCR,2016,2016-05-16 12:00:00,0.446,16.8664,3.2661,2.1635,27.515958,9.62088,99.28622,
FCR,2016,2016-05-16 12:00:00,0.448,16.866,3.269,2.1399,27.533932,9.62109,99.2875,
FCR,2016,2016-05-16 12:00:00,0.448,16.8656,3.2765,2.1066,27.546126,9.62062,99.28181,
FCR,2016,2016-05-16 12:00:00,0.448,16.8651,3.2872,2.0648,27.555793,9.62322,99.30766,
FCR,2016,2016-05-16 12:00:00,0.448,16.8644,3.2947,2.0345,27.567513,9.62746,99.3499,
FCR,2016,2016-05-16 12:00:00,0.449,16.8635,3.2989,2.028,27.578401,9.63209,99.39583,
FCR,2016,2016-05-16 12:00:00,0.451,16.862,3.3026,2.0483,27.573324,9.6318,99.38977,
FCR,2016,2016-05-16 12:00:00,0.452,16.86,3.3081,2.0915,27.560948,9.63325,99.40053,
FCR,2016,2016-05-16 12:00:00,0.454,16.8575,3.317,2.1384,27.568032,9.63742,99.43834,
FCR,2016,2016-05-16 12:00:00,0.452,16.8548,3.3269,2.1728,27.580434,9.63738,99.43235,
FCR,2016,2016-05-16 12:00:00,0.449,16.8518,3.3342,2.1902,27.577414,9.64519,99.50666,
FCR,2016,2016-05-16 12:00:00,0.449,16.8485,3.339,2.1964,27.57019,9.65238,99.574,
FCR,2016,2016-05-16 12:00:00,0.452,16.8448,3.3438,2.1975,27.572866,9.65326,99.57539,
FCR,2016,2016-05-16 12:00:00,0.458,16.8413,3.3507,2.1917,27.580144,9.65279,99.56324,
FCR,2016,2016-05-16 12:00:00,0.464,16.8383,3.361,2.1864,27.583946,9.64936,99.52158,
FCR,2016,2016-05-16 12:00:00,0.474,16.8361,3.3744,2.1906,27.585286,9.64751,99.49789,
FCR,2016,2016-05-16 12:00:00,0.485,16.8349,3.386,2.1985,27.584521,9.63882,99.40576,
FCR,2016,2016-05-16 12:00:00,0.497,16.8342,3.3914,2.2019,27.585455,9.63415,99.35623,
FCR,2016,2016-05-16 12:00:00,0.51,16.8339,3.3901,2.2019,27.594348,9.63163,99.32962,
FCR,2016,2016-05-16 12:00:00,0.521,16.8337,3.384,2.2028,27.609564,9.62437,99.25434,
FCR,2016,2016-05-16 12:00:00,0.531,16.8334,3.3768,2.2027,27.621133,9.61833,99.1914,
FCR,2016,2016-05-16 12:00:00,0.54,16.8326,3.373,2.2015,27.616108,9.61442,99.14937,
FCR,2016,2016-05-16 12:00:00,0.549,16.831,3.3741,2.2024,27.597158,9.61,99.10045,
FCR,2016,2016-05-16 12:00:00,0.563,16.8281,3.3808,2.1998,27.581272,9.61601,99.15644,
FCR,2016,2016-05-16 12:00:00,0.577,16.8243,3.3913,2.1931,27.56221,9.61979,99.18756,
FCR,2016,2016-05-16 12:00:00,0.592,16.8193,3.3995,2.192,27.538897,9.62517,99.23262,
FCR,2016,2016-05-16 12:00:00,0.606,16.8131,3.4041,2.1949,27.533169,9.62869,99.25599,
FCR,2016,2016-05-16 12:00:00,0.613,16.806,3.4077,2.1948,27.537489,9.62786,99.23268,
FCR,2016,2016-05-16 12:00:00,0.616,16.7992,3.4104,2.1971,27.534973,9.63894,99.33275,
FCR,2016,2016-05-16 12:00:00,0.631,16.7933,3.4124,2.2049,27.530962,9.64587,99.39187,
FCR,2016,2016-05-16 12:00:00,0.648,16.7885,3.4146,2.2077,27.518373,9.64883,99.41242,
