Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,,COND_uScm,DO_mgL,PSAT
GWR,2016,2016-09-04 19:49:00,4.058,24.4317,5.2343,1.5987,13.323,57.149022,6.60913,79.16958
GWR,2016,2016-09-04 19:49:00,4.081,24.4299,5.2232,1.5551,13.373,57.131385,6.60926,79.16844
GWR,2016,2016-09-04 19:49:00,4.1,24.4286,5.218,1.5244,13.418,57.124038,6.61625,79.25025
GWR,2016,2016-09-04 19:49:00,4.108,24.4278,5.2258,1.519,13.458,57.129034,6.62495,79.35325
GWR,2016,2016-09-04 19:49:00,4.113,24.4274,5.2496,1.5407,13.492,57.149713,6.63617,79.48714
GWR,2016,2016-09-04 19:49:00,4.125,24.4271,5.2809,1.5793,13.525,57.169515,6.64032,79.53639
GWR,2016,2016-09-04 19:49:00,4.136,24.4268,5.3016,1.6155,13.555,57.171645,6.64222,79.55873
GWR,2016,2016-09-04 19:49:00,4.138,24.4264,5.3071,1.6428,13.584,57.152658,6.63936,79.52382
GWR,2016,2016-09-04 19:49:00,4.146,24.4258,5.3002,1.6617,13.613,57.129565,6.6348,79.46826
GWR,2016,2016-09-04 19:49:00,4.157,24.4251,5.2814,1.6759,13.646,57.134335,6.62626,79.36503
GWR,2016,2016-09-04 19:49:00,4.169,24.424,5.2553,1.6836,13.679,57.156201,6.61717,79.25447
GWR,2016,2016-09-04 19:49:00,4.177,24.4224,5.2222,1.6721,13.714,57.168885,6.61462,79.22158
GWR,2016,2016-09-04 19:49:00,4.186,24.4203,5.1728,1.6369,13.752,57.171756,6.60983,79.16116
GWR,2016,2016-09-04 19:49:00,4.204,24.4178,5.092,1.5895,13.793,57.15956,6.60456,79.09435
GWR,2016,2016-09-04 19:49:00,4.22,24.4147,4.9931,1.5469,13.834,57.143092,6.59926,79.02632
GWR,2016,2016-09-04 19:49:00,4.233,24.4105,4.9208,1.5229,13.872,57.150067,6.58871,78.89379
GWR,2016,2016-09-04 19:49:00,4.24,24.4048,4.8923,1.5248,13.907,57.17432,6.56873,78.64627
GWR,2016,2016-09-04 19:49:00,4.247,24.3977,4.9019,1.5543,13.941,57.172149,6.53784,78.26608
GWR,2016,2016-09-04 19:49:00,4.257,24.3891,4.9401,1.5963,13.977,57.128926,6.49131,77.69671
GWR,2016,2016-09-04 19:49:00,4.27,24.379,4.9921,1.629,14.014,57.077275,6.43089,76.95896
GWR,2016,2016-09-04 19:49:00,4.28,24.3668,5.061,1.6518,14.054,57.031515,6.35005,75.9744
GWR,2016,2016-09-04 19:49:00,4.292,24.3519,5.1667,1.6731,14.096,56.995499,6.27714,75.08123
GWR,2016,2016-09-04 19:49:00,4.304,24.3344,5.2922,1.6928,14.141,56.981696,6.20924,74.24492
GWR,2016,2016-09-04 19:49:00,4.32,24.3154,5.3805,1.7048,14.192,56.98241,6.15232,73.53826
GWR,2016,2016-09-04 19:49:00,4.339,24.2956,5.4096,1.7044,14.246,56.985792,6.11019,73.00776
GWR,2016,2016-09-04 19:49:00,4.361,24.2741,5.3866,1.6958,14.303,56.986724,6.08705,72.70222
GWR,2016,2016-09-04 19:49:00,4.379,24.2496,5.331,1.6873,14.36,56.975418,6.075,72.52525
GWR,2016,2016-09-04 19:49:00,4.391,24.2225,5.2791,1.6809,14.417,56.958894,6.06157,72.32833
GWR,2016,2016-09-04 19:49:00,4.409,24.1937,5.2408,1.6763,14.475,56.950804,6.04241,72.06104
GWR,2016,2016-09-04 19:49:00,4.429,24.1644,5.2048,1.6756,14.535,56.922902,6.01894,71.742
GWR,2016,2016-09-04 19:49:00,4.45,24.1356,5.1619,1.6798,14.596,56.845673,5.98868,71.34288
GWR,2016,2016-09-04 19:49:00,4.471,24.1081,5.1172,1.6843,14.656,56.72461,5.9565,70.92311
GWR,2016,2016-09-04 19:49:00,4.49,24.0827,5.0918,1.6844,14.713,56.583614,5.92376,70.49986
GWR,2016,2016-09-04 19:49:00,4.507,24.0595,5.0955,1.6849,14.766,56.47338,5.89024,70.07052
GWR,2016,2016-09-04 19:49:00,4.52,24.0387,5.1303,1.6881,14.814,56.410664,5.85729,69.65148
GWR,2016,2016-09-04 19:49:00,4.531,24.021,5.1852,1.6869,14.859,56.364694,5.82321,69.22338
GWR,2016,2016-09-04 19:49:00,4.541,24.0069,5.2325,1.6833,14.903,56.325216,5.78613,68.76442
GWR,2016,2016-09-04 19:49:00,4.557,23.9971,5.2643,1.6832,14.947,56.291735,5.74113,68.21709
GWR,2016,2016-09-04 19:49:00,4.574,23.9901,5.2901,1.6842,14.989,56.265353,5.6872,67.56744
GWR,2016,2016-09-04 19:49:00,4.588,23.9829,5.3108,1.6832,15.027,56.253082,5.60793,66.61676
GWR,2016,2016-09-04 19:49:00,4.596,23.9732,5.3219,1.6833,15.06,56.257667,5.51755,65.53119
GWR,2016,2016-09-04 19:49:00,4.599,23.9614,5.323,1.6882,15.09,56.286351,5.41872,64.34325
GWR,2016,2016-09-04 19:49:00,4.605,23.9489,5.3159,1.6898,15.119,56.328721,5.3204,63.16104
GWR,2016,2016-09-04 19:49:00,4.616,23.9375,5.3037,1.6875,15.149,56.35795,5.22491,62.01419
GWR,2016,2016-09-04 19:49:00,4.627,23.9272,5.2913,1.6909,15.181,56.3718,5.13568,60.94334
GWR,2016,2016-09-04 19:49:00,4.64,23.9167,5.2794,1.6963,15.213,56.388009,5.07274,60.18459
GWR,2016,2016-09-04 19:49:00,4.651,23.9051,5.2651,1.6973,15.244,56.41692,5.04181,59.80474
GWR,2016,2016-09-04 19:49:00,4.658,23.894,5.245,1.6986,15.271,56.458214,5.02946,59.64575
GWR,2016,2016-09-04 19:49:00,4.666,23.8853,5.2229,1.7053,15.296,56.506851,5.01279,59.43842
GWR,2016,2016-09-04 19:49:00,4.671,23.8787,5.2087,1.7178,15.319,56.547704,4.98566,59.10945
GWR,2016,2016-09-04 19:49:00,4.677,23.8716,5.2049,1.7407,15.339,56.567589,4.95017,58.68093
GWR,2016,2016-09-04 19:49:00,4.68,23.8615,5.21,1.7859,15.359,56.565788,4.90342,58.11575
GWR,2016,2016-09-04 19:49:00,4.684,23.847,5.2194,1.8458,15.379,56.547838,4.84145,57.3657
GWR,2016,2016-09-04 19:49:00,4.691,23.8286,5.2192,1.8966,15.402,56.531026,4.7759,56.56948
GWR,2016,2016-09-04 19:49:00,4.699,23.8082,5.1985,1.9367,15.427,56.532943,4.71743,55.85549
GWR,2016,2016-09-04 19:49:00,4.706,23.7883,5.1509,1.9678,15.455,56.544065,4.6688,55.2591
GWR,2016,2016-09-04 19:49:00,4.717,23.771,5.0846,1.982,15.487,56.551306,4.63306,54.81832
GWR,2016,2016-09-04 19:49:00,4.731,23.7564,5.0232,1.9856,15.521,56.568636,4.61007,54.53135
GWR,2016,2016-09-04 19:49:00,4.744,23.7438,4.9736,1.9863,15.555,56.596663,4.60068,54.4075
GWR,2016,2016-09-04 19:49:00,4.753,23.7327,4.923,1.9832,15.588,56.620785,4.59374,54.31403
GWR,2016,2016-09-04 19:49:00,4.761,23.7231,4.8697,1.9801,15.618,56.641413,4.59705,54.34344
GWR,2016,2016-09-04 19:49:00,4.768,23.7154,4.8292,1.9851,15.649,56.664047,4.60316,54.4078
GWR,2016,2016-09-04 19:49:00,4.779,23.7097,4.8078,1.9998,15.68,56.698734,4.60529,54.42713
GWR,2016,2016-09-04 19:49:00,4.792,23.7059,4.7984,2.0222,15.711,56.732652,4.59881,54.34671
GWR,2016,2016-09-04 19:49:00,4.803,23.7027,4.7982,2.0641,15.74,56.742736,4.57224,54.02939
GWR,2016,2016-09-04 19:49:00,4.809,23.6991,4.8069,2.1241,15.765,56.745723,4.54211,53.66976
GWR,2016,2016-09-04 19:49:00,4.813,23.6949,4.8216,2.1723,15.787,56.750434,4.49664,53.12832
GWR,2016,2016-09-04 19:49:00,4.818,23.6903,4.841,2.1977,15.807,56.746086,4.44354,52.49643
GWR,2016,2016-09-04 19:49:00,4.824,23.6845,4.87,2.2104,15.827,56.729512,4.38338,51.78
GWR,2016,2016-09-04 19:49:00,4.828,23.6768,4.9061,2.2172,15.847,56.694285,4.32079,51.03326
GWR,2016,2016-09-04 19:49:00,4.833,23.668,4.9342,2.2222,15.869,56.673153,4.24856,50.17188
GWR,2016,2016-09-04 19:49:00,4.841,23.6594,4.9476,2.2245,15.894,56.70262,4.1665,49.1948
GWR,2016,2016-09-04 19:49:00,4.853,23.6519,4.9505,2.2236,15.921,56.754424,4.07502,48.10799
GWR,2016,2016-09-04 19:49:00,4.866,23.6448,4.9444,2.2237,15.948,56.794219,3.96604,46.81519
GWR,2016,2016-09-04 19:49:00,4.871,23.637,4.9278,2.2249,15.972,56.822582,3.84099,45.33237
GWR,2016,2016-09-04 19:49:00,4.871,23.628,4.8957,2.2276,15.995,56.841057,3.73367,44.05829
GWR,2016,2016-09-04 19:49:00,4.877,23.6181,4.8397,2.229,16.02,56.846543,3.64626,43.01887
GWR,2016,2016-09-04 19:49:00,4.887,23.6079,4.768,2.2261,16.05,56.856555,3.58307,42.2652
GWR,2016,2016-09-04 19:49:00,4.896,23.5982,4.7088,2.2283,16.084,56.895837,3.52411,41.56216
GWR,2016,2016-09-04 19:49:00,4.914,23.5889,4.6719,2.2386,16.121,56.960817,3.46615,40.87146
GWR,2016,2016-09-04 19:49:00,4.933,23.5797,4.647,2.246,16.158,57.028689,3.40966,40.19839
GWR,2016,2016-09-04 19:49:00,4.936,23.5711,4.6257,2.2478,16.192,57.081431,3.34186,39.39275
GWR,2016,2016-09-04 19:49:00,4.938,23.5635,4.6061,2.2492,16.225,57.113038,3.25024,38.30731
GWR,2016,2016-09-04 19:49:00,4.957,23.5571,4.5904,2.247,16.261,57.149999,3.1414,37.02004
GWR,2016,2016-09-04 19:49:00,4.975,23.5508,4.5767,2.2419,16.296,57.214211,3.00532,35.41222
GWR,2016,2016-09-04 19:49:00,4.981,23.5432,4.5621,2.2427,16.328,57.290688,2.8435,33.50062
GWR,2016,2016-09-04 19:49:00,4.981,23.5336,4.5489,2.2474,16.357,57.371729,2.66009,31.33421
GWR,2016,2016-09-04 19:49:00,4.985,23.5217,4.5427,2.2493,16.389,57.450851,2.49359,29.3663
GWR,2016,2016-09-04 19:49:00,4.995,23.5082,4.5445,2.251,16.428,57.527076,2.34159,27.56932
GWR,2016,2016-09-04 19:49:00,5.011,23.4944,4.553,2.2566,16.477,57.620733,2.17945,25.65357
GWR,2016,2016-09-04 19:49:00,5.037,23.4808,4.5628,2.2663,16.533,57.738734,2.00836,23.63372
GWR,2016,2016-09-04 19:49:00,5.066,23.4664,4.5594,2.2828,16.59,57.864384,1.83563,21.59526
GWR,2016,2016-09-04 19:49:00,5.083,23.4496,4.5344,2.315,16.642,57.966971,1.69168,19.89549
GWR,2016,2016-09-04 19:49:00,5.09,23.4308,4.4828,2.3659,16.687,58.045755,1.5798,18.57309
GWR,2016,2016-09-04 19:49:00,5.093,23.4117,4.414,2.4134,16.73,58.139806,1.50856,17.72914
GWR,2016,2016-09-04 19:49:00,5.105,23.3943,4.3537,2.437,16.776,58.268183,1.45908,17.14198
GWR,2016,2016-09-04 19:49:00,5.128,23.38,4.3062,2.4409,16.828,58.404913,1.42497,16.73679
GWR,2016,2016-09-04 19:49:00,5.154,23.369,4.257,2.4259,16.879,58.526252,1.38607,16.27653
GWR,2016,2016-09-04 19:49:00,5.17,23.3601,4.1924,2.3859,16.924,58.624418,1.32957,15.6104
GWR,2016,2016-09-04 19:49:00,5.176,23.3516,4.1215,2.3353,16.962,58.677423,1.26504,14.85045
GWR,2016,2016-09-04 19:49:00,5.182,23.3424,4.0761,2.3007,16.994,58.695385,1.21038,14.20632
GWR,2016,2016-09-04 19:49:00,5.185,23.3322,4.0677,2.282,17.025,58.719218,1.16684,13.69258
GWR,2016,2016-09-04 19:49:00,5.19,23.322,4.0929,2.2662,17.059,58.763304,1.13785,13.34979
GWR,2016,2016-09-04 19:49:00,5.211,23.313,4.1343,2.2536,17.098,58.829365,1.11673,13.09985
GWR,2016,2016-09-04 19:49:00,5.232,23.3058,4.1536,2.2445,17.137,58.910933,1.0907,12.7927
GWR,2016,2016-09-04 19:49:00,5.239,23.2997,4.1287,2.2362,17.171,58.985607,1.04329,12.23531
GWR,2016,2016-09-04 19:49:00,5.243,23.2926,4.0521,2.2325,17.202,59.039184,0.98345,11.53199
GWR,2016,2016-09-04 19:49:00,5.247,23.2824,3.9438,2.2333,17.233,59.063872,0.92242,10.81417
GWR,2016,2016-09-04 19:49:00,5.256,23.2694,3.8515,2.2321,17.268,59.062242,0.88358,10.35635
GWR,2016,2016-09-04 19:49:00,5.271,23.2568,3.7878,2.2297,17.307,59.078009,0.86375,10.12145
GWR,2016,2016-09-04 19:49:00,5.292,23.2474,3.7365,2.23,17.349,59.151504,0.85053,9.96482
GWR,2016,2016-09-04 19:49:00,5.306,23.241,3.6921,2.2365,17.39,59.270213,0.83799,9.81669
GWR,2016,2016-09-04 19:49:00,5.314,23.236,3.6593,2.2543,17.426,59.387522,0.81526,9.5495
GWR,2016,2016-09-04 19:49:00,5.324,23.231,3.6382,2.2803,17.46,59.456441,0.7897,9.24928
GWR,2016,2016-09-04 19:49:00,5.335,23.2256,3.6234,2.3099,17.491,59.481299,0.75013,8.7849
GWR,2016,2016-09-04 19:49:00,5.343,23.2191,3.6101,2.3522,17.52,59.502841,0.70773,8.28735
GWR,2016,2016-09-04 19:49:00,5.346,23.2103,3.5966,2.407,17.547,59.542868,0.65811,7.70498
GWR,2016,2016-09-04 19:49:00,5.353,23.1981,3.5896,2.4535,17.575,59.595997,0.61067,7.14801
GWR,2016,2016-09-04 19:49:00,5.365,23.1824,3.5952,2.4833,17.605,59.642278,0.56012,6.55426
GWR,2016,2016-09-04 19:49:00,5.38,23.1636,3.6146,2.5011,17.635,59.677997,0.52052,6.0888
GWR,2016,2016-09-04 19:49:00,5.392,23.1414,3.6412,2.5094,17.662,59.730741,0.48044,5.61754
GWR,2016,2016-09-04 19:49:00,5.395,23.1151,3.6625,2.5113,17.684,59.820595,0.44955,5.25378
GWR,2016,2016-09-04 19:49:00,5.393,23.0848,3.6748,2.5132,17.702,59.939409,0.42461,4.95951
GWR,2016,2016-09-04 19:49:00,5.393,23.0531,3.6833,2.5202,17.722,60.070697,0.40944,4.77946
GWR,2016,2016-09-04 19:49:00,5.4,23.0228,3.6925,2.5285,17.748,60.193273,0.40293,4.70072
GWR,2016,2016-09-04 19:49:00,5.414,22.9959,3.7051,2.5309,17.78,60.291654,0.39895,4.65192
GWR,2016,2016-09-04 19:49:00,5.431,22.9728,3.7242,2.5272,17.817,60.349925,0.39429,4.59552
GWR,2016,2016-09-04 19:49:00,5.446,22.953,3.7549,2.523,17.853,60.347496,0.39047,4.54938
GWR,2016,2016-09-04 19:49:00,5.456,22.9349,3.793,2.5219,17.886,60.307802,0.38838,4.52338
GWR,2016,2016-09-04 19:49:00,5.462,22.9172,3.8221,2.5214,17.917,60.274446,0.38608,4.49508
GWR,2016,2016-09-04 19:49:00,5.469,22.8998,3.8375,2.5178,17.947,60.244553,0.38404,4.46993
GWR,2016,2016-09-04 19:49:00,5.474,22.8841,3.8459,2.5113,17.978,60.19008,0.38294,4.45571
GWR,2016,2016-09-04 19:49:00,5.484,22.8704,3.8507,2.5071,18.013,60.094492,0.37945,4.41399
GWR,2016,2016-09-04 19:49:00,5.501,22.8577,3.8534,2.5098,18.052,59.968425,0.38177,4.4399
GWR,2016,2016-09-04 19:49:00,5.516,22.8438,3.8538,2.5167,18.092,59.83245,0.38048,4.42377
GWR,2016,2016-09-04 19:49:00,5.526,22.8286,3.8488,2.5192,18.132,59.704497,0.37731,4.38559
GWR,2016,2016-09-04 19:49:00,5.537,22.8132,3.8343,2.5159,18.173,59.598611,0.37356,4.34076
GWR,2016,2016-09-04 19:49:00,5.55,22.7988,3.8118,2.5149,18.215,59.486554,0.36853,4.28114
GWR,2016,2016-09-04 19:49:00,5.569,22.7859,3.7853,2.5182,18.258,59.320382,0.36408,4.22844
GWR,2016,2016-09-04 19:49:00,5.583,22.7743,3.7522,2.5223,18.298,59.120005,0.36127,4.19484
GWR,2016,2016-09-04 19:49:00,5.591,22.764,3.7047,2.5293,18.334,58.938356,0.35997,4.17897
GWR,2016,2016-09-04 19:49:00,5.601,22.7555,3.6478,2.5398,18.366,58.775163,0.35513,4.12211
GWR,2016,2016-09-04 19:49:00,5.608,22.749,3.5977,2.5443,18.397,58.619015,0.35692,4.14231
GWR,2016,2016-09-04 19:49:00,5.618,22.7424,3.5559,2.538,18.427,58.480451,0.35259,4.09153
GWR,2016,2016-09-04 19:49:00,5.629,22.7319,3.5112,2.5286,18.455,58.366673,0.35034,4.06468
GWR,2016,2016-09-04 19:49:00,5.633,22.7159,3.4646,2.5169,18.481,58.28547,0.34846,4.04162
GWR,2016,2016-09-04 19:49:00,5.632,22.6964,3.4289,2.5021,18.508,58.235255,0.34803,4.0351
GWR,2016,2016-09-04 19:49:00,5.642,22.6761,3.4094,2.4916,18.542,58.166512,0.34882,4.04268
GWR,2016,2016-09-04 19:49:00,5.664,22.6557,3.4038,2.4897,18.581,58.016761,0.35036,4.05893
GWR,2016,2016-09-04 19:49:00,5.684,22.6344,3.4108,2.4934,18.62,57.82634,0.35285,4.0862
GWR,2016,2016-09-04 19:49:00,5.692,22.6103,3.4269,2.4992,18.654,57.688963,0.34945,4.04492
GWR,2016,2016-09-04 19:49:00,5.693,22.5826,3.4471,2.5017,18.685,57.588062,0.34804,4.02643
GWR,2016,2016-09-04 19:49:00,5.698,22.5534,3.4714,2.4982,18.717,57.458601,0.34589,3.99932
GWR,2016,2016-09-04 19:49:00,5.708,22.5266,3.5055,2.4946,18.754,57.300171,0.34456,3.98191
GWR,2016,2016-09-04 19:49:00,5.73,22.5035,3.5463,2.4981,18.796,57.136747,0.33975,3.92464
GWR,2016,2016-09-04 19:49:00,5.754,22.4829,3.5798,2.5048,18.836,56.99097,0.33806,3.90355
GWR,2016,2016-09-04 19:49:00,5.762,22.4639,3.6014,2.5041,18.868,56.900222,0.33603,3.87874
GWR,2016,2016-09-04 19:49:00,5.762,22.4465,3.6166,2.4991,18.893,56.876423,0.33196,3.83047
GWR,2016,2016-09-04 19:49:00,5.765,22.4299,3.6261,2.4988,18.913,56.879108,0.33191,3.82868
GWR,2016,2016-09-04 19:49:00,5.773,22.4141,3.6243,2.4975,18.932,56.886921,0.32838,3.78681
GWR,2016,2016-09-04 19:49:00,5.774,22.4007,3.6048,2.4925,18.951,56.891908,0.32818,3.78352
GWR,2016,2016-09-04 19:49:00,5.773,22.3891,3.5621,2.4904,18.972,56.865298,0.32452,3.74047
GWR,2016,2016-09-04 19:49:00,5.788,22.376,3.507,2.4919,18.998,56.820061,0.32201,3.71065
GWR,2016,2016-09-04 19:49:00,5.805,22.3586,3.4671,2.4951,19.027,56.782262,0.32005,3.68678
GWR,2016,2016-09-04 19:49:00,5.81,22.3355,3.4526,2.502,19.053,56.745834,0.31697,3.64973
GWR,2016,2016-09-04 19:49:00,5.813,22.3078,3.4599,2.5109,19.078,56.70708,0.31201,3.59072
GWR,2016,2016-09-04 19:49:00,5.819,22.2789,3.4908,2.5163,19.104,56.651654,0.30979,3.56322
GWR,2016,2016-09-04 19:49:00,5.824,22.253,3.5362,2.515,19.134,56.562768,0.30998,3.56362
GWR,2016,2016-09-04 19:49:00,5.833,22.2336,3.5742,2.5113,19.17,56.456852,0.3098,3.56015
GWR,2016,2016-09-04 19:49:00,5.851,22.2224,3.5999,2.5075,19.212,56.347802,0.30873,3.54711
GWR,2016,2016-09-04 19:49:00,5.878,22.2163,3.6196,2.4993,19.256,56.242658,0.30792,3.53738
GWR,2016,2016-09-04 19:49:00,5.897,22.2098,3.6344,2.4935,19.295,56.171571,0.30985,3.55917
GWR,2016,2016-09-04 19:49:00,5.896,22.1975,3.6443,2.4933,19.324,56.149698,0.31146,3.57678
GWR,2016,2016-09-04 19:49:00,5.888,22.1775,3.649,2.4906,19.349,56.143108,0.31046,3.5639
GWR,2016,2016-09-04 19:49:00,5.896,22.154,3.6452,2.4904,19.38,56.111919,0.30799,3.53402
GWR,2016,2016-09-04 19:49:00,5.915,22.1312,3.6331,2.4982,19.417,56.053831,0.30544,3.50315
GWR,2016,2016-09-04 19:49:00,5.94,22.1073,3.6187,2.5061,19.456,55.971417,0.30321,3.47606
GWR,2016,2016-09-04 19:49:00,5.954,22.0775,3.6032,2.5067,19.489,55.86678,0.3004,3.44184
GWR,2016,2016-09-04 19:49:00,5.952,22.0406,3.581,2.505,19.514,55.776227,0.292,3.34316
GWR,2016,2016-09-04 19:49:00,5.947,21.9996,3.5541,2.5028,19.536,55.713735,0.28293,3.23679
GWR,2016,2016-09-04 19:49:00,5.951,21.9601,3.5332,2.4914,19.562,55.652606,0.27638,3.15941
GWR,2016,2016-09-04 19:49:00,5.97,21.9274,3.5224,2.4678,19.594,55.564498,0.27358,3.12544
GWR,2016,2016-09-04 19:49:00,5.989,21.9017,3.5201,2.436,19.629,55.449993,0.25712,2.93602
GWR,2016,2016-09-04 19:49:00,6,21.876,3.5274,2.391,19.66,55.342767,0.24374,2.78183
GWR,2016,2016-09-04 19:49:00,6.006,21.8415,3.5422,2.3346,19.686,55.258369,0.23443,2.67383
GWR,2016,2016-09-04 19:49:00,6.006,21.7956,3.5595,2.2916,19.709,55.208402,0.2335,2.66085
GWR,2016,2016-09-04 19:49:00,6.005,21.7411,3.5794,2.2724,19.732,55.197596,0.2436,2.77302
GWR,2016,2016-09-04 19:49:00,6.011,21.6825,3.6059,2.2662,19.762,55.188958,0.25167,2.86157
GWR,2016,2016-09-04 19:49:00,6.029,21.6239,3.6322,2.2713,19.801,55.146073,0.25794,2.92962
GWR,2016,2016-09-04 19:49:00,6.046,21.5696,3.6421,2.2891,19.846,55.057504,0.26033,2.95359
GWR,2016,2016-09-04 19:49:00,6.062,21.5234,3.6272,2.3151,19.894,54.905653,0.26153,2.96452
GWR,2016,2016-09-04 19:49:00,6.082,21.4874,3.5816,2.3564,19.943,54.692159,0.26361,2.98601
GWR,2016,2016-09-04 19:49:00,6.1,21.4601,3.517,2.4159,19.989,54.478474,0.2629,2.97638
GWR,2016,2016-09-04 19:49:00,6.114,21.4388,3.4672,2.4704,20.03,54.328001,0.26099,2.95362
GWR,2016,2016-09-04 19:49:00,6.123,21.4195,3.4446,2.5026,20.064,54.230706,0.2614,2.95715
GWR,2016,2016-09-04 19:49:00,6.125,21.3969,3.4428,2.5176,20.094,54.152617,0.26461,2.99206
GWR,2016,2016-09-04 19:49:00,6.129,21.3677,3.454,2.524,20.123,54.10501,0.26387,2.98207
GWR,2016,2016-09-04 19:49:00,6.137,21.3349,3.4643,2.5211,20.155,54.077195,0.26121,2.95007
GWR,2016,2016-09-04 19:49:00,6.146,21.3046,3.4658,2.5117,20.192,54.037676,0.26183,2.95541
GWR,2016,2016-09-04 19:49:00,6.164,21.2803,3.4584,2.5024,20.234,53.98996,0.25756,2.90581
GWR,2016,2016-09-04 19:49:00,6.186,21.2617,3.442,2.4929,20.277,53.939381,0.25217,2.84391
GWR,2016,2016-09-04 19:49:00,6.204,21.2462,3.4217,2.4878,20.317,53.892515,0.24572,2.77039
GWR,2016,2016-09-04 19:49:00,6.212,21.2301,3.4076,2.4935,20.349,53.864952,0.23429,2.64063
GWR,2016,2016-09-04 19:49:00,6.212,21.208,3.4027,2.5025,20.373,53.859371,0.22287,2.51093
GWR,2016,2016-09-04 19:49:00,6.216,21.1738,3.4054,2.5022,20.395,53.856226,0.19956,2.24678
GWR,2016,2016-09-04 19:49:00,6.221,21.1238,3.4135,2.496,20.417,53.850662,0.18772,2.11137
GWR,2016,2016-09-04 19:49:00,6.223,21.0616,3.4223,2.4892,20.442,53.859254,0.17437,1.95885
GWR,2016,2016-09-04 19:49:00,6.231,20.9953,3.4307,2.4719,20.472,53.862222,0.15942,1.7886
GWR,2016,2016-09-04 19:49:00,6.248,20.9305,3.4388,2.4338,20.508,53.8423,0.15702,1.7594
GWR,2016,2016-09-04 19:49:00,6.266,20.8678,3.447,2.3875,20.546,53.826278,0.15304,1.71275
GWR,2016,2016-09-04 19:49:00,6.277,20.8063,3.4586,2.3586,20.583,53.819915,0.14814,1.65591
GWR,2016,2016-09-04 19:49:00,6.283,20.7459,3.4773,2.352,20.618,53.809472,0.14715,1.64292
GWR,2016,2016-09-04 19:49:00,6.289,20.6877,3.5069,2.3681,20.654,53.788149,0.14263,1.59059
GWR,2016,2016-09-04 19:49:00,6.301,20.6323,3.5414,2.3997,20.694,53.732197,0.13814,1.53884
GWR,2016,2016-09-04 19:49:00,6.318,20.5793,3.5655,2.4153,20.739,53.616659,0.13598,1.51317
GWR,2016,2016-09-04 19:49:00,6.336,20.5275,3.5742,2.4041,20.786,53.452858,0.1263,1.40402
GWR,2016,2016-09-04 19:49:00,6.353,20.4754,3.5711,2.3781,20.834,53.30345,0.12165,1.35093
GWR,2016,2016-09-04 19:49:00,6.366,20.4216,3.5574,2.3383,20.88,53.208846,0.11073,1.22843
GWR,2016,2016-09-04 19:49:00,6.377,20.3648,3.5363,2.2923,20.924,53.139802,0.1017,1.12701
GWR,2016,2016-09-04 19:49:00,6.388,20.3049,3.5167,2.2612,20.969,53.077903,0.09658,1.06901
GWR,2016,2016-09-04 19:49:00,6.403,20.2434,3.5017,2.2514,21.016,53.022694,0.09478,1.04774
GWR,2016,2016-09-04 19:49:00,6.418,20.1834,3.4874,2.2525,21.066,52.965468,0.0882,0.9739
GWR,2016,2016-09-04 19:49:00,6.434,20.1281,3.4734,2.2556,21.118,52.896981,0.0861,0.94962
GWR,2016,2016-09-04 19:49:00,6.457,20.0774,3.4649,2.2613,21.172,52.835082,0.08245,0.90845
GWR,2016,2016-09-04 19:49:00,6.479,20.0273,3.465,2.2656,21.222,52.823453,0.07881,0.86747
GWR,2016,2016-09-04 19:49:00,6.486,19.9735,3.4735,2.2604,21.267,52.858989,0.0805,0.88511
GWR,2016,2016-09-04 19:49:00,6.49,19.9154,3.4878,2.2524,21.31,52.919061,0.0772,0.84787
GWR,2016,2016-09-04 19:49:00,6.497,19.8573,3.5046,2.2497,21.356,52.993605,0.07597,0.83338
GWR,2016,2016-09-04 19:49:00,6.518,19.8032,3.5261,2.2494,21.409,53.090456,0.07617,0.83468
GWR,2016,2016-09-04 19:49:00,6.548,19.753,3.5557,2.249,21.467,53.207352,0.07466,0.81739
GWR,2016,2016-09-04 19:49:00,6.569,19.7028,3.5906,2.2496,21.523,53.291194,0.07634,0.8349
GWR,2016,2016-09-04 19:49:00,6.581,19.6512,3.6248,2.2457,21.573,53.318192,0.07231,0.78998
GWR,2016,2016-09-04 19:49:00,6.593,19.6002,3.6598,2.2316,21.618,53.305573,0.07298,0.79646
GWR,2016,2016-09-04 19:49:00,6.604,19.5522,3.7068,2.2161,21.659,53.276053,0.0715,0.77956
GWR,2016,2016-09-04 19:49:00,6.617,19.5076,3.7798,2.2088,21.699,53.247839,0.07321,0.79755
GWR,2016,2016-09-04 19:49:00,6.628,19.465,3.8707,2.202,21.736,53.219427,0.07294,0.79397
GWR,2016,2016-09-04 19:49:00,6.636,19.4244,3.9511,2.1884,21.77,53.189257,0.07223,0.78551
GWR,2016,2016-09-04 19:49:00,6.642,19.3873,4.0179,2.1687,21.805,53.155298,0.07129,0.7747
GWR,2016,2016-09-04 19:49:00,6.653,19.3562,4.0908,2.1343,21.842,53.108494,0.07399,0.80364
GWR,2016,2016-09-04 19:49:00,6.667,19.3315,4.1692,2.0909,21.883,53.040373,0.07116,0.77243
GWR,2016,2016-09-04 19:49:00,6.684,19.3106,4.2315,2.0659,21.927,52.958852,0.06783,0.73599
