Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,,COND_uScm,DO_mgL,PSAT
GWR,2016,2016-09-04 13:45:00,-0.311,25.8287,23.8823,1093.4884,-1.009,56.148193,6.14912,75.57602
GWR,2016,2016-09-04 13:45:00,-0.311,25.8175,24.4082,1093.4884,-1.013,57.421135,6.19895,76.17305
GWR,2016,2016-09-04 13:45:00,-0.311,25.8057,24.7428,1093.4783,-1.016,58.175647,6.27431,77.08275
GWR,2016,2016-09-04 13:45:00,-0.311,25.7934,24.976,1093.4703,-1.018,58.622965,6.40353,78.65265
GWR,2016,2016-09-04 13:45:00,-0.312,25.7806,25.1732,1093.4703,-1.019,58.880369,6.58993,80.92335
GWR,2016,2016-09-04 13:45:00,-0.312,25.7674,25.3505,1093.4658,-1.019,59.022517,6.78694,83.32263
GWR,2016,2016-09-04 13:45:00,-0.312,25.7535,25.4787,1093.4519,-1.019,59.105379,6.93144,85.07508
GWR,2016,2016-09-04 13:45:00,-0.311,25.7386,25.5526,1093.4412,-1.017,59.151051,7.01707,86.10261
GWR,2016,2016-09-04 13:45:00,-0.311,25.721,25.5891,1093.4387,-1.015,59.169705,7.06472,86.65957
GWR,2016,2016-09-04 13:45:00,-0.311,25.6984,25.6018,1093.4415,-1.011,59.176348,7.12055,87.3084
GWR,2016,2016-09-04 13:45:00,-0.311,25.6692,25.6053,1093.4434,-1.004,59.174759,7.19946,88.22886
GWR,2016,2016-09-04 13:45:00,-0.312,25.6335,25.6053,1093.4473,-0.992,59.158492,7.29635,89.35803
GWR,2016,2016-09-04 13:45:00,-0.311,25.5954,25.6002,1093.46,-0.973,59.127222,7.40528,90.62902
GWR,2016,2016-09-04 13:45:00,-0.312,25.5606,25.5894,1093.4756,-0.941,59.084653,7.49401,91.65654
GWR,2016,2016-09-04 13:45:00,-0.312,25.5343,25.5706,1093.4891,-0.887,59.031474,7.54595,92.24748
GWR,2016,2016-09-04 13:45:00,-0.312,25.5196,25.5378,1093.4985,-0.796,58.96755,7.55516,92.33524
GWR,2016,2016-09-04 13:45:00,-0.291,25.5185,25.4839,1093.5061,-0.649,58.901925,7.50729,91.74832
GWR,2016,2016-09-04 13:45:00,-0.195,25.5323,25.4006,1093.5108,-0.438,58.847198,7.37035,90.09749
GWR,2016,2016-09-04 13:45:00,-0.077,25.5582,25.2735,1093.5044,-0.178,58.800815,7.16832,87.66924
GWR,2016,2016-09-04 13:45:00,0.029,25.5886,25.0717,1093.4979,0.106,58.766458,6.95519,85.10997
GWR,2016,2016-09-04 13:45:00,0.114,25.6163,24.7411,1093.4954,0.396,58.761053,6.75461,82.69725
GWR,2016,2016-09-04 13:45:00,0.2,25.6368,24.194,1093.487,0.693,58.787171,6.58145,80.60744
GWR,2016,2016-09-04 13:45:00,0.325,25.6473,23.4452,1093.4751,0.99,58.835721,6.43997,78.88982
GWR,2016,2016-09-04 13:45:00,0.464,25.6478,22.6152,1093.4632,1.264,58.885535,6.30916,77.28807
GWR,2016,2016-09-04 13:45:00,0.55,25.6414,21.6448,1093.4494,1.481,58.925815,6.21289,76.09989
GWR,2016,2016-09-04 13:45:00,0.569,25.6315,20.2779,1093.438,1.626,58.961285,6.14996,75.31547
GWR,2016,2016-09-04 13:45:00,0.558,25.62,18.6824,1093.4374,1.714,58.971302,6.11662,74.8914
GWR,2016,2016-09-04 13:45:00,0.546,25.608,17.499,1093.4428,1.77,58.948505,6.11207,74.81931
GWR,2016,2016-09-04 13:45:00,0.544,25.5963,16.9467,1093.4467,1.818,58.914913,6.13113,75.03663
GWR,2016,2016-09-04 13:45:00,0.562,25.5851,16.8784,1093.45,1.871,58.887655,6.16777,75.46952
GWR,2016,2016-09-04 13:45:00,0.593,25.5743,17.1411,1093.4558,1.928,58.877524,6.22136,76.11025
GWR,2016,2016-09-04 13:45:00,0.617,25.5638,17.5355,1093.4646,1.981,58.875798,6.27778,76.78577
GWR,2016,2016-09-04 13:45:00,0.63,25.5537,18.0322,1093.4741,2.025,58.867966,6.31884,77.27375
GWR,2016,2016-09-04 13:45:00,0.636,25.5443,18.7628,1093.4788,2.06,58.84592,6.34161,77.53878
GWR,2016,2016-09-04 13:45:00,0.64,25.5356,19.6396,1093.4732,2.088,58.811806,6.34302,77.54377
GWR,2016,2016-09-04 13:45:00,0.648,25.5279,20.3315,1093.4626,2.113,58.784623,6.33094,77.38514
GWR,2016,2016-09-04 13:45:00,0.655,25.5211,20.7403,1093.4546,2.135,58.767157,6.30311,77.03545
GWR,2016,2016-09-04 13:45:00,0.659,25.5153,20.973,1093.4492,2.154,58.74873,6.25848,76.48183
GWR,2016,2016-09-04 13:45:00,0.667,25.5104,21.0903,1093.4473,2.169,58.73446,6.19993,75.75957
GWR,2016,2016-09-04 13:45:00,0.671,25.5061,21.1456,1093.4472,2.181,58.730577,6.15204,75.16839
GWR,2016,2016-09-04 13:45:00,0.671,25.5025,21.1957,1093.4455,2.187,58.736044,6.11488,74.70944
GWR,2016,2016-09-04 13:45:00,0.672,25.4994,21.2737,1093.4406,2.189,58.740278,6.08078,74.28867
GWR,2016,2016-09-04 13:45:00,0.672,25.4969,21.3998,1093.4301,2.187,58.732366,6.04174,73.80824
GWR,2016,2016-09-04 13:45:00,0.668,25.4951,21.5539,1093.4225,2.181,58.722239,6.01426,73.47011
GWR,2016,2016-09-04 13:45:00,0.661,25.4939,21.6683,1093.4296,2.172,58.715224,6.00555,73.3621
GWR,2016,2016-09-04 13:45:00,0.661,25.4934,21.7203,1093.4452,2.162,58.705436,6.00515,73.35656
GWR,2016,2016-09-04 13:45:00,0.663,25.4934,21.7258,1093.461,2.151,58.694279,6.00018,73.29584
GWR,2016,2016-09-04 13:45:00,0.657,25.494,21.7036,1093.4719,2.134,58.682792,5.9896,73.16742
GWR,2016,2016-09-04 13:45:00,0.634,25.495,21.6805,1093.4707,2.116,58.66791,5.97506,72.99118
GWR,2016,2016-09-04 13:45:00,0.613,25.4966,21.6655,1093.4661,2.107,58.6557,5.97861,73.03669
GWR,2016,2016-09-04 13:45:00,0.622,25.4989,21.6544,1093.473,2.117,58.648926,6.0161,73.49778
GWR,2016,2016-09-04 13:45:00,0.652,25.5017,21.6409,1093.4829,2.142,58.635748,6.06015,74.0397
GWR,2016,2016-09-04 13:45:00,0.678,25.5048,21.6142,1093.4801,2.17,58.616666,6.09278,74.44253
GWR,2016,2016-09-04 13:45:00,0.682,25.5078,21.5634,1093.4639,2.188,58.608665,6.11721,74.74509
GWR,2016,2016-09-04 13:45:00,0.665,25.5109,21.4746,1093.4483,2.198,58.615633,6.14987,75.14844
GWR,2016,2016-09-04 13:45:00,0.659,25.5138,21.3239,1093.4461,2.211,58.621368,6.2022,75.79195
GWR,2016,2016-09-04 13:45:00,0.677,25.5163,21.1212,1093.4513,2.231,58.621376,6.24773,76.35179
GWR,2016,2016-09-04 13:45:00,0.697,25.5185,20.9123,1093.4548,2.252,58.621683,6.27298,76.66346
GWR,2016,2016-09-04 13:45:00,0.7,25.5203,20.6917,1093.4575,2.269,58.628389,6.28774,76.84634
GWR,2016,2016-09-04 13:45:00,0.696,25.5216,20.4,1093.4672,2.279,58.645291,6.29968,76.99412
GWR,2016,2016-09-04 13:45:00,0.698,25.5224,20.0841,1093.4805,2.287,58.650806,6.30492,77.05927
GWR,2016,2016-09-04 13:45:00,0.708,25.5229,19.9091,1093.4851,2.293,58.628343,6.30327,77.03988
GWR,2016,2016-09-04 13:45:00,0.71,25.5231,19.9504,1093.4811,2.292,58.598002,6.28311,76.79373
GWR,2016,2016-09-04 13:45:00,0.692,25.5231,20.2159,1093.4696,2.286,58.585809,6.25275,76.4227
GWR,2016,2016-09-04 13:45:00,0.684,25.5231,20.6153,1093.4498,2.282,58.588512,6.21614,75.97519
GWR,2016,2016-09-04 13:45:00,0.694,25.523,20.9357,1093.4371,2.284,58.58877,6.17575,75.48137
GWR,2016,2016-09-04 13:45:00,0.702,25.5228,21.1015,1093.4419,2.289,58.586652,6.12866,74.90555
GWR,2016,2016-09-04 13:45:00,0.701,25.5224,21.1558,1093.4494,2.291,58.593636,6.08001,74.31048
GWR,2016,2016-09-04 13:45:00,0.693,25.5218,21.113,1093.4489,2.292,58.607568,6.03339,73.73981
GWR,2016,2016-09-04 13:45:00,0.688,25.521,21.0226,1093.4473,2.298,58.616111,5.98472,73.14392
GWR,2016,2016-09-04 13:45:00,0.694,25.5199,20.981,1093.4532,2.313,58.625554,5.94382,72.64256
GWR,2016,2016-09-04 13:45:00,0.705,25.5185,21.0379,1093.4614,2.336,58.638417,5.91645,72.30626
GWR,2016,2016-09-04 13:45:00,0.717,25.5166,21.2101,1093.465,2.365,58.642074,5.90922,72.21544
GWR,2016,2016-09-04 13:45:00,0.719,25.514,21.4537,1093.4636,2.4,58.641516,5.89873,72.08376
GWR,2016,2016-09-04 13:45:00,0.725,25.5109,21.6527,1093.4548,2.444,58.646626,5.88307,71.88828
GWR,2016,2016-09-04 13:45:00,0.744,25.5075,21.7699,1093.4373,2.503,58.652748,5.87954,71.84066
GWR,2016,2016-09-04 13:45:00,0.773,25.5038,21.8366,1093.4235,2.576,58.651479,5.89297,71.99994
GWR,2016,2016-09-04 13:45:00,0.808,25.4999,21.8742,1093.4246,2.658,58.644487,5.91444,72.25716
GWR,2016,2016-09-04 13:45:00,0.842,25.496,21.9006,1093.4295,2.742,58.639943,5.93237,72.47097
GWR,2016,2016-09-04 13:45:00,0.865,25.4917,21.9271,1093.4259,2.824,58.634627,5.94624,72.63467
GWR,2016,2016-09-04 13:45:00,0.885,25.4867,21.9612,1093.4183,2.902,58.633143,5.94522,72.6156
GWR,2016,2016-09-04 13:45:00,0.902,25.4803,21.9995,1093.4152,2.981,58.643121,5.95384,72.71237
GWR,2016,2016-09-04 13:45:00,0.925,25.4726,22.0288,1093.41,3.063,58.647154,5.95362,72.69941
GWR,2016,2016-09-04 13:45:00,0.957,25.4639,22.0453,1093.4069,3.152,58.634275,5.94968,72.63977
GWR,2016,2016-09-04 13:45:00,0.99,25.4549,22.0531,1093.4225,3.243,58.621119,5.95073,72.64066
GWR,2016,2016-09-04 13:45:00,1.016,25.4464,22.0555,1093.4425,3.335,58.620232,5.96291,72.77796
GWR,2016,2016-09-04 13:45:00,1.042,25.4387,22.0556,1093.4401,3.428,58.615323,5.968,72.82978
GWR,2016,2016-09-04 13:45:00,1.07,25.4316,22.0514,1093.4274,3.522,58.601069,5.96369,72.76774
GWR,2016,2016-09-04 13:45:00,1.103,25.4249,22.0397,1093.4284,3.618,58.601764,5.96493,72.77401
GWR,2016,2016-09-04 13:45:00,1.138,25.4179,22.0184,1093.4318,3.714,58.617593,5.96271,72.73757
GWR,2016,2016-09-04 13:45:00,1.168,25.41,21.9898,1093.4296,3.805,58.6307,5.96109,72.70727
GWR,2016,2016-09-04 13:45:00,1.197,25.4013,21.9611,1093.4313,3.89,58.638559,5.96111,72.69598
GWR,2016,2016-09-04 13:45:00,1.218,25.3921,21.9323,1093.434,3.966,58.637247,5.93899,72.41391
GWR,2016,2016-09-04 13:45:00,1.234,25.3825,21.8961,1093.4328,4.036,58.624404,5.90425,71.97777
GWR,2016,2016-09-04 13:45:00,1.251,25.3724,21.8544,1093.4341,4.102,58.606641,5.86067,71.43316
GWR,2016,2016-09-04 13:45:00,1.27,25.3616,21.8209,1093.4418,4.167,58.591262,5.83255,71.07634
GWR,2016,2016-09-04 13:45:00,1.288,25.3504,21.7998,1093.451,4.232,58.580186,5.80067,70.67334
GWR,2016,2016-09-04 13:45:00,1.299,25.339,21.7856,1093.4585,4.3,58.576479,5.77431,70.33755
GWR,2016,2016-09-04 13:45:00,1.315,25.3273,21.7745,1093.4651,4.376,58.591194,5.75349,70.06889
GWR,2016,2016-09-04 13:45:00,1.35,25.3144,21.7637,1093.4691,4.465,58.61822,5.73256,69.79748
GWR,2016,2016-09-04 13:45:00,1.393,25.3007,21.752,1093.4682,4.562,58.632653,5.71686,69.58881
GWR,2016,2016-09-04 13:45:00,1.428,25.2873,21.7385,1093.4702,4.658,58.626299,5.70241,69.39591
GWR,2016,2016-09-04 13:45:00,1.457,25.2757,21.7203,1093.4756,4.75,58.611514,5.68346,69.15051
GWR,2016,2016-09-04 13:45:00,1.484,25.2664,21.7005,1093.4731,4.833,58.600407,5.66396,68.90147
GWR,2016,2016-09-04 13:45:00,1.507,25.2592,21.6891,1093.46,4.908,58.596037,5.63735,68.56877
GWR,2016,2016-09-04 13:45:00,1.527,25.2536,21.6917,1093.4429,4.975,58.597238,5.6146,68.28498
GWR,2016,2016-09-04 13:45:00,1.543,25.2487,21.7079,1093.438,5.032,58.61035,5.5928,68.01373
GWR,2016,2016-09-04 13:45:00,1.555,25.244,21.7315,1093.4496,5.083,58.628834,5.584,67.90082
GWR,2016,2016-09-04 13:45:00,1.566,25.2393,21.7545,1093.4614,5.128,58.625509,5.59392,68.01564
GWR,2016,2016-09-04 13:45:00,1.576,25.2346,21.7766,1093.4639,5.171,58.599488,5.59792,68.05845
GWR,2016,2016-09-04 13:45:00,1.587,25.2297,21.8023,1093.4612,5.214,58.579954,5.59688,68.03958
GWR,2016,2016-09-04 13:45:00,1.599,25.2242,21.829,1093.4491,5.258,58.581768,5.60136,68.08726
GWR,2016,2016-09-04 13:45:00,1.613,25.2175,21.8479,1093.4314,5.305,58.589358,5.6009,68.07329
GWR,2016,2016-09-04 13:45:00,1.627,25.2091,21.8562,1093.4274,5.355,58.588692,5.6147,68.23042
GWR,2016,2016-09-04 13:45:00,1.644,25.1984,21.8549,1093.4382,5.409,58.57558,5.66072,68.77611
GWR,2016,2016-09-04 13:45:00,1.664,25.1863,21.848,1093.4484,5.467,58.548531,5.717,69.44445
GWR,2016,2016-09-04 13:45:00,1.681,25.1745,21.8415,1093.4493,5.527,58.516387,5.78816,70.2936
GWR,2016,2016-09-04 13:45:00,1.695,25.1644,21.837,1093.4491,5.59,58.484624,5.88403,71.44461
GWR,2016,2016-09-04 13:45:00,1.717,25.1563,21.8353,1093.4558,5.66,58.472868,5.97932,72.59091
GWR,2016,2016-09-04 13:45:00,1.745,25.1498,21.8376,1093.4633,5.735,58.481996,6.05817,73.53931
GWR,2016,2016-09-04 13:45:00,1.775,25.1446,21.8413,1093.4677,5.813,58.486348,6.11437,74.2145
GWR,2016,2016-09-04 13:45:00,1.803,25.1406,21.8447,1093.4759,5.889,58.495109,6.13996,74.51954
GWR,2016,2016-09-04 13:45:00,1.825,25.1375,21.8506,1093.4902,5.96,58.510614,6.13134,74.41073
GWR,2016,2016-09-04 13:45:00,1.841,25.1362,21.8624,1093.4961,6.025,58.514924,6.10558,74.09628
GWR,2016,2016-09-04 13:45:00,1.859,25.1387,21.8739,1093.4893,6.085,58.503166,6.06301,73.58306
GWR,2016,2016-09-04 13:45:00,1.868,25.1463,21.8712,1093.4842,6.144,58.478224,5.99882,72.81426
GWR,2016,2016-09-04 13:45:00,1.87,25.1561,21.848,1093.4838,6.208,58.445489,5.93656,72.07142
GWR,2016,2016-09-04 13:45:00,1.896,25.1635,21.7989,1093.4848,6.287,58.412287,5.88289,71.42965
GWR,2016,2016-09-04 13:45:00,1.941,25.1662,21.7294,1093.4872,6.38,58.397857,5.85783,71.12891
GWR,2016,2016-09-04 13:45:00,1.984,25.1636,21.6621,1093.4908,6.476,58.394339,5.84223,70.93607
GWR,2016,2016-09-04 13:45:00,2.015,25.1563,21.6017,1093.4929,6.566,58.370691,5.86195,71.16589
GWR,2016,2016-09-04 13:45:00,2.031,25.1461,21.5315,1093.4952,6.648,58.336664,5.91434,71.78847
GWR,2016,2016-09-04 13:45:00,2.047,25.1349,21.4551,1093.4974,6.725,58.307266,5.96888,72.43554
GWR,2016,2016-09-04 13:45:00,2.068,25.1236,21.4032,1093.493,6.802,58.274659,6.0145,72.97402
GWR,2016,2016-09-04 13:45:00,2.095,25.1117,21.389,1093.4831,6.883,58.244195,6.02546,73.09096
GWR,2016,2016-09-04 13:45:00,2.125,25.0987,21.4067,1093.4698,6.966,58.233841,6.01934,72.99929
GWR,2016,2016-09-04 13:45:00,2.154,25.0852,21.4581,1093.4507,7.047,58.246853,6.0106,72.87516
GWR,2016,2016-09-04 13:45:00,2.18,25.0737,21.5321,1093.4297,7.124,58.276669,5.99669,72.69114
GWR,2016,2016-09-04 13:45:00,2.194,25.067,21.5996,1093.4173,7.196,58.309161,5.97502,72.41956
GWR,2016,2016-09-04 13:45:00,2.203,25.0647,21.6518,1093.4159,7.269,58.324899,5.9488,72.09874
GWR,2016,2016-09-04 13:45:00,2.234,25.0636,21.7039,1093.4161,7.347,58.330085,5.91768,71.72011
GWR,2016,2016-09-04 13:45:00,2.273,25.0607,21.7573,1093.4143,7.428,58.328109,5.90325,71.54137
GWR,2016,2016-09-04 13:45:00,2.304,25.0551,21.7925,1093.4182,7.503,58.310415,5.89813,71.47192
GWR,2016,2016-09-04 13:45:00,2.324,25.0469,21.801,1093.4321,7.565,58.292351,5.89515,71.42507
GWR,2016,2016-09-04 13:45:00,2.332,25.0371,21.7863,1093.4519,7.615,58.283149,5.88375,71.27403
GWR,2016,2016-09-04 13:45:00,2.334,25.0273,21.7575,1093.4633,7.655,58.27032,5.87116,71.10875
GWR,2016,2016-09-04 13:45:00,2.335,25.0185,21.7308,1093.4613,7.696,58.252452,5.8702,71.08554
GWR,2016,2016-09-04 13:45:00,2.349,25.0112,21.7118,1093.4569,7.743,58.244848,5.877,71.15835
GWR,2016,2016-09-04 13:45:00,2.373,25.0056,21.6967,1093.4547,7.798,58.257519,5.87625,71.14199
GWR,2016,2016-09-04 13:45:00,2.396,25.0015,21.6846,1093.4552,7.856,58.279798,5.8891,71.29208
GWR,2016,2016-09-04 13:45:00,2.413,24.9984,21.6793,1093.4573,7.915,58.291535,5.9221,71.68755
GWR,2016,2016-09-04 13:45:00,2.427,24.9959,21.6835,1093.4594,7.973,58.287833,5.95708,72.10759
GWR,2016,2016-09-04 13:45:00,2.447,24.993,21.6987,1093.4597,8.034,58.283758,5.98048,72.387
GWR,2016,2016-09-04 13:45:00,2.469,24.9898,21.7294,1093.4606,8.095,58.282236,5.99926,72.61
GWR,2016,2016-09-04 13:45:00,2.487,24.987,21.7713,1093.4726,8.156,58.270821,5.98787,72.4684
GWR,2016,2016-09-04 13:45:00,2.501,24.9849,21.8106,1093.483,8.217,58.248475,5.97189,72.27223
GWR,2016,2016-09-04 13:45:00,2.526,24.9828,21.8441,1093.4783,8.279,58.225295,5.93348,71.80464
GWR,2016,2016-09-04 13:45:00,2.555,24.9811,21.8798,1093.4747,8.337,58.211153,5.87166,71.05432
GWR,2016,2016-09-04 13:45:00,2.567,24.9809,21.9148,1093.4745,8.387,58.202278,5.82267,70.46112
GWR,2016,2016-09-04 13:45:00,2.563,24.9822,21.9348,1093.464,8.43,58.19229,5.78006,69.94722
GWR,2016,2016-09-04 13:45:00,2.564,24.9828,21.9343,1093.4448,8.478,58.192572,5.73668,69.42303
GWR,2016,2016-09-04 13:45:00,2.586,24.9818,21.9144,1093.4291,8.539,58.219254,5.7027,69.01058
GWR,2016,2016-09-04 13:45:00,2.616,24.9795,21.8839,1093.415,8.612,58.247342,5.66276,68.52434
GWR,2016,2016-09-04 13:45:00,2.644,24.9757,21.86,1093.4067,8.694,58.248203,5.63054,68.12967
GWR,2016,2016-09-04 13:45:00,2.671,24.9697,21.8458,1093.4192,8.781,58.242134,5.60734,67.84145
GWR,2016,2016-09-04 13:45:00,2.702,24.961,21.8358,1093.4456,8.871,58.241565,5.59422,67.67188
GWR,2016,2016-09-04 13:45:00,2.731,24.9502,21.8298,1093.4619,8.964,58.240325,5.58709,67.57209
GWR,2016,2016-09-04 13:45:00,2.759,24.9391,21.8268,1093.4576,9.058,58.232063,5.57506,67.4128
GWR,2016,2016-09-04 13:45:00,2.79,24.9293,21.8225,1093.4487,9.154,58.214574,5.569,67.32734
GWR,2016,2016-09-04 13:45:00,2.823,24.9211,21.8157,1093.442,9.249,58.195236,5.56504,67.26935
GWR,2016,2016-09-04 13:45:00,2.855,24.9137,21.807,1093.4324,9.34,58.178927,5.56402,67.2478
GWR,2016,2016-09-04 13:45:00,2.885,24.9064,21.799,1093.4252,9.425,58.167317,5.56463,67.24612
GWR,2016,2016-09-04 13:45:00,2.905,24.8987,21.797,1093.4265,9.501,58.159315,5.58304,67.45902
GWR,2016,2016-09-04 13:45:00,2.919,24.8904,21.8035,1093.4379,9.57,58.152787,5.61624,67.84977
GWR,2016,2016-09-04 13:45:00,2.932,24.8817,21.8196,1093.4532,9.637,58.139972,5.65351,68.28906
GWR,2016,2016-09-04 13:45:00,2.952,24.8734,21.8399,1093.464,9.708,58.121466,5.69975,68.83708
GWR,2016,2016-09-04 13:45:00,2.984,24.8654,21.853,1093.4696,9.783,58.114407,5.76013,69.55603
GWR,2016,2016-09-04 13:45:00,3.014,24.857,21.8571,1093.4727,9.857,58.122935,5.829,70.37671
GWR,2016,2016-09-04 13:45:00,3.036,24.8481,21.8542,1093.4742,9.924,58.133268,5.90366,71.2664
GWR,2016,2016-09-04 13:45:00,3.051,24.8398,21.8447,1093.4766,9.983,58.144147,5.97985,72.17509
GWR,2016,2016-09-04 13:45:00,3.061,24.834,21.8341,1093.4841,10.036,58.162486,6.041,72.90537
GWR,2016,2016-09-04 13:45:00,3.071,24.831,21.8266,1093.4907,10.087,58.171101,6.08421,73.42281
GWR,2016,2016-09-04 13:45:00,3.084,24.8285,21.8218,1093.4868,10.14,58.158239,6.11653,73.80946
GWR,2016,2016-09-04 13:45:00,3.111,24.8241,21.8183,1093.4711,10.196,58.152582,6.13132,73.98186
GWR,2016,2016-09-04 13:45:00,3.138,24.8179,21.8162,1093.4443,10.249,58.160645,6.12025,73.83988
GWR,2016,2016-09-04 13:45:00,3.147,24.8112,21.8148,1093.4196,10.294,58.144444,6.09536,73.53049
GWR,2016,2016-09-04 13:45:00,3.145,24.8044,21.8111,1093.4111,10.333,58.107683,6.06998,73.21508
GWR,2016,2016-09-04 13:45:00,3.151,24.7973,21.8029,1093.4108,10.374,58.080697,6.04051,72.85007
GWR,2016,2016-09-04 13:45:00,3.171,24.7896,21.7925,1093.4073,10.422,58.060303,5.99888,72.3377
GWR,2016,2016-09-04 13:45:00,3.199,24.7813,21.784,1093.4029,10.473,58.041064,5.95911,71.84706
GWR,2016,2016-09-04 13:45:00,3.219,24.7722,21.7777,1093.4091,10.52,58.029888,5.92227,71.39091
GWR,2016,2016-09-04 13:45:00,3.23,24.7623,21.7735,1093.423,10.559,58.011755,5.88888,70.97543
GWR,2016,2016-09-04 13:45:00,3.234,24.7518,21.7713,1093.4323,10.589,57.979821,5.84916,70.48298
GWR,2016,2016-09-04 13:45:00,3.238,24.7412,21.7696,1093.4348,10.613,57.965707,5.82341,70.1589
GWR,2016,2016-09-04 13:45:00,3.241,24.731,21.7685,1093.4393,10.635,57.973676,5.81287,70.01873
GWR,2016,2016-09-04 13:45:00,3.244,24.7214,21.7697,1093.4516,10.657,57.983778,5.82267,70.12441
GWR,2016,2016-09-04 13:45:00,3.254,24.713,21.7725,1093.4622,10.682,57.986666,5.84822,70.42108
GWR,2016,2016-09-04 13:45:00,3.268,24.7058,21.7765,1093.4649,10.707,57.977088,5.88592,70.86568
GWR,2016,2016-09-04 13:45:00,3.274,24.6997,21.7836,1093.4673,10.729,57.958511,5.93504,71.44893
GWR,2016,2016-09-04 13:45:00,3.278,24.6946,21.7955,1093.4724,10.749,57.93802,5.98832,72.08358
GWR,2016,2016-09-04 13:45:00,3.281,24.6902,21.8147,1093.4699,10.769,57.916171,6.04888,72.80668
GWR,2016,2016-09-04 13:45:00,3.285,24.6863,21.8387,1093.4582,10.789,57.903191,6.10244,73.44596
GWR,2016,2016-09-04 13:45:00,3.29,24.6827,21.8573,1093.4512,10.812,57.915688,6.16604,74.20648
GWR,2016,2016-09-04 13:45:00,3.297,24.6792,21.8675,1093.4483,10.84,57.932912,6.22706,74.93599
GWR,2016,2016-09-04 13:45:00,3.308,24.6756,21.8724,1093.4418,10.872,57.931359,6.27009,75.44879
GWR,2016,2016-09-04 13:45:00,3.319,24.6719,21.8733,1093.4368,10.911,57.916636,6.31716,76.01004
GWR,2016,2016-09-04 13:45:00,3.333,24.6681,21.8711,1093.4377,10.954,57.890838,6.37074,76.64926
GWR,2016,2016-09-04 13:45:00,3.35,24.6646,21.8666,1093.4436,11.002,57.863138,6.41158,77.13567
GWR,2016,2016-09-04 13:45:00,3.365,24.6613,21.858,1093.4504,11.054,57.842205,6.4524,77.62196
GWR,2016,2016-09-04 13:45:00,3.383,24.6583,21.8453,1093.4576,11.108,57.816436,6.5083,78.29018
GWR,2016,2016-09-04 13:45:00,3.405,24.6557,21.8327,1093.4648,11.165,57.778959,6.57394,79.07588
GWR,2016,2016-09-04 13:45:00,3.425,24.6533,21.8205,1093.4693,11.22,57.737841,6.65142,80.00436
GWR,2016,2016-09-04 13:45:00,3.442,24.6508,21.8061,1093.469,11.272,57.708206,6.70935,80.69744
GWR,2016,2016-09-04 13:45:00,3.453,24.6482,21.7917,1093.4546,11.319,57.696197,6.73244,80.97124
GWR,2016,2016-09-04 13:45:00,3.462,24.6453,21.7814,1093.4326,11.365,57.690585,6.77937,81.53123
GWR,2016,2016-09-04 13:45:00,3.471,24.6421,21.7756,1093.4279,11.413,57.685861,6.81743,81.9841
GWR,2016,2016-09-04 13:45:00,3.484,24.6384,21.7728,1093.4371,11.466,57.684777,6.83071,82.13824
GWR,2016,2016-09-04 13:45:00,3.505,24.6341,21.7735,1093.4363,11.527,57.681024,6.81673,81.96358
GWR,2016,2016-09-04 13:45:00,3.527,24.6293,21.7773,1093.4253,11.596,57.661561,6.79409,81.6841
GWR,2016,2016-09-04 13:45:00,3.554,24.6242,21.7841,1093.4182,11.67,57.625211,6.77665,81.46665
GWR,2016,2016-09-04 13:45:00,3.583,24.619,21.796,1093.4121,11.746,57.590375,6.77264,81.41066
GWR,2016,2016-09-04 13:45:00,3.606,24.6141,21.8181,1093.4099,11.822,57.557797,6.76193,81.27444
GWR,2016,2016-09-04 13:45:00,3.62,24.6095,21.8493,1093.4224,11.897,57.522804,6.74944,81.11743
GWR,2016,2016-09-04 13:45:00,3.636,24.6052,21.88,1093.4336,11.976,57.494124,6.74278,81.03096
GWR,2016,2016-09-04 13:45:00,3.67,24.601,21.9089,1093.4281,12.064,57.476149,6.73401,80.9193
GWR,2016,2016-09-04 13:45:00,3.715,24.597,21.9442,1093.4228,12.156,57.476128,6.71878,80.73028
GWR,2016,2016-09-04 13:45:00,3.75,24.5933,21.9824,1093.4345,12.241,57.475992,6.69443,80.43214
GWR,2016,2016-09-04 13:45:00,3.764,24.5898,22.0079,1093.4527,12.314,57.459651,6.6765,80.21158
GWR,2016,2016-09-04 13:45:00,3.773,24.5862,22.0157,1093.4616,12.379,57.436795,6.66921,80.11855
GWR,2016,2016-09-04 13:45:00,3.792,24.5822,22.0079,1093.4624,12.441,57.411363,6.66588,80.07263
GWR,2016,2016-09-04 13:45:00,3.816,24.5772,21.9892,1093.4634,12.502,57.392626,6.65812,79.97206
GWR,2016,2016-09-04 13:45:00,3.834,24.5713,21.9714,1093.4579,12.56,57.393649,6.6471,79.83094
GWR,2016,2016-09-04 13:45:00,3.845,24.5647,21.9595,1093.4445,12.615,57.41069,6.62523,79.55855
GWR,2016,2016-09-04 13:45:00,3.857,24.558,21.9489,1093.4357,12.669,57.414179,6.60368,79.28993
GWR,2016,2016-09-04 13:45:00,3.877,24.5514,21.9354,1093.4313,12.726,57.386984,6.58906,79.10474
GWR,2016,2016-09-04 13:45:00,3.9,24.5451,21.9207,1093.4246,12.784,57.339915,6.56971,78.86322
