"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP","pH","Notes"
"BVR",50,2016-06-30 12:00:00,2,24.8,8.44,NA,31.4,191.5,152.1,7.55,NA
"BVR",50,2016-06-30 12:00:00,3,24.3,8.64,NA,31.4,103.4,158.3,7.78,NA
"BVR",50,2016-06-30 12:00:00,4,22.8,7.62,NA,32.1,50.46,183.6,6.64,NA
"BVR",50,2016-06-30 12:00:00,5,17.6,5.6,NA,32,25.85,212.5,6.1,NA
"BVR",50,2016-06-30 12:00:00,6,13.9,4.41,NA,31.6,14.13,227.5,5.75,NA
"BVR",50,2016-06-30 12:00:00,7,11.8,2.84,NA,31.9,7.65,226.7,5.47,NA
"BVR",50,2016-06-30 12:00:00,8,10.1,3.27,NA,33.6,3.17,243.7,5.09,NA
"BVR",50,2016-06-30 12:00:00,9,8.9,0.34,NA,54.1,0.15,7.2,6.04,NA
"BVR",50,2016-06-30 12:00:00,10,8.4,0.3,NA,173.5,0.03,-111,6.9,NA
"BVR",50,2016-06-30 12:00:00,11,8.1,0.32,NA,92,0,-112.5,6.93,NA
"FCR",50,2016-06-30 12:00:00,0.1,24.5,8.51,107.7,37.6,412.2,203,7.02,"Special redox depths: 50-5m, 45-5m, 30-5m, 20-3.5m, 10-2.8m"
"FCR",50,2016-06-30 12:00:00,0.8,24.2,8.69,109.5,37.6,246.5,201.5,6.99,NA
"FCR",50,2016-06-30 12:00:00,1.6,23.2,9.43,116.7,37.9,97,208.2,6.84,NA
"FCR",50,2016-06-30 12:00:00,2.8,21.8,8.73,105.1,38.5,30.33,213.3,6.63,NA
"FCR",50,2016-06-30 12:00:00,3.8,19.9,8.68,100.6,39.3,14.14,222.8,6.41,NA
"FCR",50,2016-06-30 12:00:00,5,18.2,7.82,88.7,39.9,3.58,228.9,6.26,NA
"FCR",50,2016-06-30 12:00:00,6.2,15.3,4.42,46.5,43.8,0.9,236.9,6.13,NA
"FCR",50,2016-06-30 12:00:00,8,12.4,11.9,117.7,41.6,0.14,244.4,6.04,NA
"FCR",50,2016-06-30 12:00:00,9,12.2,12.16,119.7,41.5,0.05,247.1,6.03,NA
"FCR",100,2016-06-30 12:00:00,999,22.1,8.29,100,32.5,NA,185,7.09,NA
"FCR",50,2016-07-05 12:00:00,0.1,22.9,8.58,105.2,37.5,175,142.3,6.82,NA
"FCR",50,2016-07-05 12:00:00,1.6,22.8,8.66,106.2,37.5,67,142.6,6.88,NA
"FCR",50,2016-07-05 12:00:00,3.8,20.5,8.43,99.8,39.6,15,165.5,6.7,NA
"FCR",50,2016-07-05 12:00:00,5,17.8,5.5,61.1,41.6,8.2,177.3,6.25,NA
"FCR",50,2016-07-05 12:00:00,6.2,15,2.6,27.2,45.2,4.6,207.3,5.83,NA
"FCR",50,2016-07-05 12:00:00,8,12.6,11.74,117,43.5,0.4,201.7,6.04,NA
"FCR",50,2016-07-05 12:00:00,9,12.5,11.96,119,43.2,0.6,224.7,5.7,NA
"FCR",100,2016-07-05 12:00:00,999,23.3,7.6,94.9,32.4,NA,134.8,6.86,NA
"BVR",50,2016-07-07 12:00:00,0.1,25.5,7.76,NA,31.2,900,130,7.07,NA
"BVR",50,2016-07-07 12:00:00,1,25.4,7.78,NA,31.2,350,129.3,7.13,NA
"BVR",50,2016-07-07 12:00:00,2,25.3,7.77,NA,31.1,150,130,7.21,NA
"BVR",50,2016-07-07 12:00:00,3,23.6,7.5,NA,31.6,80,136.5,7.06,NA
"BVR",50,2016-07-07 12:00:00,4,21.9,6.01,NA,32.5,30,151.8,6.6,NA
"BVR",50,2016-07-07 12:00:00,5,18.2,4.69,NA,32.1,10,162.9,6.43,NA
"BVR",50,2016-07-07 12:00:00,6,15.5,4.05,NA,31.9,2.4,168.2,6.33,NA
"BVR",50,2016-07-07 12:00:00,7,12,1.98,NA,32.2,2.8,174,6.28,NA
"BVR",50,2016-07-07 12:00:00,8,10.1,0.42,NA,33.8,0.4,174.1,6.31,NA
"BVR",50,2016-07-07 12:00:00,9,8.9,0.33,NA,63.3,0.01,-77.2,6.41,NA
"BVR",50,2016-07-07 12:00:00,10,8.5,0.3,NA,78.8,0,-111,6.69,NA
"BVR",50,2016-07-07 12:00:00,11,8.2,0.3,NA,97.4,0,-149.1,6.79,NA
"GWR",50,2016-07-08 10:00:00,0.1,25.9,7.51,99.1,NA,650,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,1,25.8,7.51,99.7,NA,45.9,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,2,25.7,7.49,99,NA,130,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,3,25.7,7.5,99.2,NA,41.2,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,4,24.5,7.29,94.1,NA,30.5,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,5,21.4,7.96,97,NA,14.8,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,6,18.2,3.72,42.5,NA,8.3,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,7,15.6,1.08,11.7,NA,5.3,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,8,14.1,0.58,6,NA,1.6,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,9,12.9,0.49,5,NA,0.7,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,10,12,0.33,3.3,NA,0.39,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,11,11.3,0.31,3,NA,0.4,NA,NA,"*boat was rotating towards sunnier side"
"GWR",50,2016-07-08 10:00:00,12,11,0.31,3,NA,0.18,NA,NA,NA
"GWR",50,2016-07-08 10:00:00,13,10.7,0.31,3,NA,0.14,NA,NA,NA
"FCR",50,2016-07-11 12:00:00,0.1,25.4,7.7,99.5,37.5,201,138.1,7.08,NA
"FCR",50,2016-07-11 12:00:00,0.8,25.1,7.77,99.2,37.2,143,141.2,7.15,NA
"FCR",50,2016-07-11 12:00:00,1.6,24.69,8.25,104.2,37.9,116,148.6,7.12,NA
"FCR",50,2016-07-11 12:00:00,2.8,22.4,9.1,110.7,39.9,51,161.3,6.9,NA
"FCR",50,2016-07-11 12:00:00,3.8,20.6,7.45,87.5,40.2,48.78,202.5,6.08,NA
"FCR",50,2016-07-11 12:00:00,5,18.2,2.62,29.7,44.3,15.98,188.5,6.48,NA
"FCR",50,2016-07-11 12:00:00,6.2,14.5,2.8,29,46.8,2.91,199.9,6.04,NA
"FCR",50,2016-07-11 12:00:00,8,13,9.73,97.3,45.1,0.29,209.1,5.99,NA
"FCR",50,2016-07-11 12:00:00,9,12.8,9.94,99,44.9,0.02,213.3,5.99,NA
"FCR",100,2016-07-11 12:00:00,999,15.1,5.16,54.2,195.6,NA,-8.7,6.64,NA
"BVR",50,2016-07-14 12:00:00,0.1,27.6,7.33,NA,31.4,1144,169.7,6.25,NA
"BVR",50,2016-07-14 12:00:00,1,27.1,7.36,NA,31.3,375.1,179.5,6.19,NA
"BVR",50,2016-07-14 12:00:00,2,27,7.32,NA,31.2,134.2,187.3,6.14,NA
"BVR",50,2016-07-14 12:00:00,3,26.2,7.26,NA,31.1,70.28,194.2,6.08,NA
"BVR",50,2016-07-14 12:00:00,4,22.7,5.66,NA,33.1,48.25,218,5.62,NA
"BVR",50,2016-07-14 12:00:00,5,20,4.07,NA,33.2,22.97,237.8,5.1,NA
"BVR",50,2016-07-14 12:00:00,6,14.6,1.95,NA,34.1,7.61,253.3,4.81,NA
"BVR",50,2016-07-14 12:00:00,7,11.9,2.49,NA,33.3,1.33,245,4.65,NA
"BVR",50,2016-07-14 12:00:00,8,10,0.43,NA,42.8,0.17,125.1,4.46,NA
"BVR",50,2016-07-14 12:00:00,9,8.9,0.35,NA,73.5,0.04,67,4.48,NA
"BVR",50,2016-07-14 12:00:00,10,8.5,0.33,NA,90.3,0.01,42,4,NA
"BVR",50,2016-07-14 12:00:00,11,8.2,0.33,NA,103.5,0,23.9,4.56,NA
"CCR",50,2016-07-15 10:00:00,-0.1,NA,NA,NA,NA,360,NA,NA,"partly cloudy; sun going in and out."
"CCR",50,2016-07-15 10:00:00,0.1,NA,NA,NA,NA,291,NA,NA,"Did not take light profile (went out with Paul)"
"CCR",50,2016-07-15 10:00:00,1,NA,NA,NA,NA,170,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,2,NA,NA,NA,NA,112,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,3,NA,NA,NA,NA,87,NA,NA,"sun came back out"
"CCR",50,2016-07-15 10:00:00,4,NA,NA,NA,NA,77,NA,NA,"cloud"
"CCR",50,2016-07-15 10:00:00,5,NA,NA,NA,NA,60,NA,NA,"sun came back out"
"CCR",50,2016-07-15 10:00:00,6,NA,NA,NA,NA,30,NA,NA,"cloud"
"CCR",50,2016-07-15 10:00:00,7,NA,NA,NA,NA,15,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,8,NA,NA,NA,NA,9.5,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,9,NA,NA,NA,NA,5.7,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,10,NA,NA,NA,NA,2.8,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,11,NA,NA,NA,NA,1.5,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,12,NA,NA,NA,NA,0.82,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,13,NA,NA,NA,NA,0.4,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,14,NA,NA,NA,NA,0.23,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,15,NA,NA,NA,NA,0.1,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,16,NA,NA,NA,NA,0.04,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,17,NA,NA,NA,NA,0.02,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,18,NA,NA,NA,NA,0.01,NA,NA,NA
"CCR",50,2016-07-15 10:00:00,19,NA,NA,NA,NA,0,NA,NA,NA
"FCR",50,2016-07-18 12:00:00,0.1,27.8,8.07,107,37.9,415,229.6,6.76,NA
"FCR",50,2016-07-18 12:00:00,0.8,26.4,8.17,107.8,37.7,180,271.3,6.99,NA
"FCR",50,2016-07-18 12:00:00,1.6,25,9.57,123.3,39.4,92.75,181.1,7.16,NA
"FCR",50,2016-07-18 12:00:00,2.8,24,11.25,140.4,40.2,37.2,182.7,7.15,NA
"FCR",50,2016-07-18 12:00:00,3.8,21.2,7.96,93.2,40.8,17.1,201.6,6.69,NA
"FCR",50,2016-07-18 12:00:00,5,17.7,1.31,14.5,47.2,5.4,217.1,6.17,NA
"FCR",50,2016-07-18 12:00:00,6.2,14.2,4.52,46.2,48,1.1,163.3,6.01,NA
"FCR",50,2016-07-18 12:00:00,8,13.3,9.2,92.3,46.9,0.08,196.4,5.92,NA
"FCR",50,2016-07-18 12:00:00,9,13.2,9.3,93.3,46.9,0.02,235.1,5.71,NA
"FCR",100,2016-07-18 12:00:00,999,15.7,4.91,52.5,195.8,NA,39.3,6.08,NA
"BVR",50,2016-07-21 12:00:00,1,28.4,6.78,NA,31.6,882,131.9,7.2,NA
"BVR",50,2016-07-21 12:00:00,2,27.5,6.91,NA,31.8,140,129.5,7.41,NA
"BVR",50,2016-07-21 12:00:00,3,26,7.5,NA,32.3,130,152.2,7.09,NA
"BVR",50,2016-07-21 12:00:00,4,23.4,5.54,NA,33.1,70.5,155,7.03,NA
"BVR",50,2016-07-21 12:00:00,5,19.2,2.67,NA,33.3,36.5,173.1,6.36,NA
"BVR",50,2016-07-21 12:00:00,6,15.3,1.9,NA,33.5,17.1,177.1,6.31,NA
"BVR",50,2016-07-21 12:00:00,7,12.4,1.37,NA,34.5,5.52,180.4,6.27,NA
"BVR",50,2016-07-21 12:00:00,8,10.6,0.42,NA,41.9,0.43,52.4,6.19,NA
"BVR",50,2016-07-21 12:00:00,9,9.2,0.39,NA,80.7,0.11,-20.5,6.15,NA
"BVR",50,2016-07-21 12:00:00,10,8.7,0.37,NA,95.7,0.03,-46.7,6.4,NA
"BVR",50,2016-07-21 12:00:00,11,8.3,0.36,NA,109.4,0.01,-77.1,6.61,NA
"GWR",50,2016-07-22 13:00:00,-0.1,NA,NA,NA,NA,1550,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,0.1,27.9,7.46,102,NA,914,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,1,27.8,7.55,103.2,NA,100,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,2,27.3,7.61,103,NA,78,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,3,27.2,7.85,106.2,NA,76,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,4,27.1,7.83,105.8,NA,61,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,5,23.5,7.35,91.7,NA,40,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,6,18.7,3.08,34.9,NA,24,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,7,15.7,1.48,15.9,NA,15,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,8,13.7,1.34,14,NA,8.7,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,9,12.5,1.45,14.6,NA,5.8,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,10,11.9,1.49,14.9,NA,4.4,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,11,11.4,1.56,15.3,NA,3.1,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,12,11.2,1.59,15.5,NA,2.2,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,13,11,1.59,15.5,NA,1.3,NA,NA,NA
"GWR",50,2016-07-22 13:00:00,14,10.6,1.59,15.5,NA,0.7,NA,NA,NA
"BVR",50,2016-07-24 12:00:00,0.1,31.6,7.92,NA,32.3,500,170.4,7.66,NA
"BVR",50,2016-07-24 12:00:00,1,29.5,7.93,NA,31.9,195,170.5,7.68,NA
"BVR",50,2016-07-24 12:00:00,2,28.7,8.13,NA,31.9,72,171.7,7.66,NA
"BVR",50,2016-07-24 12:00:00,3,27.6,8.27,NA,32.3,32,174,7.57,NA
"BVR",50,2016-07-24 12:00:00,4,23.7,6.09,NA,33.1,13,181.6,7.4,NA
"BVR",50,2016-07-24 12:00:00,5,19.6,2.95,NA,33.6,5.2,213.3,6.46,NA
"BVR",50,2016-07-24 12:00:00,6,15.7,2.14,NA,33.5,1.9,219.5,6.34,NA
"BVR",50,2016-07-24 12:00:00,7,12.7,0.42,NA,35.1,0.15,223.2,6.24,NA
"BVR",50,2016-07-24 12:00:00,8,10.4,0.36,NA,46.5,0.04,-30,6.38,NA
"BVR",50,2016-07-24 12:00:00,9,9.4,0.37,NA,80.8,1,-66,6.45,NA
"BVR",50,2016-07-24 12:00:00,10,8.8,0.35,NA,98,0.01,-120,6.82,NA
"BVR",50,2016-07-24 12:00:00,11,8.3,0.36,NA,113.7,0,-124.7,6.81,NA
"FCR",50,2016-07-25 12:00:00,0.1,28.3,7.64,104.7,37.9,NA,135.1,7.2,"VEM on @ 10:10 7, SCF. @15:22 up to 25 SCFM for 30 min, 17:08 VEM to 12.5 SCFM, 17:11 SSS to 0.400 SCFM"
"FCR",50,2016-07-25 12:00:00,0.8,28.2,7.63,103.2,37.8,NA,135,7.2,NA
"FCR",50,2016-07-25 12:00:00,1.6,28.1,7.7,104.1,37.8,NA,136.3,7.22,NA
"FCR",50,2016-07-25 12:00:00,2.8,24.4,11.26,142.9,39.3,NA,138,7.25,NA
"FCR",50,2016-07-25 12:00:00,3.8,21.7,6.53,78.6,40.4,NA,153.8,7.06,NA
"FCR",50,2016-07-25 12:00:00,5,17.4,0.82,8.9,49.4,NA,187.7,6.14,NA
"FCR",50,2016-07-25 12:00:00,6.2,16.3,0.43,4.6,49,NA,167.1,5.94,NA
"FCR",50,2016-07-25 12:00:00,8,13.7,7.94,80.8,48.1,NA,182,5.89,NA
"FCR",50,2016-07-25 12:00:00,9,13.4,8.1,82,47.4,NA,188.6,5.9,NA
"FCR",100,2016-07-25 12:00:00,999,15.9,4.84,51.6,199.7,NA,-21.2,6.79,NA
"FCR",50,2016-07-27 12:00:00,0.1,27.1,7.23,96.1,39.5,NA,193.4,6.7,"VEM turned off @ 18:22 pm 7/25, back on 7/26 @ 10:22 am, Turned off @ 11:32 25 SCFM, SSS to 57gpm, 0.500 SCFM @13:30, 1930 YSI post VEM!"
"FCR",50,2016-07-27 12:00:00,0.8,26.7,7.05,93.6,40.4,NA,197.4,6.62,NA
"FCR",50,2016-07-27 12:00:00,1.6,26.2,6.66,87,40.6,NA,202,6.53,NA
"FCR",50,2016-07-27 12:00:00,2.8,25.2,6.53,84.4,41.3,NA,205,6.46,NA
"FCR",50,2016-07-27 12:00:00,3.8,24.9,6.13,78.6,41.6,NA,208.4,6.38,NA
"FCR",50,2016-07-27 12:00:00,5,23.5,5.67,70.4,42.3,NA,213.5,6.3,NA
"FCR",50,2016-07-27 12:00:00,6.2,20.6,4.07,47.5,43.3,NA,219.6,6.15,NA
"FCR",50,2016-07-27 12:00:00,8,13.9,8.1,83.3,49.9,NA,234.9,5.97,NA
"FCR",50,2016-07-27 12:00:00,9,13.8,8.38,86.1,49.8,NA,238.8,5.92,NA
"BVR",50,2016-07-28 12:00:00,0.1,30.5,7.21,NA,31.9,917.8,153.4,7.46,NA
"BVR",50,2016-07-28 12:00:00,1,30,7.27,NA,31.9,338.7,153.3,7.48,NA
"BVR",50,2016-07-28 12:00:00,2,29.8,7.24,NA,31.7,151.2,151.6,7.51,NA
"BVR",50,2016-07-28 12:00:00,3,27.4,7.09,NA,32.7,52.9,159.6,7.27,NA
"BVR",50,2016-07-28 12:00:00,4,23.4,8.36,NA,33.2,28.76,175.6,6.68,NA
"BVR",50,2016-07-28 12:00:00,5,19.5,1.8,NA,33.4,15.74,182,6.3,NA
"BVR",50,2016-07-28 12:00:00,6,15.9,1.69,NA,33.3,4.54,177.3,6.21,NA
"BVR",50,2016-07-28 12:00:00,7,12.8,0.8,NA,35.1,0.49,143.9,6.25,NA
"BVR",50,2016-07-28 12:00:00,8,10.5,0.35,NA,47,0.16,25,6.25,NA
"BVR",50,2016-07-28 12:00:00,9,9,0.35,NA,87.6,0.04,-33.2,6.4,NA
"BVR",50,2016-07-28 12:00:00,10,8.7,0.36,NA,100.3,0.01,-64.7,6.58,NA
"BVR",50,2016-07-28 12:00:00,11,8.4,0.35,NA,121.1,0,-86.4,6.69,NA
"FCR",50,2016-07-28 12:00:00,0.1,NA,NA,NA,NA,400,NA,NA,"Only PAR"
"FCR",50,2016-07-28 12:00:00,0.8,NA,NA,NA,NA,253,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,1.6,NA,NA,NA,NA,73,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,2.8,NA,NA,NA,NA,19,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,3.8,NA,NA,NA,NA,7.6,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,5,NA,NA,NA,NA,1.6,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,6.2,NA,NA,NA,NA,0.16,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,8,NA,NA,NA,NA,0.01,NA,NA,NA
"FCR",50,2016-07-28 12:00:00,9,NA,NA,NA,NA,0,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,-0.1,NA,NA,NA,NA,950,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,0.1,NA,NA,NA,NA,440,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,1,NA,NA,NA,NA,264,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,2,NA,NA,NA,NA,224,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,3,NA,NA,NA,NA,175,NA,NA,"sun came out"
"CCR",50,2016-07-29 10:15:00,4,NA,NA,NA,NA,159,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,5,NA,NA,NA,NA,74,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,6,NA,NA,NA,NA,43,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,7,NA,NA,NA,NA,42,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,8,NA,NA,NA,NA,24,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,9,NA,NA,NA,NA,8.7,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,10,NA,NA,NA,NA,2.6,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,11,NA,NA,NA,NA,0.58,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,12,NA,NA,NA,NA,0.09,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,13,NA,NA,NA,NA,0.03,NA,NA,NA
"CCR",50,2016-07-29 10:15:00,14,NA,NA,NA,NA,0,NA,NA,NA
"FCR",50,2016-08-01 12:00:00,0.1,27.4,8.69,115.4,39.1,618,150.8,6.83,"Weather station download not done, 8m sed traps @11:00"
"FCR",50,2016-08-01 12:00:00,0.8,27.2,8.71,116.3,39.3,230,152.8,6.84,NA
"FCR",50,2016-08-01 12:00:00,1.6,27.1,8.81,116,39.1,104,153.3,6.83,NA
"FCR",50,2016-08-01 12:00:00,2.8,25.5,7.02,90.3,41.1,45,169.1,6.5,NA
"FCR",50,2016-08-01 12:00:00,3.8,24.5,5.25,66.5,41.5,17.4,176.3,6.28,NA
"FCR",50,2016-08-01 12:00:00,5,22.8,2.74,33.6,42.6,6.8,182.2,6.14,NA
"FCR",50,2016-08-01 12:00:00,6.2,19.2,0.66,7.6,48,1.06,151.8,6.02,NA
"FCR",50,2016-08-01 12:00:00,8,14.1,11.97,122.5,50.3,0.09,203.6,5.91,NA
"FCR",50,2016-08-01 12:00:00,9,14.1,11.96,122.7,50.4,0.02,219.2,5.88,NA
"FCR",100,2016-08-01 12:00:00,999,17,4.86,52.9,198.3,NA,-20.4,6.37,NA
"BVR",50,2016-08-04 12:00:00,0.1,26.4,6.44,NA,31.6,NA,70.6,6.68,NA
"BVR",50,2016-08-04 12:00:00,1,26.3,6.38,NA,31.6,NA,74.3,6.7,NA
"BVR",50,2016-08-04 12:00:00,2,26.3,6.29,NA,31.5,NA,77.9,6.7,NA
"BVR",50,2016-08-04 12:00:00,3,26.3,6.24,NA,31.5,NA,82,6.7,NA
"BVR",50,2016-08-04 12:00:00,4,25.3,2.77,NA,33.2,NA,106.5,6.41,NA
"BVR",50,2016-08-04 12:00:00,5,21.1,0.47,NA,34.3,NA,123.3,6.21,NA
"BVR",50,2016-08-04 12:00:00,6,16.3,1.14,NA,33.8,NA,128.4,6.11,NA
"BVR",50,2016-08-04 12:00:00,7,13.3,0.39,NA,39.1,NA,63.8,5.18,NA
"BVR",50,2016-08-04 12:00:00,8,11.4,0.32,NA,49.9,NA,2.5,6.05,NA
"BVR",50,2016-08-04 12:00:00,9,9.7,0.31,NA,85.5,NA,-30.3,6.2,NA
"BVR",50,2016-08-04 12:00:00,10,8.9,0.31,NA,104.8,NA,-59.7,6.39,NA
"BVR",50,2016-08-04 12:00:00,11,8.5,0.3,NA,121.5,NA,-85.7,6.47,NA
"FCR",50,2016-08-08 12:00:00,0.1,25.4,8.25,106.5,39,71.3,142,6.99,"ORP act up to 166 and drew moved the YSI unit and cord did not move and reading jumped down to 140 and slowly climed back up, PAR got very wet over BVR MSN and may be reading unhappily, waterlogged values; 120 seems low above surface, although it is totally overcast"
"FCR",50,2016-08-08 12:00:00,0.8,25.4,8.32,107.3,39.1,38.5,142.1,7.02,NA
"FCR",50,2016-08-08 12:00:00,1.6,25.3,8.36,107.5,39.1,22.3,166,6.94,NA
"FCR",50,2016-08-08 12:00:00,2.8,24.7,2.95,37.5,41.7,9.49,173.2,6.34,NA
"FCR",50,2016-08-08 12:00:00,3.8,23.8,1.38,17.3,42.2,4.33,176.6,6.2,NA
"FCR",50,2016-08-08 12:00:00,5,22.4,0.25,3.1,44.8,0.85,179.5,6.11,NA
"FCR",50,2016-08-08 12:00:00,6.2,17.9,0.22,2.6,59.4,0.35,10.5,6.21,NA
"FCR",50,2016-08-08 12:00:00,8,14.6,13.57,140.8,52.2,0.08,187.9,5.41,NA
"FCR",50,2016-08-08 12:00:00,9,14.6,13.77,142.9,52.3,0.06,210,5.42,NA
"FCR",100,2016-08-08 12:00:00,999,17,5.22,56.9,201.5,NA,-15,6.7,NA
"GWR",50,2016-08-09 11:00:00,-0.1,NA,NA,NA,NA,242,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,0.1,24.8,6.68,86.2,NA,118,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,1,24.8,6.66,86.3,NA,47,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,2,24.9,6.56,84.9,NA,24,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,3,24.9,6.47,83.7,NA,15,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,4,24.7,3.48,44.4,NA,7.2,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,5,23.4,0.87,10.9,NA,3.4,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,5.5,22.5,0.7,8.5,NA,NA,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,6,22,0.97,11.9,NA,11.7,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,6.5,20,0.32,3.8,NA,NA,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,7,18.4,0.28,3.2,NA,0.82,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,8,15.8,0.29,3.3,NA,0.52,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,9,14.3,0.29,3.1,NA,0.3,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,10,13.2,0.29,3,NA,0.22,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,11,12.5,0.3,3.1,NA,0.16,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,12,11.9,0.3,3,NA,0.12,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,13,11.6,0.3,3,NA,0.08,NA,NA,NA
"GWR",50,2016-08-09 11:00:00,14,11.5,0.3,3,NA,0.02,NA,NA,NA
"BVR",50,2016-08-11 12:00:00,0.1,26.5,7.59,NA,31.3,530,171.1,7.26,NA
"BVR",50,2016-08-11 12:00:00,1,26,7.6,NA,31.3,162,148.4,7.15,NA
"BVR",50,2016-08-11 12:00:00,2,25.6,7.55,NA,31.2,87.2,154.7,7.1,NA
"BVR",50,2016-08-11 12:00:00,3,24.9,6.19,NA,31.4,34.5,165,6.83,NA
"BVR",50,2016-08-11 12:00:00,4,23.6,1.17,NA,33.1,12.6,184.7,6.23,NA
"BVR",50,2016-08-11 12:00:00,5,20.5,0.33,NA,34.8,2.55,199.7,5.86,NA
"BVR",50,2016-08-11 12:00:00,6,15.5,0.3,NA,34.2,0.48,178,5.79,NA
"BVR",50,2016-08-11 12:00:00,7,12.7,0.29,NA,41.8,0.08,81.6,5.7,NA
"BVR",50,2016-08-11 12:00:00,8,10.7,0.3,NA,50.7,0.02,37.2,5.67,NA
"BVR",50,2016-08-11 12:00:00,9,9.2,0.3,NA,100,0,-2.3,5.71,NA
"BVR",50,2016-08-11 12:00:00,10,8.7,0.32,NA,115.6,0,-25.4,5.75,NA
"BVR",50,2016-08-11 12:00:00,11,8.4,0.32,NA,133.1,0,-77.1,6.35,NA
"CCR",50,2016-08-12 12:45:00,-0.1,NA,NA,NA,NA,1411,NA,NA,NA
"CCR",50,2016-08-12 12:45:00,0.1,NA,NA,NA,NA,1017,NA,NA,NA
"CCR",50,2016-08-12 12:45:00,1,NA,NA,NA,NA,457,NA,NA,NA
"CCR",50,2016-08-12 12:45:00,2,NA,NA,NA,NA,412,NA,NA,NA
"CCR",50,2016-08-12 12:45:00,3,NA,NA,NA,NA,303,NA,NA,NA
