Reservoir,Year,Date,Depth,TN_ugL,TP_ugL,SRP_ugL,NH4_ugL,NO3NO2_ugL,DOC_mgL,DIC_mgL,TOC_mgL,TIC_mgL,DRSI_mgL,CO2_ppm,CH4_ppm,Notes
FCR,2014,2014-05-19 12:00:00,5,174,11.6,2.9,7.01,0.75,1.81,11.6,,,5.870708,,,
FCR,2014,2014-05-19 12:00:00,6.2,158,10.8,3.43,5.57,2.18,,10.8,,,,,,
FCR,2014,2014-05-19 12:00:00,8,151,10,3.39,6.11,1.78,,10,,,,,,
FCR,2014,2014-05-19 12:00:00,9,168,10.6,4.15,9.43,2.53,1.81,10.6,,,3.183042,,,
FCR,2014,2014-05-19 12:00:00,999,,,4.31,10.6,14,1.9,,,,-0.032144,,,
FCR,2014,2014-05-26 12:00:00,0.1,145,10.8,4.83,7.4,2.44,1.93,10.8,,,13.875482,,,
FCR,2014,2014-05-26 12:00:00,0.8,152,11.6,3.84,6.1,4.36,,11.6,,,,,,
FCR,2014,2014-05-26 12:00:00,1.6,,,3.43,7.04,1.97,,,,,,,,
FCR,2014,2014-05-26 12:00:00,2.8,163,14.1,2.01,7.2,1.21,,14.1,,,,,,
FCR,2014,2014-05-26 12:00:00,3.8,173,11.5,2.64,5.51,2.13,,11.5,,,,,,
FCR,2014,2014-05-26 12:00:00,5,159,11.1,2.67,8.6,1.3,2.12,11.1,,,4.067612,,,
FCR,2014,2014-05-26 12:00:00,6.2,157,10.5,3.24,11.4,2.19,,10.5,,,,,,
FCR,2014,2014-05-26 12:00:00,8,142,10.5,2.44,6.68,2.38,,10.5,,,,,,
FCR,2014,2014-05-26 12:00:00,9,161,10.8,3.06,8.79,3.22,2.04,10.8,,,5.613142,,,
FCR,2014,2014-05-26 12:00:00,999,,,4.11,8.09,15.7,1.88,,,,9.747719,,,
FCR,2014,2014-06-02 12:00:00,0.1,203,10.9,3.65,4.84,3.64,1.94,10.9,,,5.019246,,,
FCR,2014,2014-06-02 12:00:00,0.8,178,15.2,5.57,13.1,4.11,,15.2,,,,,,
FCR,2014,2014-06-02 12:00:00,1.6,184,12.1,3.98,12.3,3.17,,12.1,,,,,,
FCR,2014,2014-06-02 12:00:00,2.8,177,18.2,4.14,9.92,2.49,,18.2,,,,,,
FCR,2014,2014-06-02 12:00:00,3.8,183,15.3,4.03,5.73,2.07,,15.3,,,,,,
FCR,2014,2014-06-02 12:00:00,5,166,11.3,3.67,7.13,2.93,,11.3,,,,,,
FCR,2014,2014-06-02 12:00:00,6.2,159,12.7,3.78,12.2,4.2,,12.7,,,,,,
FCR,2014,2014-06-02 12:00:00,8,135,9.43,3.62,7.48,2.66,,9.43,,,,,,
FCR,2014,2014-06-02 12:00:00,9,178,17.2,3.08,8.77,1.97,2.01,17.2,,,4.868988,,,
FCR,2014,2014-06-02 12:00:00,999,,,4.87,11.6,24.6,2.09,,,,4.618558,,,
FCR,2014,2014-06-09 12:00:00,0.1,166,15.3,4.77,6.18,2.11,1.89,15.3,,,6.9726,,,
FCR,2014,2014-06-09 12:00:00,0.8,194,12.6,21.2,10.1,3.36,,12.6,,,,,,
FCR,2014,2014-06-09 12:00:00,1.6,203,11.4,5.57,1.38,3.51,,11.4,,,,,,
FCR,2014,2014-06-09 12:00:00,2.8,187,13,3.73,8.27,2.72,,13,,,,,,
FCR,2014,2014-06-09 12:00:00,3.8,182,11.3,2.95,5.18,1.49,,11.3,,,,,,
FCR,2014,2014-06-09 12:00:00,5,171,9.51,6.11,33.8,4.95,2.3,9.51,,,4.424032,,,
FCR,2014,2014-06-09 12:00:00,6.2,193,11.1,6.02,27.9,4.14,,11.1,,,,,,
FCR,2014,2014-06-09 12:00:00,8,261,17.3,3.56,70.9,5.45,,17.3,,,,,,
FCR,2014,2014-06-09 12:00:00,9,286,24.8,2.8,46.7,74.2,2.15,24.8,,,4.017526,,,
FCR,2014,2014-06-09 12:00:00,999,,,9.77,13.6,49.4,1.86,,,,9.579216,,,
FCR,2014,2014-06-16 12:00:00,0.1,214.91,14.9,4.51,34.2,3.12,2.22,14.9,,,7.924234,,,
FCR,2014,2014-06-16 12:00:00,0.8,134.72,12.9,45.7,17.2,3.14,,12.9,,,,,,
FCR,2014,2014-06-16 12:00:00,1.6,137.66,14.5,4.19,12.8,3.98,,14.5,,,,,,
FCR,2014,2014-06-16 12:00:00,2.8,134.72,11.7,3.39,6.24,1.62,,11.7,,,,,,
FCR,2014,2014-06-16 12:00:00,3.8,154.57,16.7,3.95,7.88,3.67,,16.7,,,,,,
FCR,2014,2014-06-16 12:00:00,5,133.74,8.93,18.8,27.1,3.71,,8.93,,,,,,
FCR,2014,2014-06-16 12:00:00,6.2,161.63,13.2,3.85,41.8,3.83,,13.2,,,,,,
FCR,2014,2014-06-16 12:00:00,8,213.83,13.5,3.96,115,4.96,,13.5,,,,,,
FCR,2014,2014-06-16 12:00:00,9,252.19,15.1,3.73,124,5.66,1.85,15.1,,,3.767096,,,
FCR,2014,2014-06-16 12:00:00,999,,,5.93,9.36,36.3,1.89,,,,9.49184,,,
FCR,2014,2014-06-23 12:00:00,0.1,151.56,13.9,4.61,9.09,3.54,2.05,13.9,,,7.824062,,,
FCR,2014,2014-06-23 12:00:00,0.8,162.65,15.9,5.92,7.66,3.37,,15.9,,,,,,
FCR,2014,2014-06-23 12:00:00,1.6,225,20.7,3.63,8.15,1.04,,20.7,,,,,,
FCR,2014,2014-06-23 12:00:00,2.8,182.14,31.2,5.39,10,3.47,,31.2,,,,,,
FCR,2014,2014-06-23 12:00:00,3.8,231,22.4,4.12,6.57,1.68,,22.4,,,,,,
FCR,2014,2014-06-23 12:00:00,5,195,21.2,3.43,5.77,2.11,,21.2,,,,,,
FCR,2014,2014-06-23 12:00:00,6.2,204,20.3,3.98,36.2,6.36,,20.3,,,,,,
FCR,2014,2014-06-23 12:00:00,8,235.57,14.1,3.95,126,7.88,,14.1,,,,,,
FCR,2014,2014-06-23 12:00:00,9,311.95,17.4,8.66,177,9.12,2.13,17.4,,,5.169504,,,
FCR,2014,2014-06-23 12:00:00,999,,,5.45,7.54,29.1,1.81,,,,9.71028,,,
FCR,2014,2014-06-29 12:00:00,0.1,282,23.8,7.37,3.88,0.426,2.26,23.8,,,8.443328,,,
FCR,2014,2014-06-29 12:00:00,0.8,225,20.9,8.99,7.96,1.31,,20.9,,,,,,
FCR,2014,2014-06-29 12:00:00,1.6,330,18.8,7.89,13,1.55,,18.8,1.421,2.052,,,,
FCR,2014,2014-06-29 12:00:00,2.8,205,23.5,6.17,9.98,1.2,,23.5,2.003,2.989,,,,
FCR,2014,2014-06-29 12:00:00,3.8,284,22.5,8.52,9,0.814,,22.5,1.903,3.059,,,,
FCR,2014,2014-06-29 12:00:00,5,212,20.3,8.57,21.9,1.44,1.83,20.3,1.83,3.448,12.418936,,,
FCR,2014,2014-06-29 12:00:00,6.2,220,17.3,7.66,55.7,1.83,,17.3,,,,,,
FCR,2014,2014-06-29 12:00:00,8,213,19.8,7.13,97.2,2.09,,19.8,1.53,3.37,,,,
FCR,2014,2014-06-29 12:00:00,9,350,20.6,8.61,202,1.5,2.87,20.6,1.863,4.351,8.137512,,,
FCR,2014,2014-06-29 12:00:00,999,,,6.36,7.09,25.6,2.14,,,,2.676512,,,
FCR,2014,2014-06-30 12:00:00,0.1,220,18.9,7.97,4.53,0.669,2.05,18.9,1.94,2.101,9.92872,,,
FCR,2014,2014-06-30 12:00:00,0.8,257,18.4,7.47,10.1,1.23,,18.4,2.084,2.939,,,,
FCR,2014,2014-06-30 12:00:00,1.6,216,17,8.99,8.39,1.39,,17,2.082,2.822,,,,
FCR,2014,2014-06-30 12:00:00,2.8,211,16.9,7.75,10.6,0.676,,16.9,1.933,3.082,,,,
FCR,2014,2014-06-30 12:00:00,3.8,220,23,8.64,7.87,1.07,,23,2.004,3.28,,,,
FCR,2014,2014-06-30 12:00:00,5,211,22,5.66,13.8,2.03,1.92,22,1.917,3.552,8.1812,,,
FCR,2014,2014-06-30 12:00:00,6.2,197,16.9,7.23,40.6,3.85,,16.9,1.772,3.669,,,,
FCR,2014,2014-06-30 12:00:00,8,197,21,5.9,54.3,1.54,,21,1.966,4.14,,,,
FCR,2014,2014-06-30 12:00:00,9,263,11,4.5,58.4,1.66,1.87,11,1.901,3.803,5.865736,,,
FCR,2014,2014-06-30 12:00:00,999,,,7.85,5.45,24.1,1.89,,,,8.923896,,,
FCR,2014,2014-07-07 12:00:00,0.1,311,20.2,7.82,5.2,0.565,1.83,20.2,2.324,2.494,7.089,,,
FCR,2014,2014-07-07 12:00:00,0.8,196,17.1,8.17,4.39,1.45,,17.1,2.217,2.757,,,,
FCR,2014,2014-07-07 12:00:00,1.6,217,15.7,7.92,6.12,0.654,,15.7,2.202,2.799,,,,
FCR,2014,2014-07-07 12:00:00,2.8,218,21.1,9.88,5.79,1.23,,21.1,1.933,3.267,,,,
FCR,2014,2014-07-07 12:00:00,3.8,163,7.99,8.1,5.29,0.469,,7.99,1.75,3.524,,,,
FCR,2014,2014-07-07 12:00:00,5,183,13.3,7.34,9.93,0.911,1.91,13.3,1.777,2.969,7.438504,,,
FCR,2014,2014-07-07 12:00:00,6.2,180,18.1,6.35,22.1,0.923,,18.1,1.953,3.634,,,,
FCR,2014,2014-07-07 12:00:00,8,183,22.3,6.06,28.4,1.83,,22.3,1.893,3.664,,,,
FCR,2014,2014-07-07 12:00:00,9,252,23.5,6.58,31.5,1.49,1.98,23.5,1.877,3.825,9.885032,,,
FCR,2014,2014-07-07 12:00:00,999,,,7.64,10.9,23.8,1.98,,1.96,2.222,7.176376,,,
FCR,2014,2014-07-14 12:00:00,0.1,224,15.1,7.26,5.25,1.05,2.43,15.1,,,7.74432,,,
FCR,2014,2014-07-14 12:00:00,0.8,251,19.3,8.94,5.59,1.35,,19.3,,,,,,
FCR,2014,2014-07-14 12:00:00,1.6,194,24.4,6.89,5.91,1.11,,24.4,,,,,,
FCR,2014,2014-07-14 12:00:00,2.8,256,21.1,8.4,5.7,0.752,,21.1,,,,,,
FCR,2014,2014-07-14 12:00:00,3.8,274,21.3,7,8.98,1.27,,21.3,,,,,,
FCR,2014,2014-07-14 12:00:00,5,235,24.1,6.86,9.85,2.11,2.04,24.1,,,7.220064,,,
FCR,2014,2014-07-14 12:00:00,6.2,233,24.2,6.62,38.7,2.38,,24.2,,,,,,
FCR,2014,2014-07-14 12:00:00,8,156,25.6,6.87,38.1,1.82,,25.6,,,,,,
FCR,2014,2014-07-14 12:00:00,9,214,27.7,5.89,38.2,1.92,1.98,27.7,,,5.472544,,,
FCR,2014,2014-07-14 12:00:00,999,,,9.45,13.2,29.6,2.14,,,,4.598784,,,
FCR,2014,2014-07-21 12:00:00,0.1,139.63,11.1,13.4,0.482,1.43,2.28,11.1,,,8.61808,,,
FCR,2014,2014-07-21 12:00:00,0.8,167.73,14.2,6.4,11.5,0.75,,14.2,,,,,,
FCR,2014,2014-07-21 12:00:00,1.6,167.73,13.3,6.69,2.3,2.62,,13.3,,,,,,
FCR,2014,2014-07-21 12:00:00,2.8,189.44,32.5,5.47,5,4.93,,32.5,,,,,,
FCR,2014,2014-07-21 12:00:00,3.8,186.31,16.1,13.4,4.3,3.73,,16.1,,,,,,
FCR,2014,2014-07-21 12:00:00,5,188.39,17.1,,4.42,3.5,4.13,17.1,,,4.24928,,,
FCR,2014,2014-07-21 12:00:00,6.2,167.73,15.4,4.66,5.96,3.8,,15.4,,,,,,
FCR,2014,2014-07-21 12:00:00,8,168.76,15,3.92,9.46,2.62,,15,,,,,,
FCR,2014,2014-07-21 12:00:00,9,207,17,4.82,10.4,5.55,1.92,17,,,4.991976,,,
FCR,2014,2014-07-21 12:00:00,999,,,4.8,23.7,52.2,2.26,,,,4.729848,,,
FCR,2014,2014-07-28 12:00:00,0.1,165.69,13.8,5.92,14.6,2.07,2.4,13.8,,,4.03084,,,
FCR,2014,2014-07-28 12:00:00,0.8,165.69,14.1,6.59,12.5,2.62,,14.1,,,,,,
FCR,2014,2014-07-28 12:00:00,1.6,162.65,13.4,5.63,5,2.66,,13.4,,,,,,
FCR,2014,2014-07-28 12:00:00,2.8,174.91,16,5.49,1.41,2.81,,16,,,,,,
FCR,2014,2014-07-28 12:00:00,3.8,184.22,15.5,5.31,5.66,1.77,,15.5,,,,,,
FCR,2014,2014-07-28 12:00:00,5,169.78,15.5,4.06,7.54,4.91,1.71,15.5,,,1.977504,,,
FCR,2014,2014-07-28 12:00:00,6.2,167.73,20.5,4.19,15.1,1.4,,20.5,,,,,,
FCR,2014,2014-07-28 12:00:00,8,150.56,17.6,3.48,7.65,4.14,,17.6,,,,,,
FCR,2014,2014-07-28 12:00:00,9,174.91,18.8,4.32,9.98,3.91,1.97,18.8,,,3.987152,,,
FCR,2014,2014-07-28 12:00:00,999,,,7.3,8.21,34,2.07,,,,7.263752,,,
FCR,2014,2014-08-04 12:00:00,0.1,171.83,14.8,4.78,2.31,3.33,2.15,14.8,,,4.511408,,,
FCR,2014,2014-08-04 12:00:00,0.8,166.71,12.9,4.67,4.08,1.8,,12.9,,,,,,
FCR,2014,2014-08-04 12:00:00,1.6,155.57,13.3,5.8,18.7,0.75,,13.3,,,,,,
FCR,2014,2014-08-04 12:00:00,2.8,163.66,15.9,6.21,4.1,3.22,,15.9,,,,,,
FCR,2014,2014-08-04 12:00:00,3.8,190.49,18.2,5.3,6.11,3.54,,18.2,,,,,,
FCR,2014,2014-08-04 12:00:00,5,165.69,24.8,4.95,13.5,5.03,1.79,24.8,,,2.370696,,,
FCR,2014,2014-08-04 12:00:00,6.2,145.57,13.6,3.05,1.83,0.873,,13.6,,,,,,
FCR,2014,2014-08-04 12:00:00,8,192.58,20.1,4.5,24.8,4.57,,20.1,,,,,,
FCR,2014,2014-08-04 12:00:00,9,465.14,40.2,6,91.1,0.4,2.22,40.2,,,6.957936,,,
FCR,2014,2014-08-04 12:00:00,999,,,8.81,13.9,33.3,2.06,,,,8.443328,,,
FCR,2014,2014-08-11 12:00:00,0.1,153.56,13.2,3.6,2.11,5.99,2.16,13.2,,,7.700632,,,
FCR,2014,2014-08-11 12:00:00,0.8,194.69,15.9,5,16.7,3.49,,15.9,,,,,,
FCR,2014,2014-08-11 12:00:00,1.6,176.97,15.4,4.07,3.86,3.64,,15.4,,,,,,
FCR,2014,2014-08-11 12:00:00,2.8,187.35,18,6.9,13.8,1.4,,18,,,,,,
FCR,2014,2014-08-11 12:00:00,3.8,176.97,16.2,3.35,14.4,3.59,,16.2,,,,,,
FCR,2014,2014-08-11 12:00:00,5,219.22,13.6,4.04,11.8,3.56,1.57,13.6,,,3.59396,,,
FCR,2014,2014-08-11 12:00:00,6.2,188.39,14.9,2.4,25.6,2,,14.9,,,,,,
FCR,2014,2014-08-11 12:00:00,8,205.27,18.9,4.53,31.8,9.36,,18.9,,,,,,
FCR,2014,2014-08-11 12:00:00,9,279.36,20.8,4.8,176,3.69,2.82,20.8,,,6.258928,,,
FCR,2014,2014-08-11 12:00:00,999,,,8.38,9.64,41.5,2.31,,,,9.400127,,,
FCR,2014,2014-08-18 12:00:00,0.1,169.78,12.9,6.63,5.25,4.24,2.42,12.9,,,7.045312,,,
FCR,2014,2014-08-18 12:00:00,0.8,171.83,12.9,17.5,1.15,6.24,,12.9,,,,,,
FCR,2014,2014-08-18 12:00:00,1.6,208.47,18,5.96,3.67,2.08,,18,,,,,,
FCR,2014,2014-08-18 12:00:00,2.8,180.07,21.4,8.81,1.35,6.21,,21.4,,,,,,
FCR,2014,2014-08-18 12:00:00,3.8,205.27,24.1,4.93,8.12,5.35,,24.1,,,,,,
FCR,2014,2014-08-18 12:00:00,5,187.35,17.7,9.15,5.58,5.06,2.02,17.7,,,3.15708,,,
