Reservoir,Year,Date,Depth,Tot_Na_ugL,Tot_Mg_ugL,Tot_Al_ugL,Tot_Si_ugL,Tot_P_ugL,Tot_S_mgL,Tot_Cl_mgL,Tot_K_ugL,Tot_Ca_ugL,Tot_Ti_ugL,Tot_V_ugL,Tot_Cr_ugL,Tot_Fe_ugL,Tot_Mn_ugL,Tot_Co_ugL,Tot_Ni_ugL,Tot_Cu_ugL,Tot_Zn_ugL,Tot_As_ugL,Tot_Se_ugL,Tot_Sr_ugL,Tot_Mo_ugL,Tot_Ag_ugL,Tot_Cd_ugL,Tot_Sn_ugL,Tot_Ba_ugL,Tot_Ce_ugL,Tot_Pb_ugL,Tot_U_ugL,Sol_Na_ugL,Sol_Mg_ugL,Sol_Al_ugL,Sol_Si_ugL,Sol_P_ugL,Sol_S_mgL,Sol_Cl_mgL,Sol_K_ugL,Sol_Ca_ugL,Sol_Ti_ugL,Sol_V_ugL,Sol_Cr_ugL,Sol_Fe_ugL,Sol_Mn_ugL,Sol_Co_ugL,Sol_Ni_ugL,Sol_Cu_ugL,Sol_Zn_ugL,Sol_As_ugL,Sol_Se_ugL,Sol_Sr_ugL,Sol_Mo_ugL,Sol_Ag_ugL,Sol_Cd_ugL,Sol_Sn_ugL,Sol_Ba_ugL,Sol_Ce_ugL,Sol_Pb_ugL,Sol_U_ugL
FCR,2015,2015-04-07 12:00:00,3.8,2826,995.4,46.7,8134,<10,2,1.1,1155,2096,1.9,<1,<1,447.7,17.9,<1,<1,34.7,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,14.6,,<1,<1,2826,946.1,9.2,7737,<10,2,1.1,465.4,2096,1.3,<1,<1,190.1,2.3,<1,<1,14.9,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,5.6,,<1,<1
FCR,2015,2015-04-07 12:00:00,5,2835,1004,39.2,8026,<10,2.2,1.1,1161,2130,1.6,<1,<1,396.1,16.4,<1,<1,7.6,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,14.9,,<1,<1,2835,962.8,9.3,7565,<10,2.2,1.1,434.3,2130,1.1,<1,<1,167.9,<1,<1,<1,3.9,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,6.6,,<1,<1
FCR,2015,2015-04-07 12:00:00,6.2,2839,1019,38.6,8063,<10,2.1,1.2,1207,2162,1.6,<1,<1,445.9,35.6,<1,<1,6.4,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,15.8,,<1,<1,2839,928.3,10.4,7555,<10,2.1,1.2,452.1,2124,1.2,<1,<1,198.3,5.5,<1,<1,2.8,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,5.7,,<1,<1
FCR,2015,2015-04-07 12:00:00,8,2866,1035,36.8,8137,<10,2.1,1.2,1228,2196,1.6,<1,<1,483.8,60.1,<1,<1,3.1,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,16.2,,<1,<1,2866,959.1,10.9,7687,<10,2.1,1.2,450,2196,1.3,<1,<1,217.2,13.3,<1,<1,2,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,6.2,,<1,<1
FCR,2015,2015-04-07 12:00:00,9,2832,1034,37.4,8003,<10,2.1,1.2,1220,2176,1.5,<1,<1,515.7,94.2,<1,<1,3.3,<5,<0.5,<2.5,13.9,<0.1,<1,<1,<1,16.6,,<1,<1,2832,985.5,11.3,7714,<10,2.1,1.2,409.4,2176,1.3,<1,<1,232.7,37.1,<1,<1,2.1,<5,<0.5,<2.5,11.7,<0.1,<1,<1,<1,6,,<1,<1
FCR,2015,2015-04-07 12:00:00,999,2574,793.9,70.2,7315,<10,1.4,1.2,1358,1746,1.7,<1,<1,391.3,30.6,<1,<1,<1,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,18.6,,<1,<1,2574,732.8,11.5,6795,<10,1.4,1.2,712.1,1667,1,<1,<1,140.5,1.2,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,6,,<1,<1
FCR,2015,2015-04-13 12:00:00,0.1,2765,947.2,28.5,8706,<10,2.8,0.9,1148,1952,1.4,<1,<1,433.4,20.9,<1,<1,23.9,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,14.9,,<1,<1,2765,869.5,8,8369,<10,2.8,0.9,496.1,1952,<1,<1,<1,200.8,<1,<1,<1,11.8,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,5.9,,<1,<1
FCR,2015,2015-04-13 12:00:00,1.6,2783,964.3,74.1,8787,<10,2.6,0.9,1151,1985,1.4,<1,<1,447.6,22.8,<1,<1,23.4,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,15.1,,<1,<1,2783,872.7,8.3,8417,<10,2.6,0.9,501.1,1985,<1,<1,<1,197.8,1.6,<1,<1,13.3,<5,<0.5,<2.5,10.4,<0.1,<1,<1,<1,10.1,,<1,<1
FCR,2015,2015-04-13 12:00:00,3.8,2757,950.5,25,8635,<10,2.5,0.9,1126,1962,1,<1,<1,446.4,23.7,<1,<1,27,5.6,<0.5,<2.5,12.7,<0.1,<1,<1,<1,15,,<1,<1,2757,884.5,7,8405,<10,2.5,0.9,371.5,1962,<1,<1,<1,184.5,<1,<1,<1,11.4,<5,<0.5,<2.5,10,<0.1,<1,<1,<1,5.7,,<1,<1
FCR,2015,2015-04-13 12:00:00,5,2703,946.3,17.6,8293,<10,2.4,0.9,1118,1879,<1,<1,<1,364.7,30,<1,<1,7.7,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,14.7,,<1,<1,2703,892.1,5.8,8171,<10,2.4,0.9,464.5,1879,<1,<1,<1,141.7,<1,<1,<1,4,<5,<0.5,<2.5,10.2,<0.1,<1,<1,<1,5.8,,<1,<1
FCR,2015,2015-04-13 12:00:00,6.2,2757,969.4,21.2,8516,<10,2.5,0.9,1159,2014,1,<1,<1,412.1,49.4,<1,<1,5.6,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,15.3,,<1,<1,2757,907.2,7.3,8226,<10,2.5,0.9,618.5,2014,<1,<1,<1,178,6.2,<1,<1,3.3,<5,<0.5,<2.5,10.7,<0.1,<1,<1,<1,4.1,,<1,<1
FCR,2015,2015-04-13 12:00:00,8,2768,984.3,21.8,8552,<10,2.5,0.9,1197,2012,<1,<1,<1,486.6,93.6,<1,<1,5,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,16,,<1,<1,2768,930.7,8.7,8421,<10,2.5,0.9,494.9,2012,<1,<1,<1,217.2,31.9,<1,<1,2.9,<5,<0.5,<2.5,10.6,<0.1,<1,<1,<1,5.7,,<1,<1
FCR,2015,2015-04-13 12:00:00,9,2756,981.2,21.9,8527,<10,2.3,0.9,1181,2049,<1,<1,<1,532.9,127.2,<1,<1,4.1,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,16.4,,<1,<1,2756,913.9,8.3,8290,<10,2.3,0.9,372.9,2049,<1,<1,<1,221.3,38.9,<1,<1,2.6,<5,<0.5,<2.5,10.7,<0.1,<1,<1,<1,5.8,,<1,<1
FCR,2015,2015-04-13 12:00:00,999,2483,761.9,90.7,7817,11.6,2.1,0.9,1336,1675,2.4,<1,<1,501.7,63.5,<1,<1,<1,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,19.9,,<1,<1,2483,739.6,9.4,7460,<10,2.1,0.9,1312,1529,<1,<1,<1,99.9,2.7,<1,<1,<1,<5,<0.5,<2.5,10.2,<0.1,<1,<1,<1,14.4,,<1,<1
FCR,2015,2015-04-16 12:00:00,0.1,2789,957.7,22.9,8744,<10,1.8,0.8,1161,2022,1.1,<1,<1,354.4,12.1,<1,<1,20.9,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,15.1,,<1,<1,2789,952.9,7.8,8563,<10,1.8,0.8,1104,2022,<1,<1,<1,188.7,<1,<1,<1,11.1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,11.3,,<1,<1
FCR,2015,2015-04-16 12:00:00,0.8,2737,939,21.2,8595,<10,1.7,0.8,1147,1987,<1,<1,<1,333,9.9,<1,<1,19.4,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,14.9,,<1,<1,2737,932.2,7.4,8520,<10,1.7,0.8,1097,1987,<1,<1,<1,188.9,1.3,<1,<1,11.1,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,11.6,,<1,<1
FCR,2015,2015-04-16 12:00:00,1.6,2778,950.6,15.5,8746,<10,2,0.9,1153,1986,<1,<1,<1,299.2,5.5,<1,<1,17.5,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,14.7,,<1,<1,2778,943.8,7.3,8517,<10,1.9,0.9,1115,1986,<1,<1,<1,187.5,1.2,<1,<1,11.5,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,11.9,,<1,<1
FCR,2015,2015-04-16 12:00:00,2.8,2804,976.5,18.3,8954,<10,2.2,0.9,1151,2027,<1,<1,<1,318.3,8.6,<1,<1,24.2,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,15.1,,<1,<1,2804,958.6,6.6,8694,<10,2.1,0.9,1147,2012,<1,<1,<1,173.3,<1,<1,<1,13.6,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,14,,<1,<1
FCR,2015,2015-04-16 12:00:00,3.8,2773,957.4,16.6,8807,<10,1.8,0.8,1127,1974,<1,<1,<1,303.1,6.6,<1,<1,20,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,14.6,,<1,<1,2773,957.4,6.4,8799,<10,1.8,0.8,1119,1974,<1,<1,<1,172.2,1,<1,<1,12.4,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,14.3,,<1,<1
FCR,2015,2015-04-16 12:00:00,5,2784,956.5,10.7,8573,<10,1.7,0.9,1140,2002,<1,<1,<1,254.6,13.4,<1,<1,12.7,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,15.1,,<1,<1,2784,943.9,5.1,8315,<10,1.7,0.9,1088,2002,<1,<1,<1,128.5,4.5,<1,<1,5.8,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,12,,<1,<1
FCR,2015,2015-04-16 12:00:00,6.2,2806,976.5,13.6,8855,<10,2,0.8,1140,2013,<1,<1,<1,293.8,11.5,<1,<1,20.8,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.2,,<1,<1,2806,963.6,6,8560,<10,1.9,0.8,1103,2013,<1,<1,<1,155.8,6.8,<1,<1,8.1,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,12.7,,<1,<1
FCR,2015,2015-04-16 12:00:00,8,2797,989.9,15.1,8797,<10,2,0.9,1202,2073,<1,<1,<1,418.2,41.5,<1,<1,4.1,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,15.8,,<1,<1,2797,989.9,8.6,8599,<10,2,0.9,1186,2065,<1,<1,<1,210.9,41.5,<1,<1,2.9,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,13.8,,<1,<1
FCR,2015,2015-04-16 12:00:00,9,2776,995.2,15.7,8698,<10,1.7,0.9,1199,2093,<1,<1,<1,476.1,61,<1,<1,3.5,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,16.5,,<1,<1,2776,995.2,8.7,8596,<10,1.7,0.9,1140,2093,<1,<1,<1,256.5,61,<1,<1,2.7,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,16.5,,<1,<1
FCR,2015,2015-04-19 12:00:00,0.1,2835,951.8,29.4,8813,<10,1.6,0.9,1220,2039,2.9,<1,<1,418.1,20.3,<1,<1,16,8.1,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.4,,<1,<1,2835,951.8,7.3,8760,<10,1.6,0.9,1155,2030,<1,<1,<1,196.4,3.4,<1,<1,10.3,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,12.6,,<1,<1
FCR,2015,2015-04-19 12:00:00,0.8,2786,942,27,8717,<10,1.5,0.9,1186,1973,1.2,<1,<1,410.5,20.1,<1,<1,15.1,8.7,<0.5,<2.5,12.7,<0.1,<1,<1,<1,15,,<1,<1,2786,942,7.4,8717,<10,1.5,0.9,1143,1973,<1,<1,<1,196.3,2.7,<1,<1,9.1,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,12.1,,<1,<1
FCR,2015,2015-04-19 12:00:00,1.6,2823,963.3,29.4,9010,<10,1.6,0.9,1179,2058,1.1,<1,<1,433.8,20.6,<1,<1,14.9,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,15.6,,<1,<1,2823,963.3,8.3,8957,<10,1.6,0.9,1079,2058,<1,<1,<1,195.4,1.5,<1,<1,7.9,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,10.6,,<1,<1
FCR,2015,2015-04-19 12:00:00,2.8,2918,968.8,30.2,8933,<10,1.6,0.9,1216,2052,1.7,<1,<1,415.5,19.4,<1,<1,15.1,7.4,<0.5,<2.5,13.1,<0.1,<1,<1,<1,15.7,,<1,<1,2918,944.8,7.7,8773,<10,1.6,0.9,1075,2052,<1,<1,<1,191.1,1.9,<1,<1,8.7,<5,<0.5,<2.5,12.3,<0.1,<1,<1,<1,11.7,,<1,<1
FCR,2015,2015-04-19 12:00:00,3.8,2850,968.1,16.2,8716,<10,1.7,0.9,1174,2043,1,<1,<1,377,24.3,<1,<1,17.3,6.3,<0.5,<2.5,13,<0.1,<1,<1,<1,15.5,,<1,<1,2850,951.5,<5,8537,<10,1.7,0.9,1082,2043,<1,<1,<1,144.2,2.1,<1,<1,8.5,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,12.1,,<1,<1
FCR,2015,2015-04-19 12:00:00,5,2784,969.9,14.7,8618,<10,1.6,0.9,1182,2043,1.7,<1,<1,391.1,57.1,<1,<1,9.8,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,16.1,,<1,<1,2784,969.9,<5,8618,<10,1.6,0.9,1056,2043,<1,<1,<1,133.6,29.6,<1,<1,5,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,11.9,,<1,<1
FCR,2015,2015-04-19 12:00:00,6.2,2756,973.3,17.4,8541,<10,1.5,0.9,1186,2050,1.4,<1,<1,461.8,87.9,<1,<1,7.3,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,16.1,,<1,<1,2756,973.3,5.3,8541,<10,1.5,0.9,1121,2050,<1,<1,<1,168.4,53.4,<1,<1,4,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,12.6,,<1,<1
FCR,2015,2015-04-19 12:00:00,8,2772,981.5,17.8,8698,<10,1.6,0.9,1211,2108,1,<1,<1,457.4,105.3,<1,<1,5.2,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,16.3,,<1,<1,2772,975.3,6.1,8698,<10,1.6,0.9,1077,2108,<1,<1,<1,196,61.8,<1,<1,3.2,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,12.7,,<1,<1
FCR,2015,2015-04-19 12:00:00,9,2789,1004,16.9,8724,<10,1.4,0.9,1216,2170,<1,<1,<1,726.9,250.9,<1,<1,4.7,<5,<0.5,<2.5,13.7,<0.1,<1,<1,<1,19.5,,<1,<1,2789,1004,5.4,8724,<10,1.4,0.9,1173,2170,<1,<1,<1,273.6,209.9,<1,<1,3.1,<5,<0.5,<2.5,13.6,<0.1,<1,<1,<1,15.6,,<1,<1
FCR,2015,2015-04-21 12:00:00,0.1,2768,960,65.9,8861,<10,1.4,0.8,1184,2058,2.3,<1,<1,450.1,23.8,<1,<1,10.9,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.8,,<1,<1,2768,924.3,11.3,8630,<10,1.4,0.8,966.4,2058,<1,<1,<1,183.2,2.8,<1,<1,6.9,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,10.3,,<1,<1
FCR,2015,2015-04-21 12:00:00,1.6,2768,947.9,68.2,8789,<10,1.5,0.8,1173,2020,2.5,<1,<1,454.5,24,<1,<1,10.8,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.9,,<1,<1,2768,915.8,12.3,8570,<10,1.5,0.8,915.2,2020,<1,<1,<1,187.1,3.1,<1,<1,6.3,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,10,,<1,<1
FCR,2015,2015-04-21 12:00:00,3.8,2828,970.1,21,8598,<10,1.3,0.8,1140,2035,1.1,<1,<1,408,28.6,<1,<1,19.3,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.4,,<1,<1,2828,961.7,<5,8598,<10,1.3,0.8,947,2035,<1,<1,<1,132,2.2,<1,<1,8.6,<5,<0.5,<2.5,12.2,<0.1,<1,<1,<1,10.5,,<1,<1
FCR,2015,2015-04-21 12:00:00,5,2829,979.5,17.9,8634,<10,1.5,0.8,1171,2056,<1,<1,<1,381.4,39.9,<1,<1,15.3,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.7,,<1,<1,2829,966.4,<5,8501,<10,1.5,0.8,925.7,2056,<1,<1,<1,102.2,7.8,<1,<1,6.6,<5,<0.5,<2.5,12.2,<0.1,<1,<1,<1,9.5,,<1,<1
FCR,2015,2015-04-21 12:00:00,6.2,2787,967.2,23.5,8647,<10,1.2,0.8,1160,2054,1,<1,<1,414.2,42.5,<1,<1,12.8,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,15.9,,<1,<1,2787,966.2,<5,8630,<10,1.2,0.8,913.9,2054,<1,<1,<1,142.1,8,<1,<1,6.9,<5,<0.5,<2.5,12.1,<0.1,<1,<1,<1,10.4,,<1,<1
FCR,2015,2015-04-21 12:00:00,8,2813,1002,20.8,8769,<10,1.3,0.9,1213,2160,1,<1,<1,719.9,204.7,<1,<1,6.8,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,16.9,,<1,<1,2813,986.9,6,8615,<10,1.3,0.9,1024,2160,<1,<1,<1,247,133.6,<1,<1,4,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,10.8,,<1,<1
FCR,2015,2015-04-21 12:00:00,9,2810,1005,21.4,8778,<10,1.3,0.9,1217,2147,<1,<1,<1,719.6,214.3,<1,<1,5.8,<5,<0.5,<2.5,13.6,<0.1,<1,<1,<1,17.2,,<1,<1,2810,977.9,5,8536,<10,1.3,0.9,990.7,2147,<1,<1,<1,245,156,<1,<1,3.1,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,11.6,,<1,<1
FCR,2015,2015-04-21 12:00:00,999,2439,757.8,146,7939,14.2,1.1,0.8,1237,1629,3.8,<1,<1,540.8,74.4,<1,<1,<1,<5,<0.5,<2.5,10.7,<0.1,<1,<1,<1,19.1,,<1,<1,2439,727.7,12.8,7730,14.2,1.1,0.8,960.6,1629,<1,<1,<1,79.3,1.8,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,6.9,,<1,<1
FCR,2015,2015-04-25 12:00:00,0.1,2765,964.6,34.3,9162,<10,1.5,0.8,1123,2077,1.3,<1,<1,309.4,9.4,<1,<1,6.9,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.6,,<1,<1,2765,964.6,23,9146,<10,1.5,0.8,560.5,2077,1.3,<1,<1,183.2,3.1,<1,<1,6,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.6,,<1,<1
FCR,2015,2015-04-25 12:00:00,0.8,2776,965.6,46.6,9102,<10,1.3,0.8,1126,2106,1.4,<1,<1,329.2,8.9,<1,<1,7.1,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.8,,<1,<1,2776,965.6,26.7,9102,<10,1.3,0.8,359,2106,1.4,<1,<1,181.8,3.5,<1,<1,5.9,<5,<0.5,<2.5,13,<0.1,<1,<1,<1,15.8,,<1,<1
FCR,2015,2015-04-25 12:00:00,1.6,2786,971.1,44.2,9240,<10,1.4,0.8,1135,2054,1.3,<1,<1,311.7,8.1,<1,<1,7,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,15.6,,<1,<1,2786,971.1,29.3,9217,<10,1.4,0.8,377.5,2054,1.3,<1,<1,187.9,3.1,<1,<1,6,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,15.6,,<1,<1
FCR,2015,2015-04-25 12:00:00,2.8,2801,982.7,52.5,9382,<10,1.6,0.8,1125,2126,1.4,<1,<1,388.1,11.9,<1,<1,7,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,16.2,,<1,<1,2801,982.7,26.5,9202,<10,1.5,0.8,402.5,2126,1.4,<1,<1,209.4,2.7,<1,<1,5.5,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,16.2,,<1,<1
FCR,2015,2015-04-25 12:00:00,3.8,2817,995.5,28.7,9130,<10,1.4,0.8,1137,2124,1.2,<1,<1,402.9,23.9,<1,<1,9.9,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,16.8,,<1,<1,2817,995.5,10.9,8866,<10,1.3,0.8,535.2,2124,<1,<1,<1,166.1,6.5,<1,<1,6.6,<5,<0.5,<2.5,13.5,<0.1,<1,<1,<1,16.8,,<1,<1
FCR,2015,2015-04-25 12:00:00,5,2826,1003,14.5,8998,<10,1.3,0.8,1196,2107,<1,<1,<1,341.9,55.8,<1,<1,10.3,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,16.5,,<1,<1,2826,1003,8.2,8913,<10,1.3,0.8,514.1,2107,<1,<1,<1,156.7,31.7,<1,<1,6.2,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,16.5,,<1,<1
FCR,2015,2015-04-25 12:00:00,6.2,2793,988.3,13.7,8885,<10,1.4,0.9,1192,2113,<1,<1,<1,353.5,69.3,<1,<1,7.5,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,15.7,,<1,<1,2793,988.3,7.5,8849,<10,1.4,0.9,556,2113,<1,<1,<1,192.4,63.5,<1,<1,5.7,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,15.7,,<1,<1
