Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown, 0,-6.29999994998798E-05, 1.00067901611328, 0, 8.999999408843E-06, 4.54999972134829E-04, .153439998626709
,Block 1,unknown, 0, 0, 0, 0, 0, 0, 100


Field Calibration Data,,m,b, Cal Date
,Pressure, 1, 0,unknown
,Temperature, 1, 0,unknown
SensorSN,21309003
Sensor Type,PT2X
Sensor Name,INW Smart Sensor
Session Name,FCR_Inf2_15min
# Records, 14787
Sensor File,2/5/2014 10:06:07 AM ,FCR_Inf2_15min_020514.a4d

Barometric File,2/5/2014 10:38:09 AM ,FCRBV2013_020514.a4d
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0, 38353, 4.00000044464832E-06,-2.43999995291233E-04, 1.00351190567017, 0,-7.1999995270744E-05, 4.13400027900934E-03, 3.70159968733788E-02
,Block 1, 38353, 0, 0, 0, 0, 0, 0, 100

Barometric Field Calibration Data,,m,b
,Pressure, 1, 0
,Temperature, 1, 0

SensorSN,21204020
Sensor Type,PT2X
Sensor Name,Barometric Pressure (2)
Session Name,FCRBV2013
# Records, n/a

Statistical Data,,Pressure(in H2O),Temperature(degC),
,Sensor Range,30 psia,,
,Minimum,5.80,0.19,
,Maximum,10.15,21.56,
,Mean,7.02,9.11,
,Variance,0.195,35.211,
,Std Deviation,0.441,5.934,
68,5-Sep-13 03:06:43,5.90,17.06,391.62,5-Sep-13 03:00:00
69,5-Sep-13 03:21:43,6.05,17.00,391.68,5-Sep-13 03:15:00
70,5-Sep-13 03:36:43,5.99,16.94,391.65,5-Sep-13 03:30:00
71,5-Sep-13 03:51:43,6.05,16.94,391.65,5-Sep-13 03:45:00
72,5-Sep-13 04:06:43,6.03,16.88,391.62,5-Sep-13 04:00:00
73,5-Sep-13 04:21:43,6.08,16.88,391.65,5-Sep-13 04:15:00
74,5-Sep-13 04:36:43,6.02,16.88,391.65,5-Sep-13 04:30:00
75,5-Sep-13 04:51:43,6.05,16.81,391.68,5-Sep-13 04:45:00
76,5-Sep-13 05:06:43,6.06,16.81,391.68,5-Sep-13 05:00:00
77,5-Sep-13 05:21:43,6.08,16.75,391.71,5-Sep-13 05:15:00
78,5-Sep-13 05:36:43,6.07,16.69,391.68,5-Sep-13 05:30:00
79,5-Sep-13 05:51:43,6.09,16.69,391.68,5-Sep-13 05:45:00
80,5-Sep-13 06:06:43,6.11,16.63,391.74,5-Sep-13 06:00:00
81,5-Sep-13 06:21:43,6.18,16.63,391.76,5-Sep-13 06:15:00
82,5-Sep-13 06:36:43,6.16,16.63,391.85,5-Sep-13 06:30:00
83,5-Sep-13 06:51:43,6.04,16.56,391.85,5-Sep-13 06:45:00
84,5-Sep-13 07:06:43,6.08,16.56,391.88,5-Sep-13 07:00:00
85,5-Sep-13 07:21:43,6.15,16.50,391.93,5-Sep-13 07:15:00
86,5-Sep-13 07:36:43,6.08,16.50,391.96,5-Sep-13 07:30:00
87,5-Sep-13 07:51:43,6.08,16.50,391.99,5-Sep-13 07:45:00
88,5-Sep-13 08:06:43,6.02,16.50,391.99,5-Sep-13 08:00:00
89,5-Sep-13 08:21:43,6.02,16.50,391.99,5-Sep-13 08:15:00
90,5-Sep-13 08:36:43,6.05,16.50,391.99,5-Sep-13 08:30:00
91,5-Sep-13 08:51:43,6.03,16.56,391.99,5-Sep-13 08:45:00
92,5-Sep-13 09:06:43,6.10,16.56,392.02,5-Sep-13 09:00:00
93,5-Sep-13 09:21:43,6.08,16.56,392.02,5-Sep-13 09:15:00
94,5-Sep-13 09:36:43,6.12,16.63,392.07,5-Sep-13 09:30:00
95,5-Sep-13 09:51:43,6.13,16.63,392.13,5-Sep-13 09:45:00
96,5-Sep-13 10:06:43,6.13,16.69,392.15,5-Sep-13 10:00:00
97,5-Sep-13 10:21:43,6.06,16.81,392.15,5-Sep-13 10:15:00
98,5-Sep-13 10:36:43,6.04,16.88,392.13,5-Sep-13 10:30:00
99,5-Sep-13 10:51:43,6.13,16.94,392.18,5-Sep-13 10:45:00
100,5-Sep-13 11:06:43,6.04,17.00,392.15,5-Sep-13 11:00:00
101,5-Sep-13 11:21:43,6.04,17.13,392.13,5-Sep-13 11:15:00
102,5-Sep-13 11:36:43,6.02,17.19,392.10,5-Sep-13 11:30:00
103,5-Sep-13 11:51:43,6.05,17.31,392.10,5-Sep-13 11:45:00
104,5-Sep-13 12:06:43,6.06,17.44,392.07,5-Sep-13 12:00:00
105,5-Sep-13 12:21:43,6.03,17.50,392.01,5-Sep-13 12:15:00
106,5-Sep-13 12:36:43,6.04,17.69,391.98,5-Sep-13 12:30:00
107,5-Sep-13 12:51:43,6.05,17.81,391.93,5-Sep-13 12:45:00
108,5-Sep-13 13:06:43,6.03,17.88,391.90,5-Sep-13 13:00:00
109,5-Sep-13 13:21:43,5.99,18.00,391.84,5-Sep-13 13:15:00
110,5-Sep-13 13:36:43,5.97,18.06,391.76,5-Sep-13 13:30:00
111,5-Sep-13 13:51:43,5.98,18.19,391.73,5-Sep-13 13:45:00
112,5-Sep-13 14:06:43,6.00,18.25,391.70,5-Sep-13 14:00:00
113,5-Sep-13 14:21:43,6.03,18.38,391.67,5-Sep-13 14:15:00
114,5-Sep-13 14:36:43,6.01,18.50,391.59,5-Sep-13 14:30:00
115,5-Sep-13 14:51:43,5.96,18.56,391.51,5-Sep-13 14:45:00
116,5-Sep-13 15:06:43,5.98,18.63,391.45,5-Sep-13 15:00:00
117,5-Sep-13 15:21:43,6.05,18.69,391.39,5-Sep-13 15:15:00
118,5-Sep-13 15:36:43,6.00,18.75,391.34,5-Sep-13 15:30:00
119,5-Sep-13 15:51:43,6.00,18.75,391.31,5-Sep-13 15:45:00
120,5-Sep-13 16:06:43,6.01,18.81,391.31,5-Sep-13 16:00:00
121,5-Sep-13 16:21:43,5.98,18.81,391.31,5-Sep-13 16:15:00
122,5-Sep-13 16:36:43,5.98,18.81,391.28,5-Sep-13 16:30:00
123,5-Sep-13 16:51:43,5.98,18.81,391.25,5-Sep-13 16:45:00
124,5-Sep-13 17:06:43,5.95,18.81,391.25,5-Sep-13 17:00:00
125,5-Sep-13 17:21:43,5.93,18.81,391.25,5-Sep-13 17:15:00
126,5-Sep-13 17:36:43,5.95,18.75,391.25,5-Sep-13 17:30:00
127,5-Sep-13 17:51:43,6.01,18.69,391.31,5-Sep-13 17:45:00
128,5-Sep-13 18:06:43,6.01,18.69,391.37,5-Sep-13 18:00:00
129,5-Sep-13 18:21:43,5.90,18.63,391.31,5-Sep-13 18:15:00
130,5-Sep-13 18:36:43,6.01,18.63,391.42,5-Sep-13 18:30:00
131,5-Sep-13 18:51:43,5.89,18.56,391.37,5-Sep-13 18:45:00
132,5-Sep-13 19:06:43,5.92,18.56,391.39,5-Sep-13 19:00:00
133,5-Sep-13 19:21:43,5.88,18.50,391.37,5-Sep-13 19:15:00
134,5-Sep-13 19:36:43,5.93,18.44,391.42,5-Sep-13 19:30:00
135,5-Sep-13 19:51:43,6.00,18.38,391.56,5-Sep-13 19:45:00
136,5-Sep-13 20:06:43,6.00,18.31,391.67,5-Sep-13 20:00:00
137,5-Sep-13 20:21:43,5.95,18.25,391.70,5-Sep-13 20:15:00
138,5-Sep-13 20:36:43,5.96,18.19,391.76,5-Sep-13 20:30:00
139,5-Sep-13 20:51:43,5.91,18.19,391.76,5-Sep-13 20:45:00
140,5-Sep-13 21:06:43,5.95,18.13,391.84,5-Sep-13 21:00:00
141,5-Sep-13 21:21:43,5.94,18.06,391.87,5-Sep-13 21:15:00
142,5-Sep-13 21:36:43,5.95,18.00,391.95,5-Sep-13 21:30:00
143,5-Sep-13 21:51:43,6.01,17.94,392.04,5-Sep-13 21:45:00
144,5-Sep-13 22:06:43,6.04,17.88,392.15,5-Sep-13 22:00:00
145,5-Sep-13 22:21:43,5.98,17.88,392.18,5-Sep-13 22:15:00
146,5-Sep-13 22:36:43,6.02,17.75,392.29,5-Sep-13 22:30:00
147,5-Sep-13 22:51:43,5.96,17.75,392.32,5-Sep-13 22:45:00
148,5-Sep-13 23:06:43,5.98,17.69,392.40,5-Sep-13 23:00:00
149,5-Sep-13 23:21:43,5.93,17.63,392.40,5-Sep-13 23:15:00
150,5-Sep-13 23:36:43,5.90,17.63,392.37,5-Sep-13 23:30:00
151,5-Sep-13 23:51:43,5.92,17.56,392.35,5-Sep-13 23:45:00
152,6-Sep-13 00:06:43,5.99,17.56,392.40,6-Sep-13 00:00:00
153,6-Sep-13 00:21:43,5.96,17.50,392.43,6-Sep-13 00:15:00
154,6-Sep-13 00:36:43,6.00,17.50,392.51,6-Sep-13 00:30:00
155,6-Sep-13 00:51:43,5.89,17.44,392.46,6-Sep-13 00:45:00
156,6-Sep-13 01:06:43,6.03,17.38,392.52,6-Sep-13 01:00:00
157,6-Sep-13 01:21:43,5.99,17.38,392.43,6-Sep-13 01:15:00
158,6-Sep-13 01:36:43,5.89,17.38,392.32,6-Sep-13 01:30:00
159,6-Sep-13 01:51:43,6.02,17.38,392.38,6-Sep-13 01:45:00
160,6-Sep-13 02:06:43,5.95,17.38,392.38,6-Sep-13 02:00:00
161,6-Sep-13 02:21:43,5.92,17.38,392.35,6-Sep-13 02:15:00
162,6-Sep-13 02:36:43,5.92,17.31,392.32,6-Sep-13 02:30:00
163,6-Sep-13 02:51:43,5.92,17.25,392.26,6-Sep-13 02:45:00
164,6-Sep-13 03:06:43,5.98,17.25,392.29,6-Sep-13 03:00:00
165,6-Sep-13 03:21:43,5.99,17.19,392.38,6-Sep-13 03:15:00
166,6-Sep-13 03:36:43,5.95,17.19,392.40,6-Sep-13 03:30:00
167,6-Sep-13 03:51:43,5.98,17.13,392.43,6-Sep-13 03:45:00
168,6-Sep-13 04:06:43,5.91,17.06,392.40,6-Sep-13 04:00:00
169,6-Sep-13 04:21:43,5.95,17.00,392.43,6-Sep-13 04:15:00
170,6-Sep-13 04:36:43,6.00,17.00,392.49,6-Sep-13 04:30:00
171,6-Sep-13 04:51:43,5.97,16.94,392.52,6-Sep-13 04:45:00
172,6-Sep-13 05:06:43,5.96,16.88,392.52,6-Sep-13 05:00:00
173,6-Sep-13 05:21:43,6.00,16.88,392.57,6-Sep-13 05:15:00
174,6-Sep-13 05:36:43,5.94,16.81,392.57,6-Sep-13 05:30:00
175,6-Sep-13 05:51:43,5.97,16.75,392.63,6-Sep-13 05:45:00
176,6-Sep-13 06:06:43,6.02,16.75,392.71,6-Sep-13 06:00:00
177,6-Sep-13 06:21:43,6.06,16.75,392.82,6-Sep-13 06:15:00
178,6-Sep-13 06:36:43,6.00,16.75,392.85,6-Sep-13 06:30:00
179,6-Sep-13 06:51:43,6.02,16.69,392.88,6-Sep-13 06:45:00
180,6-Sep-13 07:06:43,6.03,16.63,392.94,6-Sep-13 07:00:00
181,6-Sep-13 07:21:43,6.03,16.63,392.99,6-Sep-13 07:15:00
182,6-Sep-13 07:36:43,6.01,16.63,393.05,6-Sep-13 07:30:00
183,6-Sep-13 07:51:43,5.98,16.63,393.05,6-Sep-13 07:45:00
184,6-Sep-13 08:06:43,6.03,16.63,393.10,6-Sep-13 08:00:00
185,6-Sep-13 08:21:43,5.98,16.63,393.13,6-Sep-13 08:15:00
186,6-Sep-13 08:36:43,5.99,16.56,393.19,6-Sep-13 08:30:00
187,6-Sep-13 08:51:43,5.99,16.63,393.19,6-Sep-13 08:45:00
188,6-Sep-13 09:06:43,6.00,16.63,393.19,6-Sep-13 09:00:00
189,6-Sep-13 09:21:43,6.00,16.69,393.22,6-Sep-13 09:15:00
190,6-Sep-13 09:36:43,5.99,16.69,393.27,6-Sep-13 09:30:00
191,6-Sep-13 09:51:43,5.94,16.75,393.24,6-Sep-13 09:45:00
192,6-Sep-13 10:06:43,6.05,16.81,393.30,6-Sep-13 10:00:00
193,6-Sep-13 10:21:43,6.03,16.81,393.33,6-Sep-13 10:15:00
194,6-Sep-13 10:36:43,6.06,16.88,393.35,6-Sep-13 10:30:00
195,6-Sep-13 10:51:43,6.06,16.88,393.38,6-Sep-13 10:45:00
196,6-Sep-13 11:06:43,5.98,16.88,393.38,6-Sep-13 11:00:00
197,6-Sep-13 11:21:43,5.92,16.94,393.33,6-Sep-13 11:15:00
198,6-Sep-13 11:36:43,5.99,16.94,393.33,6-Sep-13 11:30:00
199,6-Sep-13 11:51:43,5.91,17.06,393.24,6-Sep-13 11:45:00
200,6-Sep-13 12:06:43,5.92,17.19,393.19,6-Sep-13 12:00:00
201,6-Sep-13 12:21:43,5.99,17.19,393.19,6-Sep-13 12:15:00
202,6-Sep-13 12:36:43,5.95,17.19,393.16,6-Sep-13 12:30:00
203,6-Sep-13 12:51:43,5.96,17.25,393.16,6-Sep-13 12:45:00
204,6-Sep-13 13:06:43,5.94,17.25,393.13,6-Sep-13 13:00:00
205,6-Sep-13 13:21:43,5.90,17.38,393.02,6-Sep-13 13:15:00
206,6-Sep-13 13:36:43,5.90,17.44,392.93,6-Sep-13 13:30:00
207,6-Sep-13 13:51:43,5.94,17.44,392.85,6-Sep-13 13:45:00
208,6-Sep-13 14:06:43,5.94,17.50,392.79,6-Sep-13 14:00:00
209,6-Sep-13 14:21:43,5.94,17.56,392.71,6-Sep-13 14:15:00
210,6-Sep-13 14:36:43,5.93,17.69,392.63,6-Sep-13 14:30:00
211,6-Sep-13 14:51:43,5.96,17.69,392.60,6-Sep-13 14:45:00
212,6-Sep-13 15:06:43,5.88,17.75,392.51,6-Sep-13 15:00:00
213,6-Sep-13 15:21:43,5.87,17.88,392.40,6-Sep-13 15:15:00
214,6-Sep-13 15:36:43,5.93,17.88,392.37,6-Sep-13 15:30:00
215,6-Sep-13 15:51:43,5.91,17.94,392.32,6-Sep-13 15:45:00
216,6-Sep-13 16:06:43,5.97,17.94,392.29,6-Sep-13 16:00:00
217,6-Sep-13 16:21:43,5.91,17.94,392.23,6-Sep-13 16:15:00
218,6-Sep-13 16:36:43,5.90,17.94,392.21,6-Sep-13 16:30:00
219,6-Sep-13 16:51:43,5.88,17.94,392.15,6-Sep-13 16:45:00
220,6-Sep-13 17:06:43,5.85,17.88,392.09,6-Sep-13 17:00:00
221,6-Sep-13 17:21:43,5.93,17.88,392.15,6-Sep-13 17:15:00
222,6-Sep-13 17:36:43,5.86,17.81,392.12,6-Sep-13 17:30:00
223,6-Sep-13 17:51:43,5.88,17.75,392.10,6-Sep-13 17:45:00
224,6-Sep-13 18:06:43,5.92,17.69,392.12,6-Sep-13 18:00:00
225,6-Sep-13 18:21:43,5.86,17.69,392.10,6-Sep-13 18:15:00
226,6-Sep-13 18:36:43,5.81,17.63,392.01,6-Sep-13 18:30:00
227,6-Sep-13 18:51:43,5.82,17.56,391.98,6-Sep-13 18:45:00
228,6-Sep-13 19:06:43,5.91,17.50,392.01,6-Sep-13 19:00:00
229,6-Sep-13 19:21:43,5.95,17.38,392.10,6-Sep-13 19:15:00
230,6-Sep-13 19:36:43,5.88,17.31,392.10,6-Sep-13 19:30:00
231,6-Sep-13 19:51:43,5.86,17.25,392.04,6-Sep-13 19:45:00
232,6-Sep-13 20:06:43,5.95,17.19,392.10,6-Sep-13 20:00:00
233,6-Sep-13 20:21:43,5.93,17.06,392.15,6-Sep-13 20:15:00
234,6-Sep-13 20:36:43,5.96,17.00,392.21,6-Sep-13 20:30:00
235,6-Sep-13 20:51:43,5.92,16.94,392.21,6-Sep-13 20:45:00
236,6-Sep-13 21:06:43,5.94,16.88,392.27,6-Sep-13 21:00:00
237,6-Sep-13 21:21:43,5.93,16.81,392.29,6-Sep-13 21:15:00
238,6-Sep-13 21:36:43,5.96,16.75,392.32,6-Sep-13 21:30:00
239,6-Sep-13 21:51:43,5.96,16.63,392.38,6-Sep-13 21:45:00
240,6-Sep-13 22:06:43,5.92,16.56,392.41,6-Sep-13 22:00:00
241,6-Sep-13 22:21:43,5.87,16.50,392.38,6-Sep-13 22:15:00
242,6-Sep-13 22:36:43,5.91,16.44,392.38,6-Sep-13 22:30:00
243,6-Sep-13 22:51:43,5.90,16.38,392.38,6-Sep-13 22:45:00
244,6-Sep-13 23:06:43,5.94,16.31,392.38,6-Sep-13 23:00:00
245,6-Sep-13 23:21:43,5.95,16.25,392.41,6-Sep-13 23:15:00
246,6-Sep-13 23:36:43,5.90,16.25,392.41,6-Sep-13 23:30:00
247,6-Sep-13 23:51:43,5.90,16.19,392.38,6-Sep-13 23:45:00
248,7-Sep-13 00:06:43,5.91,16.13,392.38,7-Sep-13 00:00:00
249,7-Sep-13 00:21:43,5.97,16.13,392.41,7-Sep-13 00:15:00
250,7-Sep-13 00:36:43,5.90,16.06,392.32,7-Sep-13 00:30:00
251,7-Sep-13 00:51:43,5.89,16.06,392.27,7-Sep-13 00:45:00
252,7-Sep-13 01:06:43,5.94,16.00,392.30,7-Sep-13 01:00:00
253,7-Sep-13 01:21:43,5.92,16.00,392.27,7-Sep-13 01:15:00
254,7-Sep-13 01:36:43,5.87,15.94,392.21,7-Sep-13 01:30:00
255,7-Sep-13 01:51:43,5.92,15.94,392.16,7-Sep-13 01:45:00
256,7-Sep-13 02:06:43,5.95,15.88,392.16,7-Sep-13 02:00:00
257,7-Sep-13 02:21:43,5.93,15.88,392.16,7-Sep-13 02:15:00
258,7-Sep-13 02:36:43,5.95,15.81,392.13,7-Sep-13 02:30:00
259,7-Sep-13 02:51:43,5.95,15.75,392.10,7-Sep-13 02:45:00
260,7-Sep-13 03:06:43,5.89,15.75,392.07,7-Sep-13 03:00:00
261,7-Sep-13 03:21:43,5.94,15.75,392.05,7-Sep-13 03:15:00
262,7-Sep-13 03:36:43,5.91,15.69,391.99,7-Sep-13 03:30:00
263,7-Sep-13 03:51:43,6.01,15.63,392.05,7-Sep-13 03:45:00
264,7-Sep-13 04:06:43,6.00,15.63,392.07,7-Sep-13 04:00:00
265,7-Sep-13 04:21:43,5.91,15.56,392.02,7-Sep-13 04:15:00
266,7-Sep-13 04:36:43,6.01,15.50,392.05,7-Sep-13 04:30:00
267,7-Sep-13 04:51:43,5.96,15.50,391.99,7-Sep-13 04:45:00
268,7-Sep-13 05:06:43,6.04,15.44,392.05,7-Sep-13 05:00:00
269,7-Sep-13 05:21:43,6.03,15.44,392.10,7-Sep-13 05:15:00
270,7-Sep-13 05:36:43,5.96,15.38,392.05,7-Sep-13 05:30:00
271,7-Sep-13 05:51:43,6.00,15.31,392.08,7-Sep-13 05:45:00
272,7-Sep-13 06:06:43,5.96,15.31,392.08,7-Sep-13 06:00:00
273,7-Sep-13 06:21:43,5.97,15.31,392.08,7-Sep-13 06:15:00
274,7-Sep-13 06:36:43,6.04,15.25,392.19,7-Sep-13 06:30:00
275,7-Sep-13 06:51:43,5.92,15.25,392.16,7-Sep-13 06:45:00
276,7-Sep-13 07:06:43,5.98,15.19,392.19,7-Sep-13 07:00:00
277,7-Sep-13 07:21:43,5.99,15.19,392.22,7-Sep-13 07:15:00
278,7-Sep-13 07:36:43,5.91,15.13,392.10,7-Sep-13 07:30:00
279,7-Sep-13 07:51:43,5.95,15.13,392.10,7-Sep-13 07:45:00
280,7-Sep-13 08:06:43,5.92,15.13,392.08,7-Sep-13 08:00:00
281,7-Sep-13 08:21:43,6.02,15.13,392.10,7-Sep-13 08:15:00
282,7-Sep-13 08:36:43,5.90,15.19,392.02,7-Sep-13 08:30:00
283,7-Sep-13 08:51:43,5.98,15.25,392.05,7-Sep-13 08:45:00
284,7-Sep-13 09:06:43,5.92,15.31,391.99,7-Sep-13 09:00:00
285,7-Sep-13 09:21:43,5.95,15.38,391.99,7-Sep-13 09:15:00
286,7-Sep-13 09:36:43,5.99,15.44,392.02,7-Sep-13 09:30:00
287,7-Sep-13 09:51:43,5.95,15.50,391.96,7-Sep-13 09:45:00
288,7-Sep-13 10:06:43,5.93,15.63,391.94,7-Sep-13 10:00:00
289,7-Sep-13 10:21:43,6.01,15.69,391.96,7-Sep-13 10:15:00
290,7-Sep-13 10:36:43,6.07,15.75,392.02,7-Sep-13 10:30:00
291,7-Sep-13 10:51:43,5.95,15.88,391.93,7-Sep-13 10:45:00
292,7-Sep-13 11:06:43,5.97,16.00,391.88,7-Sep-13 11:00:00
293,7-Sep-13 11:21:43,6.00,16.13,391.88,7-Sep-13 11:15:00
294,7-Sep-13 11:36:43,6.00,16.19,391.82,7-Sep-13 11:30:00
295,7-Sep-13 11:51:43,6.02,16.31,391.76,7-Sep-13 11:45:00
296,7-Sep-13 12:06:43,6.00,16.44,391.71,7-Sep-13 12:00:00
297,7-Sep-13 12:21:43,5.98,16.56,391.62,7-Sep-13 12:15:00
298,7-Sep-13 12:36:43,5.92,16.69,391.48,7-Sep-13 12:30:00
