Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,Depth_ft,DO_mgL,PSAT
CCR,2015,2015-09-23 12:00:00,18.311,9.3235,1.518,9.9961,60.06,3.36059,29.31103
CCR,2015,2015-09-23 12:00:00,18.34,9.3122,1.4989,9.8581,60.155,3.22638,28.1329
CCR,2015,2015-09-23 12:00:00,18.367,9.3008,1.4825,9.6834,60.247,3.09032,26.93921
CCR,2015,2015-09-23 12:00:00,18.392,9.2893,1.4715,9.5364,60.336,2.94071,25.62798
CCR,2015,2015-09-23 12:00:00,18.414,9.2777,1.4673,9.4374,60.424,2.78266,24.24391
CCR,2015,2015-09-23 12:00:00,18.443,9.2659,1.4701,9.3497,60.512,2.61584,22.78412
CCR,2015,2015-09-23 12:00:00,18.474,9.2537,1.4775,9.2613,60.602,2.44798,21.31583
CCR,2015,2015-09-23 12:00:00,18.504,9.2408,1.4842,9.191,60.689,2.2634,19.70255
CCR,2015,2015-09-23 12:00:00,18.527,9.2272,1.4887,9.135,60.773,2.07455,18.05281
CCR,2015,2015-09-23 12:00:00,18.547,9.2134,1.4912,9.0715,60.855,1.89009,16.44223
CCR,2015,2015-09-23 12:00:00,18.571,9.1999,1.4926,8.9938,60.938,1.7174,14.93521
CCR,2015,2015-09-23 12:00:00,18.601,9.1865,1.4934,8.9063,61.022,1.53633,13.35632
CCR,2015,2015-09-23 12:00:00,18.629,9.173,1.4925,8.8132,61.106,1.3643,11.85695
CCR,2015,2015-09-23 12:00:00,18.653,9.1586,1.4887,8.7056,61.187,1.20584,10.47619
CCR,2015,2015-09-23 12:00:00,18.673,9.1434,1.4816,8.5584,61.265,1.0452,9.07731
CCR,2015,2015-09-23 12:00:00,18.694,9.1279,1.4737,8.3873,61.345,0.91076,7.90682
CCR,2015,2015-09-23 12:00:00,18.718,9.1127,1.4691,8.2563,61.427,0.78676,6.82785
CCR,2015,2015-09-23 12:00:00,18.743,9.0981,1.4707,8.1891,61.513,0.68194,5.91612
CCR,2015,2015-09-23 12:00:00,18.773,9.0841,1.4808,8.1687,61.604,0.59529,5.16267
CCR,2015,2015-09-23 12:00:00,18.809,9.0703,1.4932,8.1658,61.697,0.52601,4.56037
CCR,2015,2015-09-23 12:00:00,18.841,9.0563,1.4946,8.1429,61.788,0.46591,4.03799
CCR,2015,2015-09-23 12:00:00,18.864,9.0419,1.4793,8.0814,61.874,0.424,3.67345
CCR,2015,2015-09-23 12:00:00,18.886,9.0271,1.4434,7.9624,61.956,0.39025,3.37984
CCR,2015,2015-09-23 12:00:00,18.911,9.0112,1.3931,7.8037,62.036,0.36494,3.15949
CCR,2015,2015-09-23 12:00:00,18.933,8.9944,1.3495,7.6748,62.115,0.34744,3.0068
CCR,2015,2015-09-23 12:00:00,18.954,8.9772,1.3195,7.5966,62.194,0.33598,2.90643
CCR,2015,2015-09-23 12:00:00,18.985,8.9603,1.2936,7.5491,62.273,0.31829,2.75224
CCR,2015,2015-09-23 12:00:00,19.014,8.944,1.263,7.5323,62.349,0.31237,2.70003
CCR,2015,2015-09-23 12:00:00,19.034,8.9283,1.2282,7.5442,62.418,0.30753,2.65721
CCR,2015,2015-09-23 12:00:00,19.048,8.9132,1.1972,7.574,62.481,0.29643,2.56034
CCR,2015,2015-09-23 12:00:00,19.064,8.8989,1.1707,7.6263,62.541,0.29347,2.53392
CCR,2015,2015-09-23 12:00:00,19.082,8.8854,1.1432,7.7207,62.6,0.2832,2.44451
CCR,2015,2015-09-23 12:00:00,19.099,8.8727,1.1162,7.8424,62.657,0.27905,2.40795
CCR,2015,2015-09-23 12:00:00,19.117,8.8604,1.0971,7.9495,62.713,0.27399,2.36356
CCR,2015,2015-09-23 12:00:00,19.134,8.848,1.0892,8.0454,62.766,0.2688,2.31811
CCR,2015,2015-09-23 12:00:00,19.151,8.8339,1.0922,8.1647,62.818,0.25787,2.22314
CCR,2015,2015-09-23 12:00:00,19.161,8.8171,1.1023,8.298,62.867,0.25135,2.16602
CCR,2015,2015-09-23 12:00:00,19.166,8.797,1.1123,8.4042,62.918,0.23804,2.05032
CCR,2015,2015-09-23 12:00:00,19.175,8.7743,1.1214,8.4752,62.978,0.23161,1.99388
CCR,2015,2015-09-23 12:00:00,19.197,8.7504,1.133,8.5205,63.053,0.22488,1.93485
CCR,2015,2015-09-23 12:00:00,19.234,8.7272,1.146,8.5478,63.144,0.21197,1.82275
CCR,2015,2015-09-23 12:00:00,19.277,8.7064,1.1564,8.5654,63.245,0.21181,1.82044
CCR,2015,2015-09-23 12:00:00,19.318,8.6891,1.1619,8.5747,63.347,0.20327,1.74632
CCR,2015,2015-09-23 12:00:00,19.353,8.676,1.1611,8.5838,63.442,0.19745,1.69585
CCR,2015,2015-09-23 12:00:00,19.373,8.6667,1.154,8.61,63.526,0.19426,1.66805
CCR,2015,2015-09-23 12:00:00,19.389,8.6606,1.145,8.657,63.602,0.18672,1.60307
CCR,2015,2015-09-23 12:00:00,19.407,8.6556,1.1403,8.7188,63.674,0.18954,1.62711
CCR,2015,2015-09-23 12:00:00,19.428,8.6486,1.1414,8.8131,63.747,0.18308,1.57136
CCR,2015,2015-09-23 12:00:00,19.455,8.6381,1.1475,8.9742,63.82,0.17866,1.53308
CCR,2015,2015-09-23 12:00:00,19.477,8.6241,1.1561,9.1798,63.892,0.17673,1.51597
CCR,2015,2015-09-23 12:00:00,19.496,8.6073,1.1631,9.3727,63.962,0.17661,1.51435
CCR,2015,2015-09-23 12:00:00,19.515,8.5896,1.168,9.5676,64.032,0.18136,1.55442
CCR,2015,2015-09-23 12:00:00,19.534,8.5721,1.1716,9.8212,64.104,0.17853,1.52956
CCR,2015,2015-09-23 12:00:00,19.557,8.5552,1.1736,10.1243,64.178,0.17303,1.48182
CCR,2015,2015-09-23 12:00:00,19.581,8.5394,1.1751,10.4204,64.257,0.16966,1.45243
CCR,2015,2015-09-23 12:00:00,19.608,8.5254,1.1769,10.7153,64.339,0.1664,1.42402
CCR,2015,2015-09-23 12:00:00,19.635,8.5131,1.1783,11.0785,64.423,0.16713,1.42989
CCR,2015,2015-09-23 12:00:00,19.663,8.502,1.1789,11.5186,64.508,0.16307,1.39476
CCR,2015,2015-09-23 12:00:00,19.693,8.4918,1.181,11.9756,64.592,0.15691,1.34172
CCR,2015,2015-09-23 12:00:00,19.719,8.4825,1.1864,12.4764,64.672,0.16098,1.37627
CCR,2015,2015-09-23 12:00:00,19.735,8.4742,1.1942,13.158,64.747,0.15414,1.31749
CCR,2015,2015-09-23 12:00:00,19.757,8.4666,1.2045,14.2171,64.821,0.1528,1.30582
CCR,2015,2015-09-23 12:00:00,19.782,8.4596,1.2169,15.5412,64.895,0.15205,1.29923
CCR,2015,2015-09-23 12:00:00,19.806,8.4539,1.2283,16.6812,64.968,0.14317,1.22318
CCR,2015,2015-09-23 12:00:00,19.827,8.4503,1.2381,17.5417,65.038,0.14908,1.27354
CCR,2015,2015-09-23 12:00:00,19.855,8.4489,1.2507,18.3509,65.103,0.14626,1.24942
CCR,2015,2015-09-23 12:00:00,19.878,8.4488,1.2646,19.12,65.159,0.144,1.23011
CCR,2015,2015-09-23 12:00:00,19.889,8.4494,1.2724,19.643,65.203,0.14171,1.21055
CCR,2015,2015-09-23 12:00:00,19.892,8.4503,1.2726,19.8523,65.236,0.14204,1.21339
CCR,2015,2015-09-23 12:00:00,19.898,8.4514,1.2669,19.8025,65.26,0.13908,1.18818
CCR,2015,2015-09-23 12:00:00,19.902,8.4531,1.257,19.5767,65.278,0.13646,1.1658
CCR,2015,2015-09-23 12:00:00,19.904,8.4557,1.2476,19.3158,65.293,0.13671,1.16801
CCR,2015,2015-09-23 12:00:00,19.908,8.4597,1.2418,19.0511,65.304,0.13599,1.16198
CCR,2015,2015-09-23 12:00:00,19.911,8.466,1.2394,18.7006,65.313,0.1436,1.22724
CCR,2015,2015-09-23 12:00:00,19.913,8.4749,1.2384,18.2954,65.32,0.14329,1.22486
CCR,2015,2015-09-23 12:00:00,19.912,8.486,1.2377,17.9885,65.324,0.14964,1.27941
CCR,2015,2015-09-23 12:00:00,19.913,8.4985,1.2372,17.8217,65.326,0.14988,1.28184
CCR,2015,2015-09-23 12:00:00,19.913,8.5115,1.2368,17.7517,65.327,0.14925,1.27692
CCR,2015,2015-09-23 12:00:00,19.912,8.5246,1.2361,17.7665,65.328,0.14646,1.25345
CCR,2015,2015-09-23 12:00:00,19.913,8.5375,1.2354,17.8359,65.329,0.14234,1.21855
CCR,2015,2015-09-23 12:00:00,19.913,8.5495,1.2346,17.9062,65.329,0.14225,1.2181
CCR,2015,2015-09-23 12:00:00,19.912,8.5598,1.2324,17.9596,65.33,0.14809,1.26843
CCR,2015,2015-09-23 12:00:00,19.912,8.5684,1.2291,18.016,65.33,0.14858,1.27289
CCR,2015,2015-09-23 12:00:00,19.912,8.5754,1.2265,18.0721,65.331,0.14971,1.28277
CCR,2015,2015-09-23 12:00:00,19.914,8.5816,1.2242,18.0995,65.332,0.15959,1.3676
CCR,2015,2015-09-23 12:00:00,19.914,8.5872,1.2185,18.0895,65.333,0.16805,1.44032
CCR,2015,2015-09-23 12:00:00,19.914,8.592,1.2079,18.0381,65.334,0.17127,1.46808
CCR,2015,2015-09-23 12:00:00,19.915,8.596,1.1951,17.9466,65.335,0.17348,1.48718
CCR,2015,2015-09-23 12:00:00,19.915,8.5999,1.1854,17.8341,65.335,0.17682,1.51599
CCR,2015,2015-09-23 12:00:00,19.915,8.6046,1.1811,17.6956,65.335,0.18548,1.59039
CCR,2015,2015-09-23 12:00:00,19.915,8.6118,1.1804,17.4944,65.333,0.19355,1.65982
CCR,2015,2015-09-23 12:00:00,19.916,8.6233,1.1812,17.2477,65.331,0.2065,1.77142
CCR,2015,2015-10-28 12:00:00,1.026,15.6986,3.3222,2.9321,3.463,8.86641,89.29532
CCR,2015,2015-10-28 12:00:00,1.029,15.6992,3.3313,2.9297,3.493,8.85409,89.17238
CCR,2015,2015-10-28 12:00:00,1.069,15.6996,3.3448,2.9256,3.546,8.84256,89.05709
CCR,2015,2015-10-28 12:00:00,1.112,15.7,3.3671,2.9199,3.609,8.83358,88.96742
CCR,2015,2015-10-28 12:00:00,1.137,15.7002,3.4028,2.912,3.665,8.8229,88.86023
CCR,2015,2015-10-28 12:00:00,1.142,15.7004,3.4476,2.9057,3.708,8.82503,88.88205
CCR,2015,2015-10-28 12:00:00,1.144,15.7006,3.4893,2.9073,3.743,8.8308,88.94048
CCR,2015,2015-10-28 12:00:00,1.148,15.7009,3.5252,2.9103,3.774,8.84373,89.07135
CCR,2015,2015-10-28 12:00:00,1.151,15.7013,3.5643,2.9086,3.807,8.85986,89.23455
CCR,2015,2015-10-28 12:00:00,1.157,15.7017,3.6069,2.9087,3.849,8.87613,89.3992
CCR,2015,2015-10-28 12:00:00,1.176,15.702,3.64,2.9061,3.902,8.88636,89.5028
CCR,2015,2015-10-28 12:00:00,1.206,15.7023,3.6574,2.8966,3.964,8.89473,89.58766
CCR,2015,2015-10-28 12:00:00,1.235,15.7025,3.6635,2.8891,4.029,8.89247,89.56529
CCR,2015,2015-10-28 12:00:00,1.252,15.7027,3.6635,2.8907,4.091,8.88424,89.4828
CCR,2015,2015-10-28 12:00:00,1.259,15.7029,3.6636,2.8974,4.15,8.87766,89.41685
CCR,2015,2015-10-28 12:00:00,1.275,15.703,3.6695,2.9018,4.212,8.86912,89.33104
CCR,2015,2015-10-28 12:00:00,1.299,15.7032,3.685,2.9062,4.28,8.8573,89.21237
CCR,2015,2015-10-28 12:00:00,1.331,15.7034,3.7151,2.9106,4.35,8.85125,89.15185
CCR,2015,2015-10-28 12:00:00,1.357,15.7037,3.7528,2.9104,4.418,8.85271,89.16706
CCR,2015,2015-10-28 12:00:00,1.366,15.7041,3.7812,2.909,4.48,8.85513,89.1922
CCR,2015,2015-10-28 12:00:00,1.375,15.7045,3.7968,2.9061,4.541,8.85756,89.21747
CCR,2015,2015-10-28 12:00:00,1.395,15.7049,3.8025,2.8952,4.609,8.85968,89.23957
CCR,2015,2015-10-28 12:00:00,1.421,15.7053,3.7983,2.8837,4.683,8.86217,89.26542
CCR,2015,2015-10-28 12:00:00,1.45,15.7057,3.7861,2.8787,4.763,8.86934,89.33841
CCR,2015,2015-10-28 12:00:00,1.475,15.706,3.7656,2.8755,4.844,8.88,89.44638
CCR,2015,2015-10-28 12:00:00,1.495,15.7062,3.729,2.8755,4.929,8.88118,89.45861
CCR,2015,2015-10-28 12:00:00,1.518,15.7065,3.6812,2.8789,5.019,8.88249,89.47239
CCR,2015,2015-10-28 12:00:00,1.558,15.7066,3.6446,2.8818,5.115,8.88436,89.49141
CCR,2015,2015-10-28 12:00:00,1.607,15.7068,3.6269,2.8862,5.211,8.87807,89.42843
CCR,2015,2015-10-28 12:00:00,1.638,15.707,3.6243,2.8955,5.293,8.87752,89.42331
CCR,2015,2015-10-28 12:00:00,1.644,15.7073,3.6384,2.9078,5.36,8.88362,89.48527
CCR,2015,2015-10-28 12:00:00,1.646,15.7075,3.6637,2.9137,5.418,8.88396,89.48906
CCR,2015,2015-10-28 12:00:00,1.658,15.7077,3.6876,2.9146,5.479,8.88622,89.51227
CCR,2015,2015-10-28 12:00:00,1.679,15.7079,3.7078,2.9178,5.548,8.88286,89.47882
CCR,2015,2015-10-28 12:00:00,1.707,15.708,3.7312,2.923,5.626,8.8785,89.43507
CCR,2015,2015-10-28 12:00:00,1.736,15.708,3.7558,2.9316,5.711,8.87966,89.44678
CCR,2015,2015-10-28 12:00:00,1.765,15.708,3.7709,2.948,5.799,8.8784,89.43407
CCR,2015,2015-10-28 12:00:00,1.794,15.708,3.772,2.9756,5.89,8.87641,89.414
CCR,2015,2015-10-28 12:00:00,1.828,15.7081,3.7578,3.0137,5.982,8.87492,89.39915
CCR,2015,2015-10-28 12:00:00,1.855,15.7081,3.7334,3.0542,6.07,8.8731,89.38084
CCR,2015,2015-10-28 12:00:00,1.876,15.7082,3.7125,3.0792,6.155,8.86301,89.2794
CCR,2015,2015-10-28 12:00:00,1.904,15.7083,3.6977,3.0748,6.237,8.85341,89.1829
CCR,2015,2015-10-28 12:00:00,1.929,15.7083,3.682,3.0422,6.318,8.84489,89.09704
CCR,2015,2015-10-28 12:00:00,1.949,15.7084,3.6647,2.9977,6.398,8.84181,89.06628
CCR,2015,2015-10-28 12:00:00,1.966,15.7084,3.6509,2.9605,6.478,8.83853,89.03324
CCR,2015,2015-10-28 12:00:00,1.989,15.7084,3.6425,2.9344,6.565,8.83847,89.0326
CCR,2015,2015-10-28 12:00:00,2.024,15.7083,3.6365,2.9181,6.66,8.84274,89.07547
CCR,2015,2015-10-28 12:00:00,2.066,15.7082,3.6306,2.9117,6.759,8.84534,89.10143
CCR,2015,2015-10-28 12:00:00,2.105,15.7081,3.6224,2.908,6.852,8.85344,89.18281
CCR,2015,2015-10-28 12:00:00,2.136,15.7079,3.6103,2.9025,6.934,8.86583,89.30721
CCR,2015,2015-10-28 12:00:00,2.156,15.7078,3.5922,2.8983,6.998,8.87742,89.42378
CCR,2015,2015-10-28 12:00:00,2.158,15.7077,3.5642,2.8954,7.045,8.88552,89.50525
CCR,2015,2015-10-28 12:00:00,2.158,15.7076,3.5304,2.8919,7.083,8.89425,89.59299
CCR,2015,2015-10-28 12:00:00,2.165,15.7077,3.505,2.8915,7.121,8.89345,89.58506
CCR,2015,2015-10-28 12:00:00,2.175,15.7078,3.4959,2.8963,7.162,8.8932,89.58271
CCR,2015,2015-10-28 12:00:00,2.187,15.7078,3.5032,2.8984,7.211,8.88531,89.5033
CCR,2015,2015-10-28 12:00:00,2.199,15.7079,3.5218,2.8962,7.269,8.87641,89.41386
CCR,2015,2015-10-28 12:00:00,2.222,15.7078,3.5473,2.8993,7.339,8.8666,89.31482
CCR,2015,2015-10-28 12:00:00,2.256,15.7078,3.5845,2.9085,7.42,8.85415,89.18942
CCR,2015,2015-10-28 12:00:00,2.293,15.7078,3.6429,2.9173,7.506,8.84996,89.1472
CCR,2015,2015-10-28 12:00:00,2.327,15.7077,3.7119,2.9244,7.587,8.84212,89.06803
CCR,2015,2015-10-28 12:00:00,2.355,15.7077,3.7622,2.9283,7.658,8.83467,88.99297
CCR,2015,2015-10-28 12:00:00,2.37,15.7076,3.784,2.9244,7.713,8.83198,88.96571
CCR,2015,2015-10-28 12:00:00,2.376,15.7076,3.7812,2.9151,7.753,8.83284,88.97439
CCR,2015,2015-10-28 12:00:00,2.378,15.7075,3.753,2.9104,7.783,8.83963,89.04258
CCR,2015,2015-10-28 12:00:00,2.387,15.7075,3.7092,2.9114,7.807,8.84809,89.12773
CCR,2015,2015-10-28 12:00:00,2.394,15.7074,3.669,2.9103,7.823,8.8554,89.20127
CCR,2015,2015-10-28 12:00:00,2.395,15.7074,3.6379,2.9092,7.833,8.86258,89.27351
CCR,2015,2015-10-28 12:00:00,2.393,15.7075,3.6091,2.91,7.836,8.86907,89.33916
CCR,2015,2015-10-28 12:00:00,2.387,15.7076,3.5842,2.9039,7.837,8.87421,89.39112
CCR,2015,2015-10-28 12:00:00,2.378,15.7077,3.5708,2.8948,7.839,8.8796,89.44556
CCR,2015,2015-10-28 12:00:00,2.383,15.7079,3.572,2.8952,7.849,8.87789,89.42876
CCR,2015,2015-10-28 12:00:00,2.392,15.708,3.5911,2.8996,7.867,8.87514,89.40126
CCR,2015,2015-10-28 12:00:00,2.396,15.7082,3.6251,2.8977,7.89,8.86894,89.33911
CCR,2015,2015-10-28 12:00:00,2.397,15.7084,3.6652,2.8935,7.922,8.85561,89.20521
CCR,2015,2015-10-28 12:00:00,2.406,15.7086,3.7154,2.8963,7.968,8.84785,89.1275
CCR,2015,2015-10-28 12:00:00,2.43,15.7088,3.7893,2.9033,8.031,8.83906,89.03931
CCR,2015,2015-10-28 12:00:00,2.461,15.709,3.877,2.9083,8.108,8.83368,88.98552
CCR,2015,2015-10-28 12:00:00,2.494,15.709,3.9437,2.9162,8.193,8.831,88.95851
CCR,2015,2015-10-28 12:00:00,2.527,15.709,3.9768,2.9267,8.281,8.8313,88.96147
CCR,2015,2015-10-28 12:00:00,2.555,15.709,3.9836,2.9335,8.368,8.83915,89.04062
CCR,2015,2015-10-28 12:00:00,2.58,15.709,3.9656,2.9373,8.451,8.84623,89.11187
CCR,2015,2015-10-28 12:00:00,2.603,15.709,3.931,2.9357,8.531,8.85548,89.20508
CCR,2015,2015-10-28 12:00:00,2.621,15.7089,3.8963,2.9259,8.609,8.86892,89.34029
CCR,2015,2015-10-28 12:00:00,2.639,15.7089,3.865,2.9157,8.69,8.87189,89.37014
CCR,2015,2015-10-28 12:00:00,2.666,15.7089,3.8294,2.9102,8.778,8.8749,89.40052
CCR,2015,2015-10-28 12:00:00,2.695,15.709,3.7931,2.907,8.874,8.86835,89.33474
CCR,2015,2015-10-28 12:00:00,2.725,15.709,3.7708,2.9051,8.979,8.85876,89.23812
CCR,2015,2015-10-28 12:00:00,2.767,15.7091,3.7685,2.9052,9.093,8.85191,89.1693
CCR,2015,2015-10-28 12:00:00,2.819,15.7091,3.7873,2.9073,9.208,8.85139,89.16408
CCR,2015,2015-10-28 12:00:00,2.862,15.709,3.8158,2.912,9.314,8.8444,89.09348
CCR,2015,2015-10-28 12:00:00,2.89,15.7089,3.8258,2.9206,9.404,8.84095,89.05856
CCR,2015,2015-10-28 12:00:00,2.906,15.7087,3.8044,2.9273,9.475,8.84225,89.07119
CCR,2015,2015-10-28 12:00:00,2.916,15.7086,3.7473,2.9235,9.533,8.84766,89.1255
CCR,2015,2015-10-28 12:00:00,2.921,15.7085,3.6672,2.9153,9.582,8.84513,89.09987
CCR,2015,2015-10-28 12:00:00,2.928,15.7085,3.6035,2.9163,9.631,8.84205,89.06879
CCR,2015,2015-10-28 12:00:00,2.941,15.7085,3.5706,2.9234,9.686,8.84102,89.05844
CCR,2015,2015-10-28 12:00:00,2.961,15.7086,3.5567,2.9225,9.749,8.83865,89.03476
CCR,2015,2015-10-28 12:00:00,2.989,15.7086,3.5563,2.9168,9.82,8.83238,88.9716
CCR,2015,2015-10-28 12:00:00,3.025,15.7087,3.5656,2.914,9.893,8.8261,88.90853
CCR,2015,2015-10-28 12:00:00,3.052,15.7087,3.578,2.9109,9.959,8.82446,88.89201
CCR,2015,2015-10-28 12:00:00,3.067,15.7087,3.5916,2.9102,10.014,8.82154,88.86262
CCR,2015,2015-10-28 12:00:00,3.074,15.7087,3.6105,2.9151,10.057,8.82451,88.8925
CCR,2015,2015-10-28 12:00:00,3.076,15.7087,3.6321,2.9155,10.094,8.825,88.89749
CCR,2015,2015-10-28 12:00:00,3.082,15.7088,3.6444,2.9059,10.131,8.83072,88.95526
CCR,2015,2015-10-28 12:00:00,3.101,15.7089,3.6431,2.8984,10.171,8.8299,88.94716
CCR,2015,2015-10-28 12:00:00,3.113,15.709,3.6313,2.8981,10.212,8.83552,89.00398
CCR,2015,2015-10-28 12:00:00,3.116,15.7091,3.6128,2.8967,10.254,8.84263,89.07581
CCR,2015,2015-10-28 12:00:00,3.12,15.7093,3.5958,2.895,10.304,8.84919,89.14228
CCR,2015,2015-10-28 12:00:00,3.145,15.7095,3.5861,2.896,10.367,8.85593,89.21057
CCR,2015,2015-10-28 12:00:00,3.178,15.7097,3.5821,2.899,10.441,8.86701,89.32259
CCR,2015,2015-10-28 12:00:00,3.206,15.7099,3.5812,2.9069,10.52,8.87193,89.37247
CCR,2015,2015-10-28 12:00:00,3.229,15.71,3.5849,2.9229,10.601,8.87957,89.44969
CCR,2015,2015-10-28 12:00:00,3.254,15.71,3.5953,2.9435,10.684,8.88486,89.503
CCR,2015,2015-10-28 12:00:00,3.284,15.7101,3.6128,2.9659,10.767,8.8895,89.54993
CCR,2015,2015-10-28 12:00:00,3.308,15.7102,3.6408,3.0043,10.85,8.88767,89.5316
CCR,2015,2015-10-28 12:00:00,3.327,15.7102,3.6758,3.0528,10.933,8.88007,89.45504
CCR,2015,2015-10-28 12:00:00,3.352,15.7103,3.7032,3.0751,11.02,8.87331,89.38717
CCR,2015,2015-10-28 12:00:00,3.387,15.7103,3.7151,3.0612,11.111,8.86171,89.2703
CCR,2015,2015-10-28 12:00:00,3.426,15.7104,3.7129,3.0211,11.201,8.85035,89.15608
CCR,2015,2015-10-28 12:00:00,3.459,15.7105,3.7026,2.9693,11.281,8.84369,89.08915
CCR,2015,2015-10-28 12:00:00,3.473,15.7105,3.6917,2.931,11.347,8.83771,89.02894
CCR,2015,2015-10-28 12:00:00,3.478,15.7106,3.6807,2.9186,11.403,8.84178,89.07012
CCR,2015,2015-10-28 12:00:00,3.49,15.7106,3.6654,2.9222,11.456,8.84464,89.09889
CCR,2015,2015-10-28 12:00:00,3.504,15.7106,3.6463,2.9255,11.51,8.84737,89.12638
CCR,2015,2015-10-28 12:00:00,3.524,15.7107,3.6284,2.9248,11.565,8.84969,89.15
CCR,2015,2015-10-28 12:00:00,3.544,15.7107,3.6112,2.9233,11.622,8.84793,89.13227
CCR,2015,2015-10-28 12:00:00,3.56,15.7107,3.5893,2.9218,11.678,8.84462,89.09895
CCR,2015,2015-10-28 12:00:00,3.571,15.7107,3.5652,2.9199,11.734,8.83732,89.0254
CCR,2015,2015-10-28 12:00:00,3.581,15.7107,3.5501,2.9217,11.796,8.82957,88.94727
CCR,2015,2015-10-28 12:00:00,3.599,15.7106,3.5479,2.9276,11.869,8.83227,88.97428
CCR,2015,2015-10-28 12:00:00,3.633,15.7106,3.5572,2.9277,11.955,8.83043,88.95577
CCR,2015,2015-10-28 12:00:00,3.675,15.7106,3.5814,2.9221,12.05,8.8342,88.99377
CCR,2015,2015-10-28 12:00:00,3.718,15.7105,3.6164,2.9174,12.142,8.83793,89.03111
CCR,2015,2015-10-28 12:00:00,3.749,15.7105,3.6451,2.9133,12.223,8.84357,89.08795
CCR,2015,2015-10-28 12:00:00,3.762,15.7105,3.6598,2.9123,12.286,8.8483,89.13559
CCR,2015,2015-10-28 12:00:00,3.766,15.7105,3.6646,2.9152,12.337,8.85218,89.17473
CCR,2015,2015-10-28 12:00:00,3.768,15.7105,3.6636,2.9181,12.383,8.84396,89.09191
CCR,2015,2015-10-28 12:00:00,3.778,15.7105,3.6564,2.9197,12.433,8.83769,89.02878
CCR,2015,2015-10-28 12:00:00,3.799,15.7104,3.6395,2.9202,12.49,8.83316,88.98292
CCR,2015,2015-10-28 12:00:00,3.822,15.7104,3.6095,2.9188,12.554,8.82843,88.9353
CCR,2015,2015-10-28 12:00:00,3.84,15.7103,3.5716,2.9161,12.622,8.82878,88.93863
CCR,2015,2015-10-28 12:00:00,3.859,15.7103,3.5387,2.915,12.698,8.82918,88.94269
CCR,2015,2015-10-28 12:00:00,3.882,15.7103,3.5145,2.915,12.782,8.82995,88.95038
CCR,2015,2015-10-28 12:00:00,3.911,15.7103,3.4942,2.914,12.877,8.83428,88.99399
CCR,2015,2015-10-28 12:00:00,3.955,15.7103,3.4746,2.9139,12.981,8.84344,89.08633
CCR,2015,2015-10-28 12:00:00,3.998,15.7104,3.4566,2.9193,13.086,8.8453,89.10524
CCR,2015,2015-10-28 12:00:00,4.032,15.7105,3.4408,2.9247,13.186,8.85466,89.19974
CCR,2015,2015-10-28 12:00:00,4.059,15.7105,3.4239,2.9225,13.276,8.858,89.2333
CCR,2015,2015-10-28 12:00:00,4.08,15.7106,3.402,2.9212,13.356,8.86318,89.28575
CCR,2015,2015-10-28 12:00:00,4.099,15.7106,3.3787,2.9285,13.428,8.87048,89.35926
CCR,2015,2015-10-28 12:00:00,4.116,15.7107,3.3633,2.936,13.497,8.87749,89.43008
CCR,2015,2015-10-28 12:00:00,4.131,15.7107,3.3587,2.9411,13.564,8.8837,89.49265
CCR,2015,2015-10-28 12:00:00,4.145,15.7107,3.3658,2.9487,13.634,8.89047,89.5608
CCR,2015,2015-10-28 12:00:00,4.165,15.7107,3.3839,2.9572,13.712,8.88951,89.55113
CCR,2015,2015-10-28 12:00:00,4.2,15.7107,3.4088,2.9668,13.8,8.89195,89.57572
CCR,2015,2015-10-28 12:00:00,4.238,15.7107,3.4418,2.9846,13.892,8.89366,89.59296
CCR,2015,2015-10-28 12:00:00,4.269,15.7107,3.4912,3.0198,13.982,8.88774,89.53331
CCR,2015,2015-10-28 12:00:00,4.291,15.7108,3.5538,3.0624,14.068,8.87649,89.42015
CCR,2015,2015-10-28 12:00:00,4.312,15.7108,3.6123,3.0882,14.152,8.86718,89.32643
CCR,2015,2015-10-28 12:00:00,4.333,15.7109,3.664,3.0905,14.238,8.85785,89.23261
CCR,2015,2015-10-28 12:00:00,4.358,15.7109,3.7248,3.0642,14.328,8.84744,89.12768
CCR,2015,2015-10-28 12:00:00,4.39,15.7109,3.7918,3.0147,14.425,8.83857,89.03836
CCR,2015,2015-10-28 12:00:00,4.428,15.711,3.8384,2.97,14.527,8.83304,88.98283
CCR,2015,2015-10-28 12:00:00,4.469,15.711,3.8548,2.9379,14.627,8.82968,88.94904
CCR,2015,2015-10-28 12:00:00,4.497,15.711,3.8464,2.9118,14.721,8.83187,88.97106
CCR,2015,2015-10-28 12:00:00,4.519,15.711,3.8103,2.8976,14.808,8.83563,89.00892
CCR,2015,2015-10-28 12:00:00,4.539,15.711,3.7583,2.8949,14.891,8.84842,89.13783
CCR,2015,2015-10-28 12:00:00,4.557,15.7111,3.7206,2.8948,14.973,8.85953,89.2499
CCR,2015,2015-10-28 12:00:00,4.581,15.7111,3.7078,2.8952,15.06,8.87282,89.38377
CCR,2015,2015-10-28 12:00:00,4.607,15.7112,3.714,2.8961,15.155,8.88166,89.47303
CCR,2015,2015-10-28 12:00:00,4.645,15.7112,3.7323,2.8988,15.257,8.88282,89.48473
