Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,Depth_ft,DO_mgL,PSAT
CCR,2015,2015-05-22 12:00:00,18.258,7.3168,1.1307,5.2923,59.902,7.08215,58.82843
CCR,2015,2015-05-22 12:00:00,18.301,7.3153,1.1307,5.3782,60.044,7.0686,58.71371
CCR,2015,2015-05-22 12:00:00,18.332,7.3139,1.1387,5.361,60.143,7.05927,58.63419
CCR,2015,2015-05-22 12:00:00,18.337,7.3128,1.1307,5.3953,60.16,7.04329,58.49984
CCR,2015,2015-05-22 12:00:00,18.337,7.3125,1.1188,5.052,60.16,7.02053,58.31035
CCR,2015,2015-05-22 12:00:00,18.364,7.3129,1.1268,5.1893,60.248,7.00138,58.15188
CCR,2015,2015-05-22 12:00:00,18.415,7.3133,1.1426,5.1378,60.417,6.9744,57.92833
CCR,2015,2015-05-22 12:00:00,18.452,7.3127,1.1307,5.1035,60.539,6.95739,57.78623
CCR,2015,2015-05-22 12:00:00,18.449,7.3113,1.2021,5.3267,60.528,6.91261,57.41231
CCR,2015,2015-05-22 12:00:00,18.429,7.3098,1.2061,5.3953,60.462,6.89874,57.29502
CCR,2015,2015-05-22 12:00:00,18.45,7.3087,1.2061,5.3953,60.531,6.87709,57.11367
CCR,2015,2015-05-22 12:00:00,18.507,7.3074,1.1823,5.3438,60.72,6.85272,56.90948
CCR,2015,2015-05-22 12:00:00,18.548,7.3054,0.9998,5.1035,60.852,6.83779,56.78268
CCR,2015,2015-05-22 12:00:00,18.547,7.3032,1.0157,5.1035,60.849,6.80676,56.52191
CCR,2015,2015-05-22 12:00:00,18.542,7.301,1.0117,5.0692,60.832,6.80111,56.47186
CCR,2015,2015-05-22 12:00:00,18.563,7.2991,0.9998,5.0348,60.901,6.79625,56.4289
CCR,2015,2015-05-22 12:00:00,18.604,7.2973,1.0791,4.8288,61.037,6.78731,56.35209
CCR,2015,2015-05-22 12:00:00,18.635,7.2954,1.0633,4.8117,61.138,6.78786,56.35402
CCR,2015,2015-05-22 12:00:00,18.641,7.2936,1.0752,4.7945,61.158,6.78645,56.33977
CCR,2015,2015-05-22 12:00:00,18.646,7.2924,1.0633,4.7773,61.175,6.78204,56.30145
CCR,2015,2015-05-22 12:00:00,18.691,7.2919,1.0791,4.846,61.321,6.78189,56.29952
CCR,2015,2015-05-22 12:00:00,18.759,7.2915,1.0553,5.0348,61.544,6.78307,56.30873
CCR,2015,2015-05-22 12:00:00,18.81,7.2906,1.0633,5.0863,61.713,6.77815,56.26663
CCR,2015,2015-05-22 12:00:00,18.821,7.2891,1.0712,5.052,61.747,6.76368,56.14449
CCR,2015,2015-05-22 12:00:00,18.807,7.2875,1.0911,5.052,61.703,6.75748,56.09076
CCR,2015,2015-05-22 12:00:00,18.822,7.2862,0.9958,4.743,61.752,6.74816,56.01163
CCR,2015,2015-05-22 12:00:00,18.876,7.2852,1.0117,4.7258,61.93,6.73353,55.88883
CCR,2015,2015-05-22 12:00:00,18.936,7.2844,1.0196,4.7773,62.125,6.72035,55.77839
CCR,2015,2015-05-22 12:00:00,18.97,7.2835,0.9998,4.7773,62.237,6.70642,55.66151
CCR,2015,2015-05-22 12:00:00,18.974,7.2826,1.0038,4.8117,62.251,6.69201,55.54069
CCR,2015,2015-05-22 12:00:00,18.975,7.2817,1.0276,4.8117,62.254,6.67618,55.4081
CCR,2015,2015-05-22 12:00:00,18.998,7.2808,1.0038,4.7773,62.328,6.65636,55.24235
CCR,2015,2015-05-22 12:00:00,19.042,7.2799,0.9958,4.743,62.475,6.63881,55.09545
CCR,2015,2015-05-22 12:00:00,19.078,7.279,1.1387,4.8117,62.593,6.62086,54.94526
CCR,2015,2015-05-22 12:00:00,19.091,7.2781,1.1426,4.7773,62.636,6.6091,54.84649
CCR,2015,2015-05-22 12:00:00,19.101,7.2771,1.1307,4.8803,62.666,6.59273,54.70926
CCR,2015,2015-05-22 12:00:00,19.133,7.2763,1.1506,4.8975,62.771,6.58715,54.66192
CCR,2015,2015-05-22 12:00:00,19.187,7.2755,1.1466,4.8117,62.949,6.57656,54.57289
CCR,2015,2015-05-22 12:00:00,19.24,7.2747,1.1307,4.8117,63.122,6.56533,54.47867
CCR,2015,2015-05-22 12:00:00,19.273,7.2739,1.1149,4.8632,63.231,6.55207,54.36757
CCR,2015,2015-05-22 12:00:00,19.283,7.2732,1.1307,4.8117,63.264,6.53416,54.21802
CCR,2015,2015-05-22 12:00:00,19.294,7.2725,1.1307,4.7945,63.3,6.52323,54.12641
CCR,2015,2015-05-22 12:00:00,19.328,7.2715,1.0752,4.743,63.411,6.51016,54.01657
CCR,2015,2015-05-22 12:00:00,19.374,7.2704,1.0791,4.8117,63.564,6.48752,53.82728
CCR,2015,2015-05-22 12:00:00,19.414,7.2693,1.0633,4.7602,63.695,6.47642,53.73376
CCR,2015,2015-05-22 12:00:00,19.436,7.2681,1.0791,4.743,63.765,6.46275,53.61872
CCR,2015,2015-05-22 12:00:00,19.452,7.2671,1.0791,4.7945,63.819,6.45571,53.559
CCR,2015,2015-05-22 12:00:00,19.482,7.2662,1.0791,4.7773,63.918,6.43861,53.41592
CCR,2015,2015-05-22 12:00:00,19.514,7.2655,1.0712,4.7602,64.023,6.41739,53.23897
CCR,2015,2015-05-22 12:00:00,19.534,7.2648,1.0712,4.7602,64.087,6.40685,53.15059
CCR,2015,2015-05-22 12:00:00,19.552,7.264,1.0791,4.8632,64.146,6.39523,53.05309
CCR,2015,2015-05-22 12:00:00,19.577,7.2629,1.0553,4.7602,64.229,6.38247,52.94579
CCR,2015,2015-05-22 12:00:00,19.604,7.2617,1.0633,4.7773,64.316,6.37569,52.88803
CCR,2015,2015-05-22 12:00:00,19.632,7.2602,1.0672,4.8803,64.409,6.36332,52.78342
CCR,2015,2015-05-22 12:00:00,19.662,7.2585,1.0752,4.7945,64.509,6.35317,52.69705
CCR,2015,2015-05-22 12:00:00,19.687,7.2568,1.0514,4.7773,64.589,6.35316,52.69471
CCR,2015,2015-05-22 12:00:00,19.712,7.2552,1.0791,4.8975,64.673,6.347,52.64158
CCR,2015,2015-05-22 12:00:00,19.755,7.2537,1.0871,4.7945,64.814,6.33714,52.55784
CCR,2015,2015-05-22 12:00:00,19.811,7.2522,1.0752,4.8117,64.997,6.33286,52.52037
CCR,2015,2015-05-22 12:00:00,19.86,7.2505,1.1307,4.846,65.157,6.33057,52.49921
CCR,2015,2015-05-22 12:00:00,19.884,7.2487,1.1307,4.8288,65.236,6.32539,52.45395
CCR,2015,2015-05-22 12:00:00,19.906,7.2468,1.1387,4.7945,65.308,6.32417,52.44128
CCR,2015,2015-05-22 12:00:00,19.944,7.245,1.1268,4.8288,65.433,6.31545,52.36671
CCR,2015,2015-05-22 12:00:00,19.981,7.2433,1.2101,4.8288,65.554,6.30838,52.30582
CCR,2015,2015-05-22 12:00:00,20.012,7.2417,1.2259,4.7258,65.656,6.299,52.22603
CCR,2015,2015-05-22 12:00:00,20.048,7.2402,1.1942,4.7258,65.774,6.28647,52.12016
CCR,2015,2015-05-22 12:00:00,20.084,7.2387,1.2101,4.7945,65.891,6.27715,52.041
CCR,2015,2015-05-22 12:00:00,20.114,7.2374,1.0752,4.8117,65.992,6.25916,51.89014
CCR,2015,2015-05-22 12:00:00,20.149,7.2361,1.0791,4.7602,66.105,6.24556,51.77577
CCR,2015,2015-05-22 12:00:00,20.194,7.2349,1.0672,4.8117,66.253,6.23101,51.65358
CCR,2015,2015-05-22 12:00:00,20.241,7.2337,1.0633,4.846,66.408,6.22274,51.58351
CCR,2015,2015-05-22 12:00:00,20.274,7.2326,1.0752,4.8288,66.517,6.21265,51.49846
CCR,2015,2015-05-22 12:00:00,20.297,7.2316,1.1188,5.0348,66.59,6.20168,51.40623
CCR,2015,2015-05-22 12:00:00,20.324,7.2307,1.1426,5.1207,66.678,6.20154,51.40393
CCR,2015,2015-05-22 12:00:00,20.364,7.2298,1.1466,5.0177,66.812,6.19165,51.32082
CCR,2015,2015-05-22 12:00:00,20.407,7.229,1.1506,5.0348,66.951,6.18418,51.25791
CCR,2015,2015-05-22 12:00:00,20.441,7.2283,1.2021,5.0863,67.063,6.17701,51.19758
CCR,2015,2015-05-22 12:00:00,20.473,7.2277,1.214,5.1378,67.169,6.16872,51.12811
CCR,2015,2015-05-22 12:00:00,20.51,7.2272,1.1982,5.0863,67.29,6.15884,51.04561
CCR,2015,2015-05-22 12:00:00,20.552,7.2268,1.2101,5.0692,67.429,6.15461,51.01003
CCR,2015,2015-05-22 12:00:00,20.587,7.2265,1.0871,5.3438,67.542,6.14383,50.92034
CCR,2015,2015-05-22 12:00:00,20.601,7.2262,1.0791,5.3095,67.589,6.13187,50.82083
CCR,2015,2015-05-22 12:00:00,20.61,7.2261,1.0553,5.258,67.617,6.11814,50.70695
CCR,2015,2015-05-22 12:00:00,20.645,7.2263,1.0672,5.361,67.732,6.10633,50.60934
CCR,2015,2015-05-22 12:00:00,20.703,7.2265,1.0633,5.3782,67.922,6.08768,50.45503
CCR,2015,2015-05-22 12:00:00,20.749,7.2264,1.0752,5.3267,68.075,6.05728,50.20296
CCR,2015,2015-05-22 12:00:00,20.774,7.2258,1.0553,5.3095,68.157,6.02814,49.96065
CCR,2015,2015-05-22 12:00:00,20.78,7.2249,1.0672,5.3095,68.176,5.99549,49.68898
CCR,2015,2015-05-22 12:00:00,20.797,7.2237,1.0752,5.361,68.233,5.95274,49.3332
CCR,2015,2015-05-22 12:00:00,20.839,7.2226,1.0712,5.5842,68.37,5.90351,48.92389
CCR,2015,2015-05-22 12:00:00,20.892,7.2215,1.0553,5.7043,68.545,5.83176,48.32801
CCR,2015,2015-05-22 12:00:00,20.934,7.2202,1.0791,5.5842,68.682,5.7443,47.60164
CCR,2015,2015-05-22 12:00:00,20.958,7.2188,1.0752,5.6185,68.76,5.64386,46.7677
CCR,2015,2015-05-22 12:00:00,20.976,7.2171,1.1268,5.6357,68.82,5.59884,46.39271
CCR,2015,2015-05-22 12:00:00,21.009,7.215,1.1426,5.6013,68.926,5.46292,45.26417
CCR,2015,2015-05-22 12:00:00,21.055,7.2126,1.1426,5.6013,69.079,5.39928,44.73418
CCR,2015,2015-05-29 12:00:00,0.353,24.8574,0.2817,1.2754,1.16,8.0916,97.70664
CCR,2015,2015-05-29 12:00:00,0.36,24.8529,0.2579,1.3612,1.18,8.09494,97.73885
CCR,2015,2015-05-29 12:00:00,0.375,24.8464,0.2698,1.3269,1.23,8.10429,97.84001
CCR,2015,2015-05-29 12:00:00,0.394,24.8377,0.2698,1.3612,1.293,8.11575,97.96266
CCR,2015,2015-05-29 12:00:00,0.404,24.827,0.2619,1.3269,1.324,8.12097,98.00628
CCR,2015,2015-05-29 12:00:00,0.406,24.8146,0.2619,1.2754,1.332,8.12604,98.04499
CCR,2015,2015-05-29 12:00:00,0.418,24.8009,0.2936,1.3441,1.37,8.13187,98.09053
CCR,2015,2015-05-29 12:00:00,0.442,24.7862,0.2777,1.3269,1.451,8.13468,98.09775
CCR,2015,2015-05-29 12:00:00,0.469,24.7709,0.2738,1.3612,1.54,8.13622,98.0885
CCR,2015,2015-05-29 12:00:00,0.495,24.7543,0.2896,1.3441,1.624,8.13608,98.05679
CCR,2015,2015-05-29 12:00:00,0.513,24.7353,0.2738,1.3269,1.684,8.1341,97.99847
CCR,2015,2015-05-29 12:00:00,0.525,24.714,0.2658,1.2582,1.723,8.13609,97.98385
CCR,2015,2015-05-29 12:00:00,0.533,24.6927,0.2579,1.2582,1.749,8.14574,98.06137
CCR,2015,2015-05-29 12:00:00,0.545,24.674,0.2619,1.2926,1.788,8.15606,98.15166
CCR,2015,2015-05-29 12:00:00,0.569,24.6595,0.2619,1.2926,1.867,8.1629,98.20759
CCR,2015,2015-05-29 12:00:00,0.596,24.6493,0.2738,1.3784,1.956,8.16963,98.26995
CCR,2015,2015-05-29 12:00:00,0.629,24.6423,0.2857,1.3612,2.064,8.16569,98.20987
CCR,2015,2015-05-29 12:00:00,0.657,24.6372,0.3373,1.5501,2.157,8.1629,98.167
CCR,2015,2015-05-29 12:00:00,0.678,24.6332,0.3293,1.6187,2.224,8.15414,98.05435
CCR,2015,2015-05-29 12:00:00,0.698,24.6298,0.3293,1.5844,2.289,8.14795,97.97383
CCR,2015,2015-05-29 12:00:00,0.719,24.6263,0.3452,1.5844,2.358,8.13559,97.81878
CCR,2015,2015-05-29 12:00:00,0.744,24.6226,0.2698,1.5501,2.441,8.13238,97.77356
CCR,2015,2015-05-29 12:00:00,0.771,24.6188,0.2619,1.6187,2.53,8.13835,97.83846
CCR,2015,2015-05-29 12:00:00,0.795,24.6155,0.2658,1.5844,2.61,8.15175,97.9935
CCR,2015,2015-05-29 12:00:00,0.818,24.6132,0.2817,1.5501,2.684,8.15765,98.06027
CCR,2015,2015-05-29 12:00:00,0.836,24.6115,0.2619,1.3269,2.744,8.1612,98.09984
CCR,2015,2015-05-29 12:00:00,0.858,24.6102,0.2976,1.3269,2.814,8.1594,98.07583
CCR,2015,2015-05-29 12:00:00,0.88,24.6091,0.2738,1.2411,2.887,8.15256,97.99168
CCR,2015,2015-05-29 12:00:00,0.902,24.6081,0.2579,1.3612,2.96,8.14613,97.91253
CCR,2015,2015-05-29 12:00:00,0.932,24.6068,0.2698,1.3612,3.057,8.14293,97.87171
CCR,2015,2015-05-29 12:00:00,0.959,24.6051,0.3412,1.2926,3.145,8.14021,97.83596
CCR,2015,2015-05-29 12:00:00,0.974,24.6023,0.3333,1.2926,3.194,8.13833,97.80828
CCR,2015,2015-05-29 12:00:00,0.977,24.5982,0.3254,1.3441,3.206,8.13662,97.78033
CCR,2015,2015-05-29 12:00:00,0.978,24.5933,0.3452,1.4986,3.21,8.14345,97.85346
CCR,2015,2015-05-29 12:00:00,0.988,24.5886,0.3928,1.3612,3.241,8.14646,97.88112
CCR,2015,2015-05-29 12:00:00,1.005,24.5845,0.3928,1.2926,3.297,8.1491,97.90544
CCR,2015,2015-05-29 12:00:00,1.025,24.5809,0.3888,1.3441,3.363,8.15379,97.95522
CCR,2015,2015-05-29 12:00:00,1.049,24.5773,0.3928,1.3612,3.442,8.15664,97.98293
CCR,2015,2015-05-29 12:00:00,1.07,24.5732,0.3968,1.5844,3.511,8.15913,98.00538
CCR,2015,2015-05-29 12:00:00,1.089,24.5686,0.3928,1.6187,3.573,8.1626,98.03868
CCR,2015,2015-05-29 12:00:00,1.111,24.5638,0.4126,1.5672,3.646,8.15292,97.9137
CCR,2015,2015-05-29 12:00:00,1.135,24.5594,0.4126,1.5672,3.723,8.15536,97.93505
CCR,2015,2015-05-29 12:00:00,1.163,24.5557,0.3412,1.5672,3.815,8.15431,97.91571
CCR,2015,2015-05-29 12:00:00,1.194,24.5529,0.3373,1.7217,3.919,8.1542,97.90935
CCR,2015,2015-05-29 12:00:00,1.22,24.5508,0.3333,1.5844,4.003,8.15244,97.88441
CCR,2015,2015-05-29 12:00:00,1.244,24.5491,0.3293,1.5329,4.082,8.14905,97.84056
CCR,2015,2015-05-29 12:00:00,1.265,24.5476,0.3254,1.5501,4.15,8.14707,97.81405
CCR,2015,2015-05-29 12:00:00,1.283,24.5463,0.3531,1.5501,4.209,8.14502,97.78706
CCR,2015,2015-05-29 12:00:00,1.307,24.5454,0.3412,1.5157,4.286,8.1395,97.71924
CCR,2015,2015-05-29 12:00:00,1.337,24.5449,0.3254,1.6359,4.387,8.14004,97.72477
CCR,2015,2015-05-29 12:00:00,1.371,24.5448,0.3293,1.6187,4.5,8.14326,97.76331
CCR,2015,2015-05-29 12:00:00,1.399,24.5451,0.3333,1.3269,4.59,8.14286,97.75896
CCR,2015,2015-05-29 12:00:00,1.418,24.5458,0.3333,1.3441,4.651,8.1424,97.75474
CCR,2015,2015-05-29 12:00:00,1.434,24.5471,0.3412,1.3441,4.704,8.13602,97.68049
CCR,2015,2015-05-29 12:00:00,1.448,24.549,0.3412,1.3441,4.752,8.13332,97.65148
CCR,2015,2015-05-29 12:00:00,1.463,24.5514,0.3333,1.3269,4.8,8.12926,97.60711
CCR,2015,2015-05-29 12:00:00,1.479,24.5538,0.3293,1.3956,4.853,8.12341,97.5412
CCR,2015,2015-05-29 12:00:00,1.498,24.5559,0.3452,1.3269,4.915,8.12243,97.5333
CCR,2015,2015-05-29 12:00:00,1.525,24.5575,0.3333,1.2411,5.003,8.12826,97.6062
CCR,2015,2015-05-29 12:00:00,1.561,24.5583,0.3214,1.5672,5.12,8.13518,97.69066
CCR,2015,2015-05-29 12:00:00,1.593,24.5579,0.3293,1.6187,5.225,8.15001,97.86803
CCR,2015,2015-05-29 12:00:00,1.616,24.5557,0.3254,1.6016,5.3,8.16164,98.00371
CCR,2015,2015-05-29 12:00:00,1.632,24.5516,0.3254,1.5501,5.355,8.16584,98.04668
CCR,2015,2015-05-29 12:00:00,1.642,24.5462,0.3373,1.5844,5.386,8.17024,98.08975
CCR,2015,2015-05-29 12:00:00,1.656,24.5409,0.4047,1.4986,5.432,8.17052,98.08341
CCR,2015,2015-05-29 12:00:00,1.68,24.5361,0.3928,1.5672,5.511,8.17033,98.07243
CCR,2015,2015-05-29 12:00:00,1.707,24.5322,0.3928,1.6531,5.6,8.16846,98.04293
CCR,2015,2015-05-29 12:00:00,1.729,24.5292,0.4047,1.6187,5.674,8.16624,98.01082
CCR,2015,2015-05-29 12:00:00,1.748,24.5273,0.3928,1.5501,5.736,8.17107,98.06529
CCR,2015,2015-05-29 12:00:00,1.765,24.5264,0.3968,1.6016,5.789,8.17314,98.08852
CCR,2015,2015-05-29 12:00:00,1.788,24.5259,0.4206,1.6702,5.866,8.17194,98.07316
CCR,2015,2015-05-29 12:00:00,1.816,24.5252,0.4047,1.6016,5.958,8.17456,98.1034
CCR,2015,2015-05-29 12:00:00,1.837,24.5242,0.3928,1.6016,6.026,8.17421,98.09737
CCR,2015,2015-05-29 12:00:00,1.857,24.523,0.3928,1.6359,6.093,8.17621,98.11911
CCR,2015,2015-05-29 12:00:00,1.874,24.5212,0.4087,1.5672,6.148,8.17251,98.07147
CCR,2015,2015-05-29 12:00:00,1.889,24.5185,0.3928,1.5329,6.198,8.16628,97.99177
CCR,2015,2015-05-29 12:00:00,1.907,24.5147,0.4682,1.5844,6.258,8.16287,97.94403
CCR,2015,2015-05-29 12:00:00,1.927,24.51,0.4602,1.5501,6.322,8.1583,97.88067
CCR,2015,2015-05-29 12:00:00,1.949,24.505,0.4642,1.6187,6.394,8.1515,97.79002
CCR,2015,2015-05-29 12:00:00,1.978,24.5003,0.4523,1.5844,6.489,8.14998,97.76315
CCR,2015,2015-05-29 12:00:00,2.006,24.4962,0.4642,1.5672,6.581,8.15445,97.80935
CCR,2015,2015-05-29 12:00:00,2.035,24.4928,0.492,1.6359,6.675,8.16467,97.92574
CCR,2015,2015-05-29 12:00:00,2.065,24.49,0.4721,1.5501,6.775,8.16998,97.98439
CCR,2015,2015-05-29 12:00:00,2.09,24.4876,0.4444,1.6187,6.857,8.17067,97.98827
CCR,2015,2015-05-29 12:00:00,2.109,24.4853,0.4721,1.6187,6.919,8.17202,98.00027
CCR,2015,2015-05-29 12:00:00,2.129,24.4825,0.5356,1.5329,6.986,8.17146,97.98843
CCR,2015,2015-05-29 12:00:00,2.151,24.479,0.4959,1.5672,7.056,8.17396,98.01204
CCR,2015,2015-05-29 12:00:00,2.173,24.4751,0.5198,1.6187,7.131,8.17199,97.98135
CCR,2015,2015-05-29 12:00:00,2.201,24.4714,0.5356,1.5501,7.22,8.17113,97.9643
CCR,2015,2015-05-29 12:00:00,2.236,24.4682,0.5158,1.6016,7.335,8.16386,97.87136
CCR,2015,2015-05-29 12:00:00,2.269,24.4652,0.5317,1.6359,7.444,8.15414,97.74941
CCR,2015,2015-05-29 12:00:00,2.291,24.4621,0.5396,1.6359,7.515,8.13988,97.57284
CCR,2015,2015-05-29 12:00:00,2.305,24.4581,0.5356,1.5501,7.562,8.12333,97.36717
CCR,2015,2015-05-29 12:00:00,2.32,24.4529,0.5237,1.6874,7.613,8.10502,97.1384
CCR,2015,2015-05-29 12:00:00,2.343,24.4465,0.5396,1.6187,7.686,8.08511,96.88821
CCR,2015,2015-05-29 12:00:00,2.368,24.4387,0.5198,1.5501,7.769,8.07074,96.70198
CCR,2015,2015-05-29 12:00:00,2.395,24.4284,0.5198,1.6187,7.857,8.07012,96.67609
CCR,2015,2015-05-29 12:00:00,2.423,24.4141,0.5158,1.5501,7.948,8.07153,96.66733
CCR,2015,2015-05-29 12:00:00,2.445,24.3943,0.5991,1.5672,8.02,8.06842,96.59455
CCR,2015,2015-05-29 12:00:00,2.468,24.3673,0.5912,1.5672,8.097,8.05556,96.39215
CCR,2015,2015-05-29 12:00:00,2.507,24.332,0.5912,1.5844,8.225,8.05283,96.29627
CCR,2015,2015-05-29 12:00:00,2.552,24.2901,0.5991,1.5501,8.373,8.05964,96.30265
CCR,2015,2015-05-29 12:00:00,2.589,24.2449,0.5872,1.5329,8.496,8.07359,96.38815
CCR,2015,2015-05-29 12:00:00,2.62,24.1967,0.5832,1.6359,8.594,8.08887,96.48393
CCR,2015,2015-05-29 12:00:00,2.649,24.1404,0.5951,1.5844,8.692,8.11175,96.65525
CCR,2015,2015-05-29 12:00:00,2.677,24.0704,0.5991,1.5672,8.784,8.13628,96.82097
CCR,2015,2015-05-29 12:00:00,2.699,23.9867,0.6388,1.6016,8.854,8.15959,96.94664
CCR,2015,2015-05-29 12:00:00,2.718,23.8945,0.6586,1.6359,8.918,8.17848,97.00366
CCR,2015,2015-05-29 12:00:00,2.74,23.7981,0.6665,1.6187,8.988,8.18785,96.93955
CCR,2015,2015-05-29 12:00:00,2.76,23.7006,0.6388,1.5501,9.054,8.18863,96.7715
CCR,2015,2015-05-29 12:00:00,2.779,23.6071,0.6665,1.5844,9.117,8.1839,96.54588
CCR,2015,2015-05-29 12:00:00,2.8,23.523,0.6705,1.6016,9.188,8.17719,96.31422
CCR,2015,2015-05-29 12:00:00,2.826,23.4496,0.6586,1.5501,9.273,8.16913,96.08622
CCR,2015,2015-05-29 12:00:00,2.849,23.3838,0.6586,1.5672,9.348,8.16626,95.93334
CCR,2015,2015-05-29 12:00:00,2.864,23.3209,0.6467,1.5672,9.397,8.1633,95.78482
CCR,2015,2015-05-29 12:00:00,2.879,23.2575,0.6467,1.5329,9.445,8.16815,95.72698
CCR,2015,2015-05-29 12:00:00,2.899,23.1917,0.6388,1.5672,9.513,8.17292,95.66377
CCR,2015,2015-05-29 12:00:00,2.924,23.1238,0.6586,1.6187,9.594,8.18253,95.65325
CCR,2015,2015-05-29 12:00:00,2.951,23.0547,0.6626,1.6187,9.682,8.1864,95.57335
CCR,2015,2015-05-29 12:00:00,2.986,22.9861,0.6507,1.6016,9.796,8.18859,95.4745
CCR,2015,2015-05-29 12:00:00,3.023,22.9184,0.6388,1.6016,9.918,8.20097,95.49612
CCR,2015,2015-05-29 12:00:00,3.057,22.8506,0.6745,1.6359,10.03,8.21832,95.57491
CCR,2015,2015-05-29 12:00:00,3.086,22.7811,0.6507,1.5672,10.125,8.23774,95.6741
CCR,2015,2015-05-29 12:00:00,3.106,22.7117,0.7499,1.8934,10.191,8.26102,95.81784
CCR,2015,2015-05-29 12:00:00,3.123,22.647,0.7657,1.8591,10.247,8.28005,95.92011
CCR,2015,2015-05-29 12:00:00,3.147,22.59,0.7657,1.8591,10.324,8.29065,95.93856
CCR,2015,2015-05-29 12:00:00,3.177,22.5401,0.7499,1.7904,10.423,8.30518,96.01517
CCR,2015,2015-05-29 12:00:00,3.209,22.4954,0.7657,1.6702,10.528,8.32176,96.12461
CCR,2015,2015-05-29 12:00:00,3.237,22.4523,0.7657,1.6359,10.62,8.33717,96.22324
CCR,2015,2015-05-29 12:00:00,3.266,22.4057,0.7578,1.5501,10.716,8.35101,96.29708
CCR,2015,2015-05-29 12:00:00,3.29,22.3536,0.7578,1.6874,10.792,8.36269,96.33571
CCR,2015,2015-05-29 12:00:00,3.303,22.297,0.7459,1.5672,10.836,8.37378,96.35888
CCR,2015,2015-05-29 12:00:00,3.317,22.2393,0.9482,1.8762,10.882,8.39407,96.4855
CCR,2015,2015-05-29 12:00:00,3.343,22.1834,0.9403,1.8934,10.967,8.41805,96.65733
CCR,2015,2015-05-29 12:00:00,3.376,22.1282,0.9681,1.9621,11.076,8.45633,96.99392
CCR,2015,2015-05-29 12:00:00,3.41,22.0699,0.9641,1.8934,11.187,8.49377,97.31418
CCR,2015,2015-05-29 12:00:00,3.434,22.0042,0.9403,1.8591,11.268,8.52061,97.49832
CCR,2015,2015-05-29 12:00:00,3.451,21.9285,0.9284,1.8934,11.322,8.55221,97.71729
CCR,2015,2015-05-29 12:00:00,3.469,21.8446,0.9522,1.8762,11.381,8.58006,97.87696
CCR,2015,2015-05-29 12:00:00,3.489,21.7592,0.9443,1.8076,11.447,8.61558,98.12017
CCR,2015,2015-05-29 12:00:00,3.519,21.6787,1.0672,2.168,11.546,8.63886,98.23221
CCR,2015,2015-05-29 12:00:00,3.565,21.6059,1.0752,2.2024,11.695,8.65271,98.25115
CCR,2015,2015-05-29 12:00:00,3.611,21.5413,1.0871,2.0822,11.848,8.64952,98.09199
CCR,2015,2015-05-29 12:00:00,3.641,21.4867,1.0752,2.1165,11.945,8.64917,97.98408
CCR,2015,2015-05-29 12:00:00,3.656,21.4459,1.0791,2.1852,11.996,8.65169,97.93499
CCR,2015,2015-05-29 12:00:00,3.671,21.4192,1.099,2.1509,12.043,8.65402,97.91058
CCR,2015,2015-05-29 12:00:00,3.704,21.4004,1.0712,2.1852,12.154,8.66966,98.05171
CCR,2015,2015-05-29 12:00:00,3.752,21.38,1.0633,2.1509,12.31,8.70341,98.39432
CCR,2015,2015-05-29 12:00:00,3.785,21.3475,1.0553,2.1337,12.417,8.75785,98.94721
CCR,2015,2015-05-29 12:00:00,3.802,21.2956,1.214,2.1509,12.475,8.81807,99.52703
CCR,2015,2015-05-29 12:00:00,3.819,21.2218,1.1942,2.1337,12.528,8.87745,100.05332
CCR,2015,2015-05-29 12:00:00,3.835,21.1269,1.222,2.2024,12.581,8.93289,100.49199
CCR,2015,2015-05-29 12:00:00,3.858,21.0169,1.1982,2.1337,12.657,8.97246,100.72053
CCR,2015,2015-05-29 12:00:00,3.886,20.9028,1.2696,2.1509,12.75,8.99694,100.77006
CCR,2015,2015-05-29 12:00:00,3.915,20.7949,1.2616,2.2195,12.845,9.01616,100.77192
CCR,2015,2015-05-29 12:00:00,3.936,20.6993,1.2735,2.1509,12.914,9.03508,100.79386
CCR,2015,2015-05-29 12:00:00,3.957,20.6176,1.2656,2.168,12.983,9.05163,100.81646
CCR,2015,2015-05-29 12:00:00,3.986,20.5484,1.3172,2.1852,13.079,9.05862,100.75682
CCR,2015,2015-05-29 12:00:00,4.019,20.488,1.337,2.0994,13.184,9.06871,100.74914
CCR,2015,2015-05-29 12:00:00,4.047,20.432,1.345,2.0994,13.276,9.06804,100.63042
CCR,2015,2015-05-29 12:00:00,4.068,20.3767,1.3251,2.1509,13.346,9.07347,100.58077
CCR,2015,2015-05-29 12:00:00,4.087,20.3198,1.337,2.4255,13.41,9.07843,100.52268
CCR,2015,2015-05-29 12:00:00,4.112,20.2611,1.3251,2.4255,13.491,9.08495,100.4781
CCR,2015,2015-05-29 12:00:00,4.146,20.2008,1.3291,2.3397,13.602,9.09792,100.50142
CCR,2015,2015-05-29 12:00:00,4.181,20.1393,1.3291,2.4599,13.717,9.12692,100.69894
CCR,2015,2015-05-29 12:00:00,4.211,20.0758,1.3291,2.4084,13.815,9.16335,100.97366
CCR,2015,2015-05-29 12:00:00,4.234,20.006,1.3291,2.1337,13.891,9.20443,101.28582
CCR,2015,2015-05-29 12:00:00,4.258,19.9244,1.337,2.168,13.968,9.283,101.98474
