
Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown, 0,-6.29999994998798E-05, 1.00067901611328, 0, 8.999999408843E-06, 4.54999972134829E-04, .153439998626709
,Block 1,unknown, 0, 0, 0, 0, 0, 0, 100


Field Calibration Data,,m,b, Cal Date
,Pressure, 1, 0,unknown
,Temperature, 1, 0,unknown
SensorSN,21309003
Sensor Type,PT2X
Sensor Name,INW Smart Sensor
Session Name,FCR_inf_082817
# Records, 6714
Sensor File,11/6/2017 2:23:02 PM ,FCR_inf_11617.a4d

Barometric File,11/6/2017 1:30:30 PM ,FCR_BV_110617.a4d
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0, 38353, 4.00000044464832E-06,-2.43999995291233E-04, 1.00351190567017, 0,-7.1999995270744E-05, 4.13400027900934E-03, 3.70159968733788E-02
,Block 1, 38353, 0, 0, 0, 0, 0, 0, 100

Barometric Field Calibration Data,,m,b
,Pressure, 1, 0
,Temperature, 1, 0

SensorSN,21204020
Sensor Type,PT2X
Sensor Name,Barometric Pressure (2)
Session Name,FCR_BV_082817
# Records, n/a

Statistical Data,,Pressure(in H2O),Temperature(degC),
,Sensor Range,30 psia,,
,Minimum,2.27,3.00,
,Maximum,11.39,22.75,
,Mean,7.10,15.11,
,Variance,6.826,12.302,
,Std Deviation,2.613,3.507,
40,29-Aug-17 02:45:00,8.47,16.94,394.02,29-Aug-17 02:45:00
41,29-Aug-17 03:00:00,8.50,16.88,393.97,29-Aug-17 03:00:00
42,29-Aug-17 03:15:00,8.53,16.88,393.97,29-Aug-17 03:15:00
43,29-Aug-17 03:30:00,8.55,16.81,393.91,29-Aug-17 03:30:00
44,29-Aug-17 03:45:00,8.52,16.81,393.89,29-Aug-17 03:45:00
45,29-Aug-17 04:00:00,8.53,16.75,393.86,29-Aug-17 04:00:00
46,29-Aug-17 04:15:00,8.55,16.75,393.86,29-Aug-17 04:15:00
47,29-Aug-17 04:30:00,8.54,16.69,393.83,29-Aug-17 04:30:00
48,29-Aug-17 04:45:00,8.52,16.69,393.75,29-Aug-17 04:45:00
49,29-Aug-17 05:00:00,8.53,16.63,393.75,29-Aug-17 05:00:00
50,29-Aug-17 05:15:00,8.54,16.63,393.69,29-Aug-17 05:15:00
51,29-Aug-17 05:30:00,8.54,16.56,393.64,29-Aug-17 05:30:00
52,29-Aug-17 05:45:00,8.54,16.56,393.61,29-Aug-17 05:45:00
53,29-Aug-17 06:00:00,8.54,16.50,393.69,29-Aug-17 06:00:00
54,29-Aug-17 06:15:00,8.54,16.50,393.77,29-Aug-17 06:15:00
55,29-Aug-17 06:30:00,8.56,16.44,393.83,29-Aug-17 06:30:00
56,29-Aug-17 06:45:00,8.56,16.44,393.80,29-Aug-17 06:45:00
57,29-Aug-17 07:00:00,8.53,16.44,393.78,29-Aug-17 07:00:00
58,29-Aug-17 07:15:00,8.56,16.44,393.89,29-Aug-17 07:15:00
59,29-Aug-17 07:30:00,8.56,16.38,393.92,29-Aug-17 07:30:00
60,29-Aug-17 07:45:00,8.60,16.38,393.92,29-Aug-17 07:45:00
61,29-Aug-17 08:00:00,8.61,16.31,393.94,29-Aug-17 08:00:00
62,29-Aug-17 08:15:00,8.62,16.25,393.97,29-Aug-17 08:15:00
63,29-Aug-17 08:30:00,8.66,16.25,394.00,29-Aug-17 08:30:00
64,29-Aug-17 08:45:00,8.62,16.19,393.97,29-Aug-17 08:45:00
65,29-Aug-17 09:00:00,8.65,16.19,393.94,29-Aug-17 09:00:00
66,29-Aug-17 09:15:00,8.72,16.13,393.97,29-Aug-17 09:15:00
67,29-Aug-17 09:30:00,8.72,16.13,393.94,29-Aug-17 09:30:00
68,29-Aug-17 09:45:00,8.77,16.13,394.03,29-Aug-17 09:45:00
69,29-Aug-17 10:00:00,8.84,16.06,394.06,29-Aug-17 10:00:00
70,29-Aug-17 10:15:00,8.88,16.06,394.08,29-Aug-17 10:15:00
71,29-Aug-17 10:30:00,8.87,16.06,394.08,29-Aug-17 10:30:00
72,29-Aug-17 10:45:00,8.94,16.06,394.17,29-Aug-17 10:45:00
73,29-Aug-17 11:00:00,8.91,16.06,394.08,29-Aug-17 11:00:00
74,29-Aug-17 11:15:00,8.94,16.06,394.14,29-Aug-17 11:15:00
75,29-Aug-17 11:30:00,8.87,16.06,394.11,29-Aug-17 11:30:00
76,29-Aug-17 11:45:00,8.86,16.06,394.06,29-Aug-17 11:45:00
77,29-Aug-17 12:00:00,8.88,16.13,394.00,29-Aug-17 12:00:00
78,29-Aug-17 12:15:00,8.82,16.13,393.94,29-Aug-17 12:15:00
79,29-Aug-17 12:30:00,8.79,16.19,393.92,29-Aug-17 12:30:00
80,29-Aug-17 12:45:00,8.79,16.19,393.89,29-Aug-17 12:45:00
81,29-Aug-17 13:00:00,8.73,16.25,393.66,29-Aug-17 13:00:00
82,29-Aug-17 13:15:00,8.75,16.31,393.72,29-Aug-17 13:15:00
83,29-Aug-17 13:30:00,8.71,16.38,393.72,29-Aug-17 13:30:00
84,29-Aug-17 13:45:00,8.72,16.38,393.66,29-Aug-17 13:45:00
85,29-Aug-17 14:00:00,8.74,16.38,393.72,29-Aug-17 14:00:00
86,29-Aug-17 14:15:00,8.65,16.38,393.66,29-Aug-17 14:15:00
87,29-Aug-17 14:30:00,8.69,16.44,393.61,29-Aug-17 14:30:00
88,29-Aug-17 14:45:00,8.69,16.50,393.55,29-Aug-17 14:45:00
89,29-Aug-17 15:00:00,8.68,16.63,393.47,29-Aug-17 15:00:00
90,29-Aug-17 15:15:00,8.69,16.63,393.41,29-Aug-17 15:15:00
91,29-Aug-17 15:30:00,8.69,16.69,393.38,29-Aug-17 15:30:00
92,29-Aug-17 15:45:00,8.70,16.81,393.38,29-Aug-17 15:45:00
93,29-Aug-17 16:00:00,8.72,16.81,393.41,29-Aug-17 16:00:00
94,29-Aug-17 16:15:00,8.69,16.88,393.35,29-Aug-17 16:15:00
95,29-Aug-17 16:30:00,8.73,16.94,393.35,29-Aug-17 16:30:00
96,29-Aug-17 16:45:00,8.67,17.00,393.35,29-Aug-17 16:45:00
97,29-Aug-17 17:00:00,8.64,17.00,393.41,29-Aug-17 17:00:00
98,29-Aug-17 17:15:00,8.67,16.94,393.41,29-Aug-17 17:15:00
99,29-Aug-17 17:30:00,8.73,17.00,393.44,29-Aug-17 17:30:00
100,29-Aug-17 17:45:00,8.69,17.00,393.38,29-Aug-17 17:45:00
101,29-Aug-17 18:00:00,8.70,17.00,393.35,29-Aug-17 18:00:00
102,29-Aug-17 18:15:00,8.67,17.00,393.38,29-Aug-17 18:15:00
103,29-Aug-17 18:30:00,8.65,17.00,393.35,29-Aug-17 18:30:00
104,29-Aug-17 18:45:00,8.65,17.00,393.38,29-Aug-17 18:45:00
105,29-Aug-17 19:00:00,8.65,17.00,393.33,29-Aug-17 19:00:00
106,29-Aug-17 19:15:00,8.62,16.94,393.33,29-Aug-17 19:15:00
107,29-Aug-17 19:30:00,8.66,16.94,393.41,29-Aug-17 19:30:00
108,29-Aug-17 19:45:00,8.63,16.94,393.41,29-Aug-17 19:45:00
109,29-Aug-17 20:00:00,8.64,16.88,393.41,29-Aug-17 20:00:00
110,29-Aug-17 20:15:00,8.58,16.88,393.41,29-Aug-17 20:15:00
111,29-Aug-17 20:30:00,8.60,16.81,393.44,29-Aug-17 20:30:00
112,29-Aug-17 20:45:00,8.63,16.81,393.52,29-Aug-17 20:45:00
113,29-Aug-17 21:00:00,8.60,16.75,393.49,29-Aug-17 21:00:00
114,29-Aug-17 21:15:00,8.59,16.75,393.55,29-Aug-17 21:15:00
115,29-Aug-17 21:30:00,8.63,16.69,393.61,29-Aug-17 21:30:00
116,29-Aug-17 21:45:00,8.62,16.63,393.66,29-Aug-17 21:45:00
117,29-Aug-17 22:00:00,8.60,16.63,393.69,29-Aug-17 22:00:00
118,29-Aug-17 22:15:00,8.62,16.56,393.69,29-Aug-17 22:15:00
119,29-Aug-17 22:30:00,8.62,16.50,393.66,29-Aug-17 22:30:00
120,29-Aug-17 22:45:00,8.58,16.50,393.66,29-Aug-17 22:45:00
121,29-Aug-17 23:00:00,8.62,16.44,393.69,29-Aug-17 23:00:00
122,29-Aug-17 23:15:00,8.61,16.38,393.72,29-Aug-17 23:15:00
123,29-Aug-17 23:30:00,8.61,16.38,393.66,29-Aug-17 23:30:00
124,29-Aug-17 23:45:00,8.64,16.38,393.61,29-Aug-17 23:45:00
125,30-Aug-17 00:00:00,8.62,16.31,393.58,30-Aug-17 00:00:00
126,30-Aug-17 00:15:00,8.61,16.31,393.55,30-Aug-17 00:15:00
127,30-Aug-17 00:30:00,8.61,16.31,393.55,30-Aug-17 00:30:00
128,30-Aug-17 00:45:00,8.61,16.31,393.50,30-Aug-17 00:45:00
129,30-Aug-17 01:00:00,8.62,16.31,393.55,30-Aug-17 01:00:00
130,30-Aug-17 01:15:00,8.65,16.31,393.55,30-Aug-17 01:15:00
131,30-Aug-17 01:30:00,8.64,16.31,393.47,30-Aug-17 01:30:00
132,30-Aug-17 01:45:00,8.64,16.31,393.44,30-Aug-17 01:45:00
133,30-Aug-17 02:00:00,8.64,16.25,393.41,30-Aug-17 02:00:00
134,30-Aug-17 02:15:00,8.63,16.25,393.38,30-Aug-17 02:15:00
135,30-Aug-17 02:30:00,8.63,16.19,393.39,30-Aug-17 02:30:00
136,30-Aug-17 02:45:00,8.61,16.19,393.30,30-Aug-17 02:45:00
137,30-Aug-17 03:00:00,8.63,16.19,393.30,30-Aug-17 03:00:00
138,30-Aug-17 03:15:00,8.61,16.13,393.27,30-Aug-17 03:15:00
139,30-Aug-17 03:30:00,8.61,16.13,393.33,30-Aug-17 03:30:00
140,30-Aug-17 03:45:00,8.63,16.13,393.33,30-Aug-17 03:45:00
141,30-Aug-17 04:00:00,8.58,16.13,393.30,30-Aug-17 04:00:00
142,30-Aug-17 04:15:00,8.60,16.13,393.41,30-Aug-17 04:15:00
143,30-Aug-17 04:30:00,8.62,16.13,393.47,30-Aug-17 04:30:00
144,30-Aug-17 04:45:00,8.65,16.13,393.50,30-Aug-17 04:45:00
145,30-Aug-17 05:00:00,8.60,16.19,393.50,30-Aug-17 05:00:00
146,30-Aug-17 05:15:00,8.61,16.13,393.53,30-Aug-17 05:15:00
147,30-Aug-17 05:30:00,8.64,16.19,393.61,30-Aug-17 05:30:00
148,30-Aug-17 05:45:00,8.64,16.19,393.66,30-Aug-17 05:45:00
149,30-Aug-17 06:00:00,8.65,16.19,393.69,30-Aug-17 06:00:00
150,30-Aug-17 06:15:00,8.65,16.19,393.75,30-Aug-17 06:15:00
151,30-Aug-17 06:30:00,8.61,16.19,393.72,30-Aug-17 06:30:00
152,30-Aug-17 06:45:00,8.61,16.19,393.75,30-Aug-17 06:45:00
153,30-Aug-17 07:00:00,8.61,16.19,393.86,30-Aug-17 07:00:00
154,30-Aug-17 07:15:00,8.65,16.19,393.89,30-Aug-17 07:15:00
155,30-Aug-17 07:30:00,8.61,16.19,393.92,30-Aug-17 07:30:00
156,30-Aug-17 07:45:00,8.62,16.19,393.94,30-Aug-17 07:45:00
157,30-Aug-17 08:00:00,8.61,16.19,394.00,30-Aug-17 08:00:00
158,30-Aug-17 08:15:00,8.62,16.25,394.06,30-Aug-17 08:15:00
159,30-Aug-17 08:30:00,8.62,16.25,394.03,30-Aug-17 08:30:00
160,30-Aug-17 08:45:00,8.61,16.31,394.00,30-Aug-17 08:45:00
161,30-Aug-17 09:00:00,8.61,16.38,394.05,30-Aug-17 09:00:00
162,30-Aug-17 09:15:00,8.60,16.38,394.05,30-Aug-17 09:15:00
163,30-Aug-17 09:30:00,8.62,16.44,394.14,30-Aug-17 09:30:00
164,30-Aug-17 09:45:00,8.64,16.50,394.19,30-Aug-17 09:45:00
165,30-Aug-17 10:00:00,8.64,16.50,394.19,30-Aug-17 10:00:00
166,30-Aug-17 10:15:00,8.61,16.56,394.19,30-Aug-17 10:15:00
167,30-Aug-17 10:30:00,8.66,16.63,394.25,30-Aug-17 10:30:00
168,30-Aug-17 10:45:00,8.67,16.63,394.25,30-Aug-17 10:45:00
169,30-Aug-17 11:00:00,8.66,16.69,394.22,30-Aug-17 11:00:00
170,30-Aug-17 11:15:00,8.66,16.75,394.25,30-Aug-17 11:15:00
171,30-Aug-17 11:30:00,8.69,16.81,394.28,30-Aug-17 11:30:00
172,30-Aug-17 11:45:00,8.68,16.88,394.22,30-Aug-17 11:45:00
173,30-Aug-17 12:00:00,8.64,17.00,394.08,30-Aug-17 12:00:00
174,30-Aug-17 12:15:00,8.69,17.19,394.08,30-Aug-17 12:15:00
175,30-Aug-17 12:30:00,8.75,17.25,393.97,30-Aug-17 12:30:00
176,30-Aug-17 12:45:00,8.70,17.31,393.94,30-Aug-17 12:45:00
177,30-Aug-17 13:00:00,8.70,17.38,393.86,30-Aug-17 13:00:00
178,30-Aug-17 13:15:00,8.72,17.50,393.88,30-Aug-17 13:15:00
179,30-Aug-17 13:30:00,8.75,17.69,393.85,30-Aug-17 13:30:00
180,30-Aug-17 13:45:00,8.75,17.69,393.77,30-Aug-17 13:45:00
181,30-Aug-17 14:00:00,8.75,17.75,393.77,30-Aug-17 14:00:00
182,30-Aug-17 14:15:00,8.78,17.88,393.71,30-Aug-17 14:15:00
183,30-Aug-17 14:30:00,8.77,17.94,393.57,30-Aug-17 14:30:00
184,30-Aug-17 14:45:00,8.76,18.19,393.41,30-Aug-17 14:45:00
185,30-Aug-17 15:00:00,8.75,18.31,393.41,30-Aug-17 15:00:00
186,30-Aug-17 15:15:00,8.74,18.38,393.32,30-Aug-17 15:15:00
187,30-Aug-17 15:30:00,8.74,18.44,393.24,30-Aug-17 15:30:00
188,30-Aug-17 15:45:00,8.75,18.56,393.24,30-Aug-17 15:45:00
189,30-Aug-17 16:00:00,8.74,18.63,393.15,30-Aug-17 16:00:00
190,30-Aug-17 16:15:00,8.73,18.56,393.18,30-Aug-17 16:15:00
191,30-Aug-17 16:30:00,8.74,18.56,393.18,30-Aug-17 16:30:00
192,30-Aug-17 16:45:00,8.73,18.56,393.15,30-Aug-17 16:45:00
193,30-Aug-17 17:00:00,8.69,18.56,393.15,30-Aug-17 17:00:00
194,30-Aug-17 17:15:00,8.75,18.56,393.18,30-Aug-17 17:15:00
195,30-Aug-17 17:30:00,8.70,18.56,393.18,30-Aug-17 17:30:00
196,30-Aug-17 17:45:00,8.71,18.56,393.18,30-Aug-17 17:45:00
197,30-Aug-17 18:00:00,8.66,18.50,393.21,30-Aug-17 18:00:00
198,30-Aug-17 18:15:00,8.61,18.50,393.18,30-Aug-17 18:15:00
199,30-Aug-17 18:30:00,8.61,18.44,393.29,30-Aug-17 18:30:00
200,30-Aug-17 18:45:00,8.63,18.44,393.29,30-Aug-17 18:45:00
201,30-Aug-17 19:00:00,8.77,18.44,393.71,30-Aug-17 19:00:00
202,30-Aug-17 19:15:00,8.81,18.44,393.60,30-Aug-17 19:15:00
203,30-Aug-17 19:30:00,8.79,18.38,393.63,30-Aug-17 19:30:00
204,30-Aug-17 19:45:00,8.91,18.31,393.80,30-Aug-17 19:45:00
205,30-Aug-17 20:00:00,9.02,18.25,393.96,30-Aug-17 20:00:00
206,30-Aug-17 20:15:00,9.14,18.19,394.10,30-Aug-17 20:15:00
207,30-Aug-17 20:30:00,9.05,18.13,394.05,30-Aug-17 20:30:00
208,30-Aug-17 20:45:00,8.99,18.06,393.99,30-Aug-17 20:45:00
209,30-Aug-17 21:00:00,8.87,18.06,393.91,30-Aug-17 21:00:00
210,30-Aug-17 21:15:00,8.84,18.00,393.94,30-Aug-17 21:15:00
211,30-Aug-17 21:30:00,8.77,17.94,393.88,30-Aug-17 21:30:00
212,30-Aug-17 21:45:00,8.72,17.88,393.85,30-Aug-17 21:45:00
213,30-Aug-17 22:00:00,8.73,17.81,393.85,30-Aug-17 22:00:00
214,30-Aug-17 22:15:00,8.72,17.81,393.83,30-Aug-17 22:15:00
215,30-Aug-17 22:30:00,8.68,17.75,393.83,30-Aug-17 22:30:00
216,30-Aug-17 22:45:00,8.71,17.69,393.85,30-Aug-17 22:45:00
217,30-Aug-17 23:00:00,8.71,17.63,393.88,30-Aug-17 23:00:00
218,30-Aug-17 23:15:00,8.67,17.63,393.85,30-Aug-17 23:15:00
219,30-Aug-17 23:30:00,8.67,17.56,393.80,30-Aug-17 23:30:00
220,30-Aug-17 23:45:00,8.67,17.50,393.80,30-Aug-17 23:45:00
221,31-Aug-17 00:00:00,8.67,17.50,393.77,31-Aug-17 00:00:00
222,31-Aug-17 00:15:00,8.67,17.44,393.74,31-Aug-17 00:15:00
223,31-Aug-17 00:30:00,8.67,17.44,393.74,31-Aug-17 00:30:00
224,31-Aug-17 00:45:00,8.67,17.38,393.74,31-Aug-17 00:45:00
225,31-Aug-17 01:00:00,8.67,17.38,393.74,31-Aug-17 01:00:00
226,31-Aug-17 01:15:00,8.66,17.31,393.72,31-Aug-17 01:15:00
227,31-Aug-17 01:30:00,8.66,17.31,393.74,31-Aug-17 01:30:00
228,31-Aug-17 01:45:00,8.67,17.31,393.72,31-Aug-17 01:45:00
229,31-Aug-17 02:00:00,8.64,17.31,393.69,31-Aug-17 02:00:00
230,31-Aug-17 02:15:00,8.66,17.25,393.69,31-Aug-17 02:15:00
231,31-Aug-17 02:30:00,8.62,17.25,393.63,31-Aug-17 02:30:00
232,31-Aug-17 02:45:00,8.63,17.25,393.63,31-Aug-17 02:45:00
233,31-Aug-17 03:00:00,8.64,17.25,393.66,31-Aug-17 03:00:00
234,31-Aug-17 03:15:00,8.64,17.25,393.69,31-Aug-17 03:15:00
235,31-Aug-17 03:30:00,8.64,17.19,393.60,31-Aug-17 03:30:00
236,31-Aug-17 03:45:00,8.66,17.19,393.66,31-Aug-17 03:45:00
237,31-Aug-17 04:00:00,8.63,17.19,393.63,31-Aug-17 04:00:00
238,31-Aug-17 04:15:00,8.69,17.13,393.63,31-Aug-17 04:15:00
239,31-Aug-17 04:30:00,8.66,17.13,393.63,31-Aug-17 04:30:00
240,31-Aug-17 04:45:00,8.66,17.13,393.63,31-Aug-17 04:45:00
241,31-Aug-17 05:00:00,8.64,17.13,393.63,31-Aug-17 05:00:00
242,31-Aug-17 05:15:00,8.66,17.13,393.72,31-Aug-17 05:15:00
243,31-Aug-17 05:30:00,8.65,17.06,393.69,31-Aug-17 05:30:00
244,31-Aug-17 05:45:00,8.66,17.00,393.77,31-Aug-17 05:45:00
245,31-Aug-17 06:00:00,8.67,17.00,393.86,31-Aug-17 06:00:00
246,31-Aug-17 06:15:00,8.67,17.00,393.86,31-Aug-17 06:15:00
247,31-Aug-17 06:30:00,8.63,17.00,393.83,31-Aug-17 06:30:00
248,31-Aug-17 06:45:00,8.69,17.00,393.91,31-Aug-17 06:45:00
249,31-Aug-17 07:00:00,8.69,17.00,393.97,31-Aug-17 07:00:00
250,31-Aug-17 07:15:00,8.64,17.00,394.02,31-Aug-17 07:15:00
251,31-Aug-17 07:30:00,8.66,17.00,394.02,31-Aug-17 07:30:00
252,31-Aug-17 07:45:00,8.68,17.00,394.08,31-Aug-17 07:45:00
253,31-Aug-17 08:00:00,8.67,17.00,394.05,31-Aug-17 08:00:00
254,31-Aug-17 08:15:00,8.70,17.06,394.08,31-Aug-17 08:15:00
255,31-Aug-17 08:30:00,8.67,17.06,394.00,31-Aug-17 08:30:00
256,31-Aug-17 08:45:00,8.65,17.13,394.11,31-Aug-17 08:45:00
257,31-Aug-17 09:00:00,8.66,17.13,394.05,31-Aug-17 09:00:00
258,31-Aug-17 09:15:00,8.69,17.19,394.08,31-Aug-17 09:15:00
259,31-Aug-17 09:30:00,8.67,17.25,394.08,31-Aug-17 09:30:00
260,31-Aug-17 09:45:00,8.66,17.25,394.14,31-Aug-17 09:45:00
261,31-Aug-17 10:00:00,8.69,17.25,394.16,31-Aug-17 10:00:00
262,31-Aug-17 10:15:00,8.70,17.31,394.25,31-Aug-17 10:15:00
263,31-Aug-17 10:30:00,8.71,17.38,394.19,31-Aug-17 10:30:00
264,31-Aug-17 10:45:00,8.77,17.50,394.22,31-Aug-17 10:45:00
265,31-Aug-17 11:00:00,8.71,17.56,394.19,31-Aug-17 11:00:00
266,31-Aug-17 11:15:00,8.75,17.56,394.19,31-Aug-17 11:15:00
267,31-Aug-17 11:30:00,8.69,17.63,394.13,31-Aug-17 11:30:00
268,31-Aug-17 11:45:00,8.71,17.75,394.11,31-Aug-17 11:45:00
269,31-Aug-17 12:00:00,8.72,17.81,394.08,31-Aug-17 12:00:00
270,31-Aug-17 12:15:00,8.69,17.88,394.05,31-Aug-17 12:15:00
271,31-Aug-17 12:30:00,8.73,17.94,394.02,31-Aug-17 12:30:00
272,31-Aug-17 12:45:00,8.74,18.06,393.94,31-Aug-17 12:45:00
273,31-Aug-17 13:00:00,8.72,18.13,393.85,31-Aug-17 13:00:00
274,31-Aug-17 13:15:00,8.71,18.19,393.83,31-Aug-17 13:15:00
275,31-Aug-17 13:30:00,8.73,18.19,393.85,31-Aug-17 13:30:00
276,31-Aug-17 13:45:00,8.76,18.44,393.74,31-Aug-17 13:45:00
277,31-Aug-17 14:00:00,8.71,18.44,393.60,31-Aug-17 14:00:00
278,31-Aug-17 14:15:00,8.77,18.44,393.55,31-Aug-17 14:15:00
279,31-Aug-17 14:30:00,8.77,18.50,393.46,31-Aug-17 14:30:00
280,31-Aug-17 14:45:00,8.76,18.56,393.41,31-Aug-17 14:45:00
281,31-Aug-17 15:00:00,8.73,18.56,393.32,31-Aug-17 15:00:00
282,31-Aug-17 15:15:00,8.71,18.56,393.24,31-Aug-17 15:15:00
283,31-Aug-17 15:30:00,8.71,18.69,393.18,31-Aug-17 15:30:00
284,31-Aug-17 15:45:00,8.72,18.81,393.13,31-Aug-17 15:45:00
285,31-Aug-17 16:00:00,8.71,18.88,393.13,31-Aug-17 16:00:00
286,31-Aug-17 16:15:00,8.70,18.81,393.04,31-Aug-17 16:15:00
287,31-Aug-17 16:30:00,8.70,18.81,393.07,31-Aug-17 16:30:00
288,31-Aug-17 16:45:00,8.68,18.81,392.99,31-Aug-17 16:45:00
289,31-Aug-17 17:00:00,8.68,18.81,393.04,31-Aug-17 17:00:00
290,31-Aug-17 17:15:00,8.70,18.81,393.07,31-Aug-17 17:15:00
291,31-Aug-17 17:30:00,8.64,18.81,393.07,31-Aug-17 17:30:00
292,31-Aug-17 17:45:00,8.70,18.75,393.15,31-Aug-17 17:45:00
293,31-Aug-17 18:00:00,8.71,18.75,393.13,31-Aug-17 18:00:00
294,31-Aug-17 18:15:00,8.68,18.75,393.07,31-Aug-17 18:15:00
295,31-Aug-17 18:30:00,8.69,18.75,393.10,31-Aug-17 18:30:00
296,31-Aug-17 18:45:00,8.66,18.69,393.04,31-Aug-17 18:45:00
297,31-Aug-17 19:00:00,8.66,18.69,393.04,31-Aug-17 19:00:00
298,31-Aug-17 19:15:00,8.60,18.63,392.96,31-Aug-17 19:15:00
