Reservoir,Year,Date,Depth,TEMP_C,CHLA_ugL,DO_mgL,TURB_ntu
FCR,2013,2013-05-15 12:00:00,2.986,12.5859,3.3326,8.23872,4.9901
FCR,2013,2013-05-15 12:00:00,3.007,12.5055,3.3405,8.26461,4.9397
FCR,2013,2013-05-15 12:00:00,3.032,12.4242,3.408,8.31386,5.1412
FCR,2013,2013-05-15 12:00:00,3.056,12.3415,3.3921,8.36839,5.2083
FCR,2013,2013-05-15 12:00:00,3.082,12.2601,3.404,8.43659,5.2083
FCR,2013,2013-05-15 12:00:00,3.104,12.187,3.4,8.49532,5.2754
FCR,2013,2013-05-15 12:00:00,3.121,12.1203,3.3286,8.5385,4.688
FCR,2013,2013-05-15 12:00:00,3.137,12.0507,3.3445,8.5658,4.7551
FCR,2013,2013-05-15 12:00:00,3.159,11.9785,3.3485,8.58893,4.7383
FCR,2013,2013-05-15 12:00:00,3.183,11.9166,3.3405,8.60936,4.6712
FCR,2013,2013-05-15 12:00:00,3.203,11.8719,3.289,8.61266,4.6712
FCR,2013,2013-05-15 12:00:00,3.222,11.8381,3.285,8.62714,4.7215
FCR,2013,2013-05-15 12:00:00,3.24,11.8068,3.285,8.64123,4.7047
FCR,2013,2013-05-15 12:00:00,3.261,11.773,3.2929,8.67646,4.6712
FCR,2013,2013-05-15 12:00:00,3.282,11.7313,3.3485,8.69974,4.4698
FCR,2013,2013-05-15 12:00:00,3.304,11.6772,3.3405,8.7083,4.4698
FCR,2013,2013-05-15 12:00:00,3.329,11.6097,3.3524,8.72406,4.4194
FCR,2013,2013-05-15 12:00:00,3.354,11.5326,3.3286,8.73799,4.4362
FCR,2013,2013-05-15 12:00:00,3.374,11.4525,3.3485,8.74619,4.3858
FCR,2013,2013-05-15 12:00:00,3.39,11.3751,3.4873,8.73566,4.7215
FCR,2013,2013-05-15 12:00:00,3.405,11.3046,3.4596,8.72461,4.6376
FCR,2013,2013-05-15 12:00:00,3.423,11.2441,3.4596,8.70347,4.7383
FCR,2013,2013-05-15 12:00:00,3.44,11.1944,3.4675,8.69069,4.7215
FCR,2013,2013-05-15 12:00:00,3.457,11.1548,3.3247,8.6695,4.1508
FCR,2013,2013-05-15 12:00:00,3.473,11.121,3.3366,8.65124,4.1341
FCR,2013,2013-05-15 12:00:00,3.491,11.0857,3.3445,8.63728,4.2348
FCR,2013,2013-05-15 12:00:00,3.509,11.0433,3.3524,8.6211,4.1844
FCR,2013,2013-05-15 12:00:00,3.526,10.9921,3.1501,8.62581,3.6137
FCR,2013,2013-05-15 12:00:00,3.541,10.9313,3.1501,8.61143,3.6473
FCR,2013,2013-05-15 12:00:00,3.559,10.861,3.162,8.61115,3.6809
FCR,2013,2013-05-15 12:00:00,3.582,10.7849,3.1541,8.60271,3.6137
FCR,2013,2013-05-15 12:00:00,3.607,10.7097,3.0747,8.6004,2.8416
FCR,2013,2013-05-15 12:00:00,3.632,10.6411,3.1025,8.58663,2.8752
FCR,2013,2013-05-15 12:00:00,3.651,10.581,3.0906,8.55365,2.892
FCR,2013,2013-05-15 12:00:00,3.671,10.5282,3.0827,8.5264,2.8752
FCR,2013,2013-05-15 12:00:00,3.694,10.4817,3.0946,8.49222,2.8081
FCR,2013,2013-05-15 12:00:00,3.71,10.4426,3.2255,8.45041,2.1367
FCR,2013,2013-05-15 12:00:00,3.723,10.4102,3.2056,8.41209,2.1367
FCR,2013,2013-05-15 12:00:00,3.74,10.3796,3.2215,8.35649,2.187
FCR,2013,2013-05-15 12:00:00,3.761,10.3432,3.2175,8.30578,2.1702
FCR,2013,2013-05-15 12:00:00,3.785,10.298,3.2929,8.26117,2.1031
FCR,2013,2013-05-15 12:00:00,3.806,10.2493,3.281,8.21258,2.1199
FCR,2013,2013-05-15 12:00:00,3.827,10.2062,3.2731,8.15943,2.1702
FCR,2013,2013-05-15 12:00:00,3.847,10.1734,3.281,8.11329,2.1199
FCR,2013,2013-05-15 12:00:00,3.862,10.1469,3.0152,8.06151,1.5492
FCR,2013,2013-05-15 12:00:00,3.877,10.121,3.0271,8.00544,1.6331
FCR,2013,2013-05-15 12:00:00,3.896,10.0955,3.0231,7.96166,1.6499
FCR,2013,2013-05-15 12:00:00,3.914,10.0691,3.039,7.90136,1.566
FCR,2013,2013-05-15 12:00:00,3.933,10.0381,2.5907,7.84943,1.3813
FCR,2013,2013-05-15 12:00:00,3.95,9.9984,2.5947,7.79394,1.3478
FCR,2013,2013-05-15 12:00:00,3.968,9.9467,2.5748,7.74976,1.3142
FCR,2013,2013-05-15 12:00:00,3.988,9.8867,2.5907,7.71256,1.331
FCR,2013,2013-05-15 12:00:00,4.01,9.8271,2.5828,7.66928,1.2974
FCR,2013,2013-05-15 12:00:00,4.031,9.768,2.3328,7.64515,1.3142
FCR,2013,2013-05-15 12:00:00,4.055,9.7079,2.3209,7.60331,1.3142
FCR,2013,2013-05-15 12:00:00,4.079,9.6531,2.317,7.57603,1.3981
FCR,2013,2013-05-15 12:00:00,4.101,9.6096,2.3368,7.54873,1.3478
FCR,2013,2013-05-15 12:00:00,4.119,9.5774,2.5828,7.52403,1.5324
FCR,2013,2013-05-15 12:00:00,4.135,9.5524,2.5748,7.51346,1.5828
FCR,2013,2013-05-15 12:00:00,4.153,9.5297,2.5907,7.49009,1.6331
FCR,2013,2013-05-15 12:00:00,4.173,9.5074,2.6026,7.47478,1.6331
FCR,2013,2013-05-15 12:00:00,4.193,9.4857,2.1979,7.47416,1.566
FCR,2013,2013-05-15 12:00:00,4.217,9.4638,2.2098,7.4646,1.6163
FCR,2013,2013-05-15 12:00:00,4.242,9.4409,2.2098,7.4514,1.6499
FCR,2013,2013-05-15 12:00:00,4.263,9.4164,2.2178,7.4572,1.4988
FCR,2013,2013-05-15 12:00:00,4.285,9.389,2.1384,7.45412,1.6667
FCR,2013,2013-05-15 12:00:00,4.304,9.3578,2.1464,7.46071,1.6667
FCR,2013,2013-05-15 12:00:00,4.323,9.3224,2.1464,7.44181,1.5995
FCR,2013,2013-05-15 12:00:00,4.342,9.2833,2.1345,7.43685,1.566
FCR,2013,2013-05-15 12:00:00,4.358,9.2431,2.1384,7.4323,1.566
FCR,2013,2013-05-15 12:00:00,4.377,9.2045,1.706,7.41835,1.0456
FCR,2013,2013-05-15 12:00:00,4.396,9.1681,1.6981,7.41728,1.0121
FCR,2013,2013-05-15 12:00:00,4.417,9.1344,1.6862,7.40904,1.096
FCR,2013,2013-05-15 12:00:00,4.438,9.1042,1.6901,7.39911,1.096
FCR,2013,2013-05-15 12:00:00,4.457,9.0781,1.4997,7.38526,1.0456
FCR,2013,2013-05-15 12:00:00,4.478,9.0551,1.5116,7.36129,1.0456
FCR,2013,2013-05-15 12:00:00,4.499,9.0328,1.4997,7.34131,1.0792
FCR,2013,2013-05-15 12:00:00,4.52,9.0097,1.5156,7.30636,1.0456
FCR,2013,2013-05-15 12:00:00,4.538,8.986,1.6266,7.28206,1.0456
FCR,2013,2013-05-15 12:00:00,4.555,8.9624,1.6187,7.24521,1.0792
FCR,2013,2013-05-15 12:00:00,4.572,8.9395,1.6385,7.2259,1.0792
FCR,2013,2013-05-15 12:00:00,4.59,8.9183,1.6227,7.19993,1.0288
FCR,2013,2013-05-15 12:00:00,4.608,8.8992,1.6941,7.18049,1.2638
FCR,2013,2013-05-15 12:00:00,4.629,8.8812,1.6981,7.16784,1.3645
FCR,2013,2013-05-15 12:00:00,4.652,8.8631,1.6862,7.15572,1.3645
FCR,2013,2013-05-15 12:00:00,4.675,8.844,1.6901,7.13501,1.3478
FCR,2013,2013-05-15 12:00:00,4.699,8.8233,1.6941,7.11702,1.2471
FCR,2013,2013-05-15 12:00:00,4.725,8.8016,1.5116,7.09281,0.9785
FCR,2013,2013-05-15 12:00:00,4.752,8.7801,1.4957,7.07704,1.0792
FCR,2013,2013-05-15 12:00:00,4.773,8.76,1.4878,7.05496,1.1296
FCR,2013,2013-05-15 12:00:00,4.79,8.7414,1.5076,7.026,1.1296
FCR,2013,2013-05-15 12:00:00,4.807,8.7239,1.3688,6.99919,1.0456
FCR,2013,2013-05-15 12:00:00,4.829,8.7066,1.3767,6.95962,1.0792
FCR,2013,2013-05-15 12:00:00,4.854,8.6895,1.3926,6.93423,1.1128
FCR,2013,2013-05-15 12:00:00,4.875,8.6732,1.3886,6.90061,1.0288
FCR,2013,2013-05-15 12:00:00,4.889,8.658,1.2537,6.86863,1.0792
FCR,2013,2013-05-15 12:00:00,4.905,8.6438,1.2577,6.83524,1.096
FCR,2013,2013-05-15 12:00:00,4.927,8.6311,1.2656,6.8098,1.0456
FCR,2013,2013-05-15 12:00:00,4.95,8.6213,1.2458,6.78742,1.0456
FCR,2013,2013-05-15 12:00:00,4.967,8.6148,1.2497,6.74885,1.3142
FCR,2013,2013-05-15 12:00:00,4.982,8.6095,1.2656,6.72283,1.4149
FCR,2013,2013-05-15 12:00:00,4.999,8.6006,1.2458,6.68185,1.2638
FCR,2013,2013-05-15 12:00:00,5.022,8.5821,1.2458,6.65582,1.2638
FCR,2013,2013-05-15 12:00:00,5.047,8.5526,1.2616,6.62205,1.331
FCR,2013,2013-05-15 12:00:00,5.069,8.5173,1.2537,6.59887,0.9449
FCR,2013,2013-05-15 12:00:00,5.091,8.4823,1.2458,6.57471,1.0456
FCR,2013,2013-05-15 12:00:00,5.121,8.4507,1.2458,6.55373,1.1631
FCR,2013,2013-05-15 12:00:00,5.148,8.4237,1.2577,6.52922,1.096
FCR,2013,2013-05-15 12:00:00,5.167,8.4009,1.2537,6.5096,1.0121
FCR,2013,2013-05-15 12:00:00,5.183,8.3811,1.2458,6.50045,1.0288
FCR,2013,2013-05-15 12:00:00,5.199,8.3626,1.2577,6.49977,1.0456
FCR,2013,2013-05-15 12:00:00,5.23,8.3443,1.2577,6.49934,1.0456
FCR,2013,2013-05-15 12:00:00,5.264,8.3259,1.1268,6.51211,1.0456
FCR,2013,2013-05-15 12:00:00,5.293,8.3079,1.1228,6.53021,1.0792
FCR,2013,2013-05-15 12:00:00,5.315,8.2908,1.1268,6.55942,1.0121
FCR,2013,2013-05-15 12:00:00,5.333,8.2745,1.1228,6.58089,1.0456
FCR,2013,2013-05-15 12:00:00,5.355,8.2584,1.0395,6.60857,0.5085
FCR,2013,2013-05-15 12:00:00,5.385,8.2421,1.0553,6.61518,0.5589
FCR,2013,2013-05-15 12:00:00,5.409,8.2262,1.0712,6.62815,0.5421
FCR,2013,2013-05-15 12:00:00,5.427,8.2115,1.0514,6.63158,0.4917
FCR,2013,2013-05-15 12:00:00,5.442,8.1977,1.0514,6.6212,0.5085
FCR,2013,2013-05-15 12:00:00,5.457,8.1838,0.9958,6.60889,0.4582
FCR,2013,2013-05-15 12:00:00,5.478,8.1686,0.98,6.60767,0.5085
FCR,2013,2013-05-15 12:00:00,5.504,8.1515,0.9879,6.59718,0.5085
FCR,2013,2013-05-15 12:00:00,5.526,8.1331,0.9879,6.58119,0.4917
FCR,2013,2013-05-15 12:00:00,5.548,8.1151,0.9363,6.59202,0.7267
FCR,2013,2013-05-15 12:00:00,5.573,8.0996,0.9125,6.57855,0.8274
FCR,2013,2013-05-15 12:00:00,5.597,8.0875,0.9284,6.58094,0.8946
FCR,2013,2013-05-15 12:00:00,5.618,8.0782,0.9403,6.57842,0.7267
FCR,2013,2013-05-15 12:00:00,5.639,8.0704,0.853,6.59215,1.0456
FCR,2013,2013-05-15 12:00:00,5.658,8.0627,0.8768,6.5859,1.1463
FCR,2013,2013-05-15 12:00:00,5.678,8.0547,0.8927,6.59546,1.0456
FCR,2013,2013-05-15 12:00:00,5.702,8.0463,0.8728,6.61344,1.0792
FCR,2013,2013-05-15 12:00:00,5.729,8.0365,0.8094,6.6116,1.096
FCR,2013,2013-05-15 12:00:00,5.757,8.0259,0.8014,6.62563,1.096
FCR,2013,2013-05-15 12:00:00,5.782,8.0158,0.7935,6.61994,0.9953
FCR,2013,2013-05-15 12:00:00,5.803,8.0071,0.8014,6.6443,1.0792
FCR,2013,2013-05-15 12:00:00,5.825,8,0.7895,6.62997,1.0121
FCR,2013,2013-05-15 12:00:00,5.846,7.994,0.7578,6.62384,1.0456
FCR,2013,2013-05-15 12:00:00,5.862,7.9891,0.7261,6.63016,1.0456
FCR,2013,2013-05-15 12:00:00,5.878,7.9852,0.7419,6.62777,1.0288
FCR,2013,2013-05-15 12:00:00,5.899,7.982,0.7499,6.6312,1.096
FCR,2013,2013-05-15 12:00:00,5.921,7.9792,0.738,6.62715,1.1128
FCR,2013,2013-05-15 12:00:00,5.944,7.9769,0.7261,6.62431,1.1296
FCR,2013,2013-05-15 12:00:00,5.969,7.9747,0.7419,6.61313,1.0456
FCR,2013,2013-05-15 12:00:00,5.997,7.9723,0.7459,6.60173,1.1128
FCR,2013,2013-05-15 12:00:00,6.028,7.9697,0.6507,6.5992,1.096
FCR,2013,2013-05-15 12:00:00,6.06,7.9667,0.6943,6.59334,1.1128
FCR,2013,2013-05-15 12:00:00,6.085,7.9634,0.6903,6.60368,1.0456
FCR,2013,2013-05-15 12:00:00,6.102,7.9601,0.6705,6.60491,1.0456
FCR,2013,2013-05-15 12:00:00,6.121,7.9565,0.6745,6.6153,1.1128
FCR,2013,2013-05-15 12:00:00,6.142,7.9525,0.6745,6.61775,1.096
FCR,2013,2013-05-15 12:00:00,6.164,7.9481,0.6864,6.61004,1.0456
FCR,2013,2013-05-15 12:00:00,6.186,7.9432,0.6665,6.61139,1.096
FCR,2013,2013-05-15 12:00:00,6.209,7.9385,0.6626,6.6072,1.0792
FCR,2013,2013-05-15 12:00:00,6.231,7.9343,0.6745,6.604,1.0456
FCR,2013,2013-05-15 12:00:00,6.251,7.9309,0.6745,6.603,1.0456
FCR,2013,2013-05-15 12:00:00,6.271,7.9281,0.6705,6.61161,1.1463
FCR,2013,2013-05-15 12:00:00,6.291,7.926,0.6864,6.61538,1.096
FCR,2013,2013-05-15 12:00:00,6.308,7.9242,0.6626,6.61921,1.0456
FCR,2013,2013-05-15 12:00:00,6.324,7.9226,0.6665,6.61595,1.096
FCR,2013,2013-05-15 12:00:00,6.345,7.9214,0.6745,6.62862,1.0456
FCR,2013,2013-05-15 12:00:00,6.364,7.9203,0.6943,6.6296,1.0792
FCR,2013,2013-05-15 12:00:00,6.383,7.9193,0.6229,6.62202,1.096
FCR,2013,2013-05-15 12:00:00,6.402,7.9183,0.6348,6.61941,1.096
FCR,2013,2013-05-15 12:00:00,6.423,7.9174,0.6427,6.60917,1.0456
FCR,2013,2013-05-15 12:00:00,6.448,7.9165,0.6308,6.61306,0.9953
FCR,2013,2013-05-15 12:00:00,6.474,7.9156,0.6864,6.60926,1.096
FCR,2013,2013-05-15 12:00:00,6.5,7.9146,0.6864,6.60899,1.0288
FCR,2013,2013-05-15 12:00:00,6.523,7.9135,0.6665,6.60479,1.0288
FCR,2013,2013-05-15 12:00:00,6.547,7.9124,0.6864,6.61805,1.1463
FCR,2013,2013-05-15 12:00:00,6.57,7.9112,0.6705,6.61816,1.0288
FCR,2013,2013-05-15 12:00:00,6.589,7.9095,0.6824,6.61405,1.0288
FCR,2013,2013-05-15 12:00:00,6.608,7.9075,0.6705,6.61484,1.096
FCR,2013,2013-05-15 12:00:00,6.633,7.9054,0.6705,6.61231,1.1296
FCR,2013,2013-05-15 12:00:00,6.661,7.9034,0.6705,6.61298,1.0288
FCR,2013,2013-05-15 12:00:00,6.69,7.9017,0.6705,6.62377,1.3142
FCR,2013,2013-05-15 12:00:00,6.711,7.9003,0.6745,6.60411,1.3813
FCR,2013,2013-05-15 12:00:00,6.731,7.8986,0.6745,6.60147,1.3813
FCR,2013,2013-05-15 12:00:00,6.751,7.8964,0.6705,6.60013,1.331
FCR,2013,2013-05-15 12:00:00,6.769,7.8936,0.6626,6.58675,1.2974
FCR,2013,2013-05-15 12:00:00,6.788,7.8905,0.6824,6.58111,1.3142
FCR,2013,2013-05-15 12:00:00,6.811,7.8876,0.6943,6.56962,1.3142
FCR,2013,2013-05-15 12:00:00,6.834,7.8853,0.6745,6.575,1.3142
FCR,2013,2013-05-15 12:00:00,6.856,7.8836,0.6745,6.56248,1.3813
FCR,2013,2013-05-15 12:00:00,6.877,7.8823,0.6745,6.56736,1.3142
FCR,2013,2013-05-15 12:00:00,6.901,7.8813,0.6665,6.56903,1.3645
FCR,2013,2013-05-15 12:00:00,6.925,7.8805,0.6705,6.56459,1.3645
FCR,2013,2013-05-15 12:00:00,6.947,7.8796,0.6705,6.56887,1.3142
FCR,2013,2013-05-15 12:00:00,6.969,7.8788,0.6745,6.56373,1.0456
FCR,2013,2013-05-15 12:00:00,6.988,7.8782,0.6665,6.56343,1.0792
FCR,2013,2013-05-15 12:00:00,7.005,7.8778,0.6745,6.56621,1.1296
FCR,2013,2013-05-15 12:00:00,7.021,7.8775,0.6745,6.57416,1.0792
FCR,2013,2013-05-15 12:00:00,7.039,7.8773,0.6864,6.56643,1.096
FCR,2013,2013-05-15 12:00:00,7.059,7.877,0.6745,6.56637,1.0456
FCR,2013,2013-05-15 12:00:00,7.081,7.8768,0.6903,6.56613,0.9953
FCR,2013,2013-05-15 12:00:00,7.102,7.8765,0.6586,6.56542,1.096
FCR,2013,2013-05-15 12:00:00,7.124,7.8762,0.6665,6.55732,1.2974
FCR,2013,2013-05-15 12:00:00,7.147,7.8757,0.6943,6.55092,1.3478
FCR,2013,2013-05-15 12:00:00,7.172,7.8753,0.6665,6.54241,1.3478
FCR,2013,2013-05-15 12:00:00,7.194,7.8748,0.6665,6.54183,1.331
FCR,2013,2013-05-15 12:00:00,7.212,7.8742,0.6903,6.53814,1.3981
FCR,2013,2013-05-15 12:00:00,7.229,7.8736,0.6903,6.54004,1.2974
FCR,2013,2013-05-15 12:00:00,7.245,7.873,0.6745,6.53333,1.2974
FCR,2013,2013-05-15 12:00:00,7.263,7.8724,0.6705,6.5332,1.3645
FCR,2013,2013-05-15 12:00:00,7.282,7.8721,0.6626,6.54006,1.331
FCR,2013,2013-05-15 12:00:00,7.304,7.8719,0.6745,6.53373,1.6163
FCR,2013,2013-05-15 12:00:00,7.326,7.8719,0.6745,6.54021,1.6499
FCR,2013,2013-05-15 12:00:00,7.349,7.8718,0.6705,6.53765,1.6667
FCR,2013,2013-05-15 12:00:00,7.37,7.8716,0.6745,6.53781,1.5995
FCR,2013,2013-05-15 12:00:00,7.39,7.8712,0.6586,6.53666,1.2638
FCR,2013,2013-05-15 12:00:00,7.41,7.8708,0.6745,6.52984,1.2974
FCR,2013,2013-05-15 12:00:00,7.431,7.8704,0.6745,6.53978,1.3142
FCR,2013,2013-05-15 12:00:00,7.448,7.8699,0.6626,6.52777,1.331
FCR,2013,2013-05-15 12:00:00,7.466,7.8694,0.6665,6.52757,1.3981
FCR,2013,2013-05-15 12:00:00,7.484,7.8689,0.6705,6.51864,1.2974
FCR,2013,2013-05-15 12:00:00,7.507,7.8684,0.6745,6.52982,1.3142
FCR,2013,2013-05-15 12:00:00,7.535,7.8679,0.6705,6.51598,1.331
FCR,2013,2013-05-15 12:00:00,7.563,7.8675,0.6943,6.5022,1.331
FCR,2013,2013-05-15 12:00:00,7.583,7.867,0.6903,6.50438,1.3142
FCR,2013,2013-05-15 12:00:00,7.604,7.8665,0.6745,6.5021,1.2638
FCR,2013,2013-05-15 12:00:00,7.627,7.866,0.6665,6.50761,1.331
FCR,2013,2013-05-15 12:00:00,7.644,7.8655,0.6705,6.4906,1.2638
FCR,2013,2013-05-15 12:00:00,7.66,7.865,0.6665,6.49582,1.3813
FCR,2013,2013-05-15 12:00:00,7.68,7.8643,0.6745,6.50573,1.331
FCR,2013,2013-05-15 12:00:00,7.704,7.8635,0.6943,6.50882,1.2974
FCR,2013,2013-05-15 12:00:00,7.729,7.8622,0.6903,6.49602,1.2638
FCR,2013,2013-05-15 12:00:00,7.752,7.8606,0.6824,6.4797,1.3813
FCR,2013,2013-05-15 12:00:00,7.771,7.8586,0.6903,6.47948,1.3981
FCR,2013,2013-05-15 12:00:00,7.793,7.8563,0.6943,6.47936,1.331
FCR,2013,2013-05-15 12:00:00,7.819,7.8542,0.6665,6.46342,1.3645
FCR,2013,2013-05-15 12:00:00,7.84,7.8525,0.6824,6.46461,1.1631
FCR,2013,2013-05-15 12:00:00,7.858,7.8513,0.6824,6.46329,1.0456
FCR,2013,2013-05-15 12:00:00,7.878,7.8505,0.6467,6.46441,1.0456
FCR,2013,2013-05-15 12:00:00,7.896,7.8503,0.6745,6.45617,1.0288
FCR,2013,2013-05-15 12:00:00,7.914,7.8506,0.6388,6.45245,1.3813
FCR,2013,2013-05-15 12:00:00,7.934,7.8514,0.6229,6.45556,1.2974
FCR,2013,2013-05-15 12:00:00,7.957,7.8526,0.6388,6.45827,1.3142
FCR,2013,2013-05-15 12:00:00,7.976,7.8542,0.6189,6.44271,1.3813
FCR,2013,2013-05-15 12:00:00,7.994,7.8559,0.6229,6.44711,1.2638
FCR,2013,2013-05-15 12:00:00,8.014,7.8571,0.6308,6.43873,1.2974
FCR,2013,2013-05-15 12:00:00,8.037,7.8571,0.6189,6.41993,1.3142
FCR,2013,2013-05-15 12:00:00,8.064,7.856,0.6467,6.4062,1.2638
FCR,2013,2013-05-15 12:00:00,8.086,7.8541,0.6388,6.38441,1.2974
FCR,2013,2013-05-15 12:00:00,8.105,7.8519,0.611,6.37888,1.2974
FCR,2013,2013-05-15 12:00:00,8.124,7.8494,0.6308,6.36184,1.3813
FCR,2013,2013-05-15 12:00:00,8.142,7.8466,0.6348,6.34739,1.3142
FCR,2013,2013-05-15 12:00:00,8.162,7.8436,0.6348,6.33279,1.3142
FCR,2013,2013-05-15 12:00:00,8.187,7.8405,0.6388,6.32433,1.4485
FCR,2013,2013-05-15 12:00:00,8.217,7.8371,0.6229,6.3187,1.3478
FCR,2013,2013-05-15 12:00:00,8.249,7.8336,0.6308,6.30313,1.331
FCR,2013,2013-05-15 12:00:00,8.274,7.8304,0.6229,6.28506,1.3478
FCR,2013,2013-05-15 12:00:00,8.295,7.8276,0.6308,6.28724,1.3981
FCR,2013,2013-05-15 12:00:00,8.318,7.8256,0.6467,6.29772,1.3142
FCR,2013,2013-05-15 12:00:00,8.337,7.8242,0.6388,6.28935,1.3478
FCR,2013,2013-05-15 12:00:00,8.35,7.8233,0.6229,6.27414,1.3813
FCR,2013,2013-05-15 12:00:00,8.362,7.8228,0.6467,6.28566,1.2974
FCR,2013,2013-05-15 12:00:00,8.377,7.8226,0.6229,6.28607,1.2638
FCR,2013,2013-05-15 12:00:00,8.393,7.8226,0.6189,6.27815,1.3645
FCR,2013,2013-05-15 12:00:00,8.416,7.8228,0.6467,6.27914,1.3813
FCR,2013,2013-05-15 12:00:00,8.437,7.8233,0.6348,6.27632,1.331
FCR,2013,2013-05-15 12:00:00,8.454,7.8244,0.6308,6.28266,1.3645
FCR,2013,2013-05-15 12:00:00,8.474,7.8258,0.6467,6.27268,1.2638
FCR,2013,2013-05-15 12:00:00,8.493,7.8273,0.6427,6.2837,1.3142
FCR,2013,2013-05-15 12:00:00,8.512,7.8285,0.6229,6.27867,1.2303
FCR,2013,2013-05-15 12:00:00,8.531,7.8294,0.6388,6.29404,1.3645
FCR,2013,2013-05-15 12:00:00,8.548,7.8297,0.6308,6.29115,1.2638
FCR,2013,2013-05-15 12:00:00,8.565,7.8295,0.611,6.30179,1.3142
FCR,2013,2013-05-15 12:00:00,8.584,7.8291,0.615,6.30387,1.3813
FCR,2013,2013-05-15 12:00:00,8.606,7.8284,0.6229,6.30272,1.3645
FCR,2013,2013-05-15 12:00:00,8.627,7.8275,0.6427,6.30583,1.2638
FCR,2013,2013-05-15 12:00:00,8.648,7.8267,0.6348,6.27693,1.3645
FCR,2013,2013-05-15 12:00:00,8.669,7.8258,0.6308,6.3042,1.3478
FCR,2013,2013-05-15 12:00:00,8.692,7.8247,0.6308,6.28307,1.3478
FCR,2013,2013-05-15 12:00:00,8.714,7.8233,0.6348,6.29513,1.3142
FCR,2013,2013-05-15 12:00:00,8.733,7.822,0.6348,6.27093,1.3478
FCR,2013,2013-05-15 12:00:00,8.752,7.8207,0.6348,6.27886,1.2974
FCR,2013,2013-05-15 12:00:00,8.771,7.8195,0.6388,6.26366,1.3142
FCR,2013,2013-05-15 12:00:00,8.789,7.8183,0.6189,6.24463,1.2638
FCR,2013,2013-05-15 12:00:00,8.805,7.8171,0.6229,6.24647,1.3645
FCR,2013,2013-05-15 12:00:00,8.823,7.8158,0.6229,6.24552,1.3142
FCR,2013,2013-05-15 12:00:00,8.846,7.8143,0.6348,6.26423,1.3478
FCR,2013,2013-05-15 12:00:00,8.87,7.8128,0.6348,6.2627,1.331
FCR,2013,2013-05-15 12:00:00,8.89,7.8112,0.6388,6.25727,1.2135
FCR,2013,2013-05-15 12:00:00,8.904,7.8096,0.6189,6.25991,1.3645
FCR,2013,2013-05-15 12:00:00,8.922,7.8078,0.6229,6.24687,1.3645
FCR,2013,2013-05-15 12:00:00,8.943,7.806,0.6903,6.23997,1.331
FCR,2013,2013-05-15 12:00:00,8.964,7.804,0.6943,6.22336,1.2638
FCR,2013,2013-05-15 12:00:00,8.984,7.8021,0.6665,6.21402,1.3478
FCR,2013,2013-05-15 12:00:00,9.004,7.8001,0.6983,6.21298,1.3813
FCR,2013,2013-05-15 12:00:00,9.024,7.7981,0.6705,6.20621,1.3645
FCR,2013,2013-05-15 12:00:00,9.042,7.7961,0.6626,6.18959,1.331
FCR,2013,2013-05-15 12:00:00,9.058,7.794,0.6745,6.1801,1.4149
FCR,2013,2013-05-15 12:00:00,9.078,7.7916,0.6903,6.17649,1.331
FCR,2013,2013-05-15 12:00:00,9.101,7.7891,0.6745,6.16002,1.2638
FCR,2013,2013-05-15 12:00:00,9.127,7.7867,0.6745,6.14369,1.3645
FCR,2013,2013-05-15 12:00:00,9.15,7.7847,0.6824,6.1444,1.331
FCR,2013,2013-05-15 12:00:00,9.169,7.7828,0.6745,6.13794,1.331
FCR,2013,2013-05-15 12:00:00,9.187,7.7811,0.6745,6.13248,1.3142
FCR,2013,2013-05-15 12:00:00,9.204,7.7797,0.7499,6.11818,1.3478
FCR,2013,2013-05-15 12:00:00,9.224,7.7786,0.7261,6.11006,1.3142
FCR,2013,2013-05-15 12:00:00,9.244,7.7775,0.7261,6.08714,1.3645
FCR,2013,2013-05-15 12:00:00,9.263,7.7763,0.7261,6.07441,1.3645
FCR,2013,2013-05-15 12:00:00,9.28,7.7751,0.7459,6.05641,1.2638
FCR,2013,2013-05-15 12:00:00,9.299,7.7736,0.7261,6.0293,1.2974
FCR,2013,2013-05-15 12:00:00,9.324,7.7717,0.7459,6.00303,1.3645
FCR,2013,2013-05-15 12:00:00,9.348,7.7694,0.7419,5.96918,1.3478
FCR,2013,2013-05-15 12:00:00,9.365,7.7664,0.7261,5.92924,1.2471
FCR,2013,2013-05-15 12:00:00,9.388,7.7629,0.7261,5.89387,1.2638
FCR,2013,2013-05-15 12:00:00,9.411,7.759,0.7261,5.85543,1.3813
FCR,2013,2013-05-15 12:00:00,9.433,7.7547,0.7499,5.81403,1.2974
FCR,2013,2013-05-15 12:00:00,9.453,7.7501,0.734,5.78774,1.3813
FCR,2013,2013-05-15 12:00:00,9.471,7.7457,0.7261,5.75058,1.3813
FCR,2013,2013-05-15 12:00:00,9.481,7.7417,0.7499,5.72312,1.3142
FCR,2013,2013-05-15 12:00:00,9.49,7.7383,0.7459,5.69944,1.2974
FCR,2013,2013-05-15 12:00:00,9.511,7.7354,0.734,5.68505,1.3142
FCR,2013,2013-05-15 12:00:00,9.531,7.7328,0.7261,5.67987,1.5828
FCR,2013,2013-05-15 12:00:00,9.542,7.7305,0.7499,5.67901,1.566
FCR,2013,2013-05-15 12:00:00,9.547,7.729,0.7261,5.67588,1.5324
