
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(in H2O),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.501"
Session Name,FCR_Inf2_BV2013,,Exported,"Aqua4Plus 1.9.501"
# Records,  2491 
Statistical Data,,Temperature(degC),Pressure(in H2O),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,10.56,384.02,
,Maximum,20.56,395.88,
,Mean,15.36,391.87,
,Variance,2.427,2.092,
,Std Deviation,1.558,1.446,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(in H2O)
1681,2-Jun-13 04:00:00,17.00,390.17
1682,2-Jun-13 04:15:00,17.00,390.12
1683,2-Jun-13 04:30:00,17.00,390.20
1684,2-Jun-13 04:45:00,16.94,390.14
1685,2-Jun-13 05:00:00,16.94,390.17
1686,2-Jun-13 05:15:00,16.88,390.14
1687,2-Jun-13 05:30:00,16.88,390.12
1688,2-Jun-13 05:45:00,16.88,390.14
1689,2-Jun-13 06:00:00,16.88,390.14
1690,2-Jun-13 06:15:00,16.81,390.17
1691,2-Jun-13 06:30:00,16.81,390.14
1692,2-Jun-13 06:45:00,16.81,390.26
1693,2-Jun-13 07:00:00,16.81,390.31
1694,2-Jun-13 07:15:00,16.81,390.23
1695,2-Jun-13 07:30:00,16.81,390.26
1696,2-Jun-13 07:45:00,16.81,390.23
1697,2-Jun-13 08:00:00,16.81,390.20
1698,2-Jun-13 08:15:00,16.81,390.31
1699,2-Jun-13 08:30:00,16.81,390.31
1700,2-Jun-13 08:45:00,16.88,390.37
1701,2-Jun-13 09:00:00,16.88,390.31
1702,2-Jun-13 09:15:00,16.88,390.31
1703,2-Jun-13 09:30:00,16.88,390.34
1704,2-Jun-13 09:45:00,16.94,390.28
1705,2-Jun-13 10:00:00,17.00,390.34
1706,2-Jun-13 10:15:00,17.00,390.37
1707,2-Jun-13 10:30:00,17.00,390.45
1708,2-Jun-13 10:45:00,17.00,390.45
1709,2-Jun-13 11:00:00,17.06,390.48
1710,2-Jun-13 11:15:00,17.00,390.45
1711,2-Jun-13 11:30:00,17.06,390.48
1712,2-Jun-13 11:45:00,17.06,390.53
1713,2-Jun-13 12:00:00,17.06,390.51
1714,2-Jun-13 12:15:00,17.06,390.51
1715,2-Jun-13 12:30:00,17.13,390.53
1716,2-Jun-13 12:45:00,17.06,390.59
1717,2-Jun-13 13:00:00,17.06,390.59
1718,2-Jun-13 13:15:00,17.13,390.81
1719,2-Jun-13 13:30:00,17.25,391.34
1720,2-Jun-13 13:45:00,17.38,391.51
1721,2-Jun-13 14:00:00,17.31,391.85
1722,2-Jun-13 14:15:00,17.13,392.80
1723,2-Jun-13 14:30:00,17.06,392.54
1724,2-Jun-13 14:45:00,17.00,392.07
1725,2-Jun-13 15:00:00,17.00,391.51
1726,2-Jun-13 15:15:00,17.00,391.32
1727,2-Jun-13 15:30:00,17.00,391.18
1728,2-Jun-13 15:45:00,17.06,390.98
1729,2-Jun-13 16:00:00,17.06,390.81
1730,2-Jun-13 16:15:00,17.06,390.65
1731,2-Jun-13 16:30:00,17.06,390.51
1732,2-Jun-13 16:45:00,17.06,390.28
1733,2-Jun-13 17:00:00,17.00,390.23
1734,2-Jun-13 17:15:00,17.00,390.23
1735,2-Jun-13 17:30:00,17.00,390.25
1736,2-Jun-13 17:45:00,17.00,390.25
1737,2-Jun-13 18:00:00,17.00,390.28
1738,2-Jun-13 18:15:00,17.00,390.28
1739,2-Jun-13 18:30:00,17.00,390.25
1740,2-Jun-13 18:45:00,16.94,390.23
1741,2-Jun-13 19:00:00,16.94,390.23
1742,2-Jun-13 19:15:00,16.94,390.25
1743,2-Jun-13 19:30:00,16.94,390.31
1744,2-Jun-13 19:45:00,16.88,390.31
1745,2-Jun-13 20:00:00,16.88,390.23
1746,2-Jun-13 20:15:00,16.81,390.09
1747,2-Jun-13 20:30:00,16.81,390.12
1748,2-Jun-13 20:45:00,16.81,390.31
1749,2-Jun-13 21:00:00,16.75,390.34
1750,2-Jun-13 21:15:00,16.75,390.37
1751,2-Jun-13 21:30:00,16.75,390.37
1752,2-Jun-13 21:45:00,16.75,390.28
1753,2-Jun-13 22:00:00,16.75,390.23
1754,2-Jun-13 22:15:00,16.69,390.14
1755,2-Jun-13 22:30:00,16.69,390.14
1756,2-Jun-13 22:45:00,16.69,390.17
1757,2-Jun-13 23:00:00,16.63,390.12
1758,2-Jun-13 23:15:00,16.63,390.14
1759,2-Jun-13 23:30:00,16.63,390.12
1760,2-Jun-13 23:45:00,16.63,390.09
1761,3-Jun-13 00:00:00,16.63,390.12
1762,3-Jun-13 00:15:00,16.56,390.09
1763,3-Jun-13 00:30:00,16.56,389.95
1764,3-Jun-13 00:45:00,16.56,389.92
1765,3-Jun-13 01:00:00,16.56,389.89
1766,3-Jun-13 01:15:00,16.50,389.89
1767,3-Jun-13 01:30:00,16.50,389.87
1768,3-Jun-13 01:45:00,16.50,389.84
1769,3-Jun-13 02:00:00,16.50,389.81
1770,3-Jun-13 02:15:00,16.50,389.73
1771,3-Jun-13 02:30:00,16.44,389.70
1772,3-Jun-13 02:45:00,16.44,389.70
1773,3-Jun-13 03:00:00,16.44,389.70
1774,3-Jun-13 03:15:00,16.44,389.64
1775,3-Jun-13 03:30:00,16.44,389.53
1776,3-Jun-13 03:45:00,16.38,389.56
1777,3-Jun-13 04:00:00,16.38,389.53
1778,3-Jun-13 04:15:00,16.38,389.53
1779,3-Jun-13 04:30:00,16.38,389.50
1780,3-Jun-13 04:45:00,16.31,389.42
1781,3-Jun-13 05:00:00,16.31,389.42
1782,3-Jun-13 05:15:00,16.31,389.50
1783,3-Jun-13 05:30:00,16.31,389.53
1784,3-Jun-13 05:45:00,16.25,389.56
1785,3-Jun-13 06:00:00,16.25,389.61
1786,3-Jun-13 06:15:00,16.25,389.61
1787,3-Jun-13 06:30:00,16.25,389.64
1788,3-Jun-13 06:45:00,16.25,389.64
1789,3-Jun-13 07:00:00,16.25,389.70
1790,3-Jun-13 07:15:00,16.25,389.73
1791,3-Jun-13 07:30:00,16.25,389.78
1792,3-Jun-13 07:45:00,16.25,389.78
1793,3-Jun-13 08:00:00,16.25,389.84
1794,3-Jun-13 08:15:00,16.25,389.87
1795,3-Jun-13 08:30:00,16.25,389.84
1796,3-Jun-13 08:45:00,16.31,389.84
1797,3-Jun-13 09:00:00,16.31,389.81
1798,3-Jun-13 09:15:00,16.38,389.81
1799,3-Jun-13 09:30:00,16.38,389.87
1800,3-Jun-13 09:45:00,16.44,389.81
1801,3-Jun-13 10:00:00,16.44,389.84
1802,3-Jun-13 10:15:00,16.50,389.89
1803,3-Jun-13 10:30:00,16.50,389.87
1804,3-Jun-13 10:45:00,16.56,389.84
1805,3-Jun-13 11:00:00,16.69,389.89
1806,3-Jun-13 11:15:00,16.75,389.89
1807,3-Jun-13 11:30:00,16.81,389.89
1808,3-Jun-13 11:45:00,16.88,389.84
1809,3-Jun-13 12:00:00,16.94,389.78
1810,3-Jun-13 12:15:00,17.06,389.75
1811,3-Jun-13 12:30:00,17.13,389.72
1812,3-Jun-13 12:45:00,17.25,389.64
1813,3-Jun-13 13:00:00,17.38,389.61
1814,3-Jun-13 13:15:00,17.50,389.53
1815,3-Jun-13 13:30:00,17.63,389.44
1816,3-Jun-13 13:45:00,17.63,389.42
1817,3-Jun-13 14:00:00,17.63,389.42
1818,3-Jun-13 14:15:00,17.56,389.53
1819,3-Jun-13 14:30:00,17.50,389.58
1820,3-Jun-13 14:45:00,17.44,389.61
1821,3-Jun-13 15:00:00,17.38,389.56
1822,3-Jun-13 15:15:00,17.50,389.58
1823,3-Jun-13 15:30:00,17.50,389.61
1824,3-Jun-13 15:45:00,17.44,389.61
1825,3-Jun-13 16:00:00,17.38,389.58
1826,3-Jun-13 16:15:00,17.38,389.47
1827,3-Jun-13 16:30:00,17.31,389.36
1828,3-Jun-13 16:45:00,17.38,389.42
1829,3-Jun-13 17:00:00,17.31,389.44
1830,3-Jun-13 17:15:00,17.38,389.39
1831,3-Jun-13 17:30:00,17.38,389.42
1832,3-Jun-13 17:45:00,17.38,389.33
1833,3-Jun-13 18:00:00,17.38,389.33
1834,3-Jun-13 18:15:00,17.38,389.28
1835,3-Jun-13 18:30:00,17.38,389.33
1836,3-Jun-13 18:45:00,17.31,389.33
1837,3-Jun-13 19:00:00,17.31,389.42
1838,3-Jun-13 19:15:00,17.25,389.53
1839,3-Jun-13 19:30:00,17.25,389.56
1840,3-Jun-13 19:45:00,17.19,389.64
1841,3-Jun-13 20:00:00,17.13,389.64
1842,3-Jun-13 20:15:00,17.13,389.72
1843,3-Jun-13 20:30:00,17.13,389.81
1844,3-Jun-13 20:45:00,17.06,389.84
1845,3-Jun-13 21:00:00,17.00,389.92
1846,3-Jun-13 21:15:00,16.94,390.00
1847,3-Jun-13 21:30:00,16.94,390.09
1848,3-Jun-13 21:45:00,16.81,390.20
1849,3-Jun-13 22:00:00,16.81,390.37
1850,3-Jun-13 22:15:00,16.75,390.51
1851,3-Jun-13 22:30:00,16.69,390.62
1852,3-Jun-13 22:45:00,16.69,390.67
1853,3-Jun-13 23:00:00,16.56,390.70
1854,3-Jun-13 23:15:00,16.56,390.79
1855,3-Jun-13 23:30:00,16.56,390.81
1856,3-Jun-13 23:45:00,16.50,390.81
1857,4-Jun-13 00:00:00,16.50,390.84
1858,4-Jun-13 00:15:00,16.44,390.84
1859,4-Jun-13 00:30:00,16.44,390.82
1860,4-Jun-13 00:45:00,16.38,390.84
1861,4-Jun-13 01:00:00,16.38,390.82
1862,4-Jun-13 01:15:00,16.31,390.84
1863,4-Jun-13 01:30:00,16.25,390.84
1864,4-Jun-13 01:45:00,16.19,390.87
1865,4-Jun-13 02:00:00,16.19,390.90
1866,4-Jun-13 02:15:00,16.13,390.90
1867,4-Jun-13 02:30:00,16.06,390.93
1868,4-Jun-13 02:45:00,16.06,390.84
1869,4-Jun-13 03:00:00,16.00,390.82
1870,4-Jun-13 03:15:00,15.94,390.87
1871,4-Jun-13 03:30:00,15.88,390.79
1872,4-Jun-13 03:45:00,15.81,390.82
1873,4-Jun-13 04:00:00,15.75,390.85
1874,4-Jun-13 04:15:00,15.75,390.85
1875,4-Jun-13 04:30:00,15.69,390.85
1876,4-Jun-13 04:45:00,15.63,390.96
1877,4-Jun-13 05:00:00,15.63,390.96
1878,4-Jun-13 05:15:00,15.56,391.04
1879,4-Jun-13 05:30:00,15.56,391.10
1880,4-Jun-13 05:45:00,15.50,391.21
1881,4-Jun-13 06:00:00,15.50,391.24
1882,4-Jun-13 06:15:00,15.44,391.29
1883,4-Jun-13 06:30:00,15.44,391.38
1884,4-Jun-13 06:45:00,15.38,391.41
1885,4-Jun-13 07:00:00,15.38,391.49
1886,4-Jun-13 07:15:00,15.38,391.52
1887,4-Jun-13 07:30:00,15.38,391.57
1888,4-Jun-13 07:45:00,15.38,391.63
1889,4-Jun-13 08:00:00,15.44,391.66
1890,4-Jun-13 08:15:00,15.44,391.71
1891,4-Jun-13 08:30:00,15.44,391.71
1892,4-Jun-13 08:45:00,15.50,391.82
1893,4-Jun-13 09:00:00,15.56,391.85
1894,4-Jun-13 09:15:00,15.56,391.96
1895,4-Jun-13 09:30:00,15.63,392.02
1896,4-Jun-13 09:45:00,15.69,391.99
1897,4-Jun-13 10:00:00,15.75,391.99
1898,4-Jun-13 10:15:00,15.81,391.96
1899,4-Jun-13 10:30:00,15.88,391.99
1900,4-Jun-13 10:45:00,16.00,391.93
1901,4-Jun-13 11:00:00,16.06,391.93
1902,4-Jun-13 11:15:00,16.19,391.96
1903,4-Jun-13 11:30:00,16.25,391.96
1904,4-Jun-13 11:45:00,16.31,392.04
1905,4-Jun-13 12:00:00,16.38,392.07
1906,4-Jun-13 12:15:00,16.44,391.96
1907,4-Jun-13 12:30:00,16.63,392.02
1908,4-Jun-13 12:45:00,16.75,391.93
1909,4-Jun-13 13:00:00,16.81,391.82
1910,4-Jun-13 13:15:00,16.94,391.82
1911,4-Jun-13 13:30:00,17.06,391.87
1912,4-Jun-13 13:45:00,17.06,391.85
1913,4-Jun-13 14:00:00,17.00,391.93
1914,4-Jun-13 14:15:00,17.00,391.90
1915,4-Jun-13 14:30:00,17.06,391.85
1916,4-Jun-13 14:45:00,17.00,391.82
1917,4-Jun-13 15:00:00,17.06,391.71
1918,4-Jun-13 15:15:00,17.19,391.71
1919,4-Jun-13 15:30:00,17.25,391.68
1920,4-Jun-13 15:45:00,17.31,391.65
1921,4-Jun-13 16:00:00,17.38,391.65
1922,4-Jun-13 16:15:00,17.44,391.59
1923,4-Jun-13 16:30:00,17.50,391.59
1924,4-Jun-13 16:45:00,17.50,391.62
1925,4-Jun-13 17:00:00,17.50,391.57
1926,4-Jun-13 17:15:00,17.50,391.51
1927,4-Jun-13 17:30:00,17.50,391.48
1928,4-Jun-13 17:45:00,17.44,391.48
1929,4-Jun-13 18:00:00,17.44,391.48
1930,4-Jun-13 18:15:00,17.38,391.48
1931,4-Jun-13 18:30:00,17.38,391.48
1932,4-Jun-13 18:45:00,17.31,391.48
1933,4-Jun-13 19:00:00,17.25,391.51
1934,4-Jun-13 19:15:00,17.25,391.54
1935,4-Jun-13 19:30:00,17.19,391.51
1936,4-Jun-13 19:45:00,17.19,391.59
1937,4-Jun-13 20:00:00,17.13,391.71
1938,4-Jun-13 20:15:00,17.06,391.79
1939,4-Jun-13 20:30:00,17.06,391.85
1940,4-Jun-13 20:45:00,17.00,391.87
1941,4-Jun-13 21:00:00,16.94,391.93
1942,4-Jun-13 21:15:00,16.88,391.99
1943,4-Jun-13 21:30:00,16.88,392.07
1944,4-Jun-13 21:45:00,16.81,392.15
1945,4-Jun-13 22:00:00,16.75,392.21
1946,4-Jun-13 22:15:00,16.75,392.27
1947,4-Jun-13 22:30:00,16.69,392.32
1948,4-Jun-13 22:45:00,16.69,392.29
1949,4-Jun-13 23:00:00,16.63,392.35
1950,4-Jun-13 23:15:00,16.56,392.35
1951,4-Jun-13 23:30:00,16.56,392.35
1952,4-Jun-13 23:45:00,16.50,392.35
1953,5-Jun-13 00:00:00,16.50,392.43
1954,5-Jun-13 00:15:00,16.44,392.41
1955,5-Jun-13 00:30:00,16.44,392.32
1956,5-Jun-13 00:45:00,16.38,392.32
1957,5-Jun-13 01:00:00,16.38,392.35
1958,5-Jun-13 01:15:00,16.31,392.38
1959,5-Jun-13 01:30:00,16.31,392.35
1960,5-Jun-13 01:45:00,16.31,392.35
1961,5-Jun-13 02:00:00,16.31,392.41
1962,5-Jun-13 02:15:00,16.25,392.32
1963,5-Jun-13 02:30:00,16.19,392.27
1964,5-Jun-13 02:45:00,16.19,392.21
1965,5-Jun-13 03:00:00,16.13,392.21
1966,5-Jun-13 03:15:00,16.06,392.18
1967,5-Jun-13 03:30:00,16.06,392.16
1968,5-Jun-13 03:45:00,16.00,392.21
1969,5-Jun-13 04:00:00,15.94,392.24
1970,5-Jun-13 04:15:00,15.94,392.24
1971,5-Jun-13 04:30:00,15.88,392.35
1972,5-Jun-13 04:45:00,15.88,392.38
1973,5-Jun-13 05:00:00,15.81,392.41
1974,5-Jun-13 05:15:00,15.75,392.44
1975,5-Jun-13 05:30:00,15.75,392.49
1976,5-Jun-13 05:45:00,15.69,392.47
1977,5-Jun-13 06:00:00,15.63,392.52
1978,5-Jun-13 06:15:00,15.56,392.61
1979,5-Jun-13 06:30:00,15.56,392.61
1980,5-Jun-13 06:45:00,15.44,392.61
1981,5-Jun-13 07:00:00,15.44,392.69
1982,5-Jun-13 07:15:00,15.38,392.72
1983,5-Jun-13 07:30:00,15.31,392.75
1984,5-Jun-13 07:45:00,15.31,392.66
1985,5-Jun-13 08:00:00,15.31,392.66
1986,5-Jun-13 08:15:00,15.31,392.66
1987,5-Jun-13 08:30:00,15.31,392.66
1988,5-Jun-13 08:45:00,15.38,392.72
1989,5-Jun-13 09:00:00,15.38,392.80
1990,5-Jun-13 09:15:00,15.44,392.75
1991,5-Jun-13 09:30:00,15.44,392.77
1992,5-Jun-13 09:45:00,15.50,392.77
1993,5-Jun-13 10:00:00,15.50,392.75
1994,5-Jun-13 10:15:00,15.56,392.72
1995,5-Jun-13 10:30:00,15.56,392.69
1996,5-Jun-13 10:45:00,15.63,392.69
1997,5-Jun-13 11:00:00,15.69,392.63
1998,5-Jun-13 11:15:00,15.75,392.58
1999,5-Jun-13 11:30:00,15.81,392.52
2000,5-Jun-13 11:45:00,15.94,392.46
2001,5-Jun-13 12:00:00,16.06,392.41
2002,5-Jun-13 12:15:00,16.13,392.35
2003,5-Jun-13 12:30:00,16.19,392.27
2004,5-Jun-13 12:45:00,16.19,392.27
2005,5-Jun-13 13:00:00,16.25,392.13
2006,5-Jun-13 13:15:00,16.31,392.16
2007,5-Jun-13 13:30:00,16.31,392.10
2008,5-Jun-13 13:45:00,16.31,392.04
2009,5-Jun-13 14:00:00,16.31,392.07
2010,5-Jun-13 14:15:00,16.31,392.07
2011,5-Jun-13 14:30:00,16.31,392.07
2012,5-Jun-13 14:45:00,16.38,392.02
2013,5-Jun-13 15:00:00,16.38,391.99
2014,5-Jun-13 15:15:00,16.38,391.96
2015,5-Jun-13 15:30:00,16.38,391.93
2016,5-Jun-13 15:45:00,16.38,391.88
2017,5-Jun-13 16:00:00,16.38,391.82
2018,5-Jun-13 16:15:00,16.38,391.76
2019,5-Jun-13 16:30:00,16.38,391.68
2020,5-Jun-13 16:45:00,16.38,391.63
2021,5-Jun-13 17:00:00,16.44,391.54
2022,5-Jun-13 17:15:00,16.44,391.51
2023,5-Jun-13 17:30:00,16.50,391.46
2024,5-Jun-13 17:45:00,16.56,391.48
2025,5-Jun-13 18:00:00,16.56,391.43
2026,5-Jun-13 18:15:00,16.56,391.40
2027,5-Jun-13 18:30:00,16.50,391.46
2028,5-Jun-13 18:45:00,16.50,391.40
2029,5-Jun-13 19:00:00,16.44,391.43
2030,5-Jun-13 19:15:00,16.44,391.40
2031,5-Jun-13 19:30:00,16.38,391.40
2032,5-Jun-13 19:45:00,16.38,391.49
2033,5-Jun-13 20:00:00,16.38,391.46
2034,5-Jun-13 20:15:00,16.38,391.54
2035,5-Jun-13 20:30:00,16.31,391.46
2036,5-Jun-13 20:45:00,16.31,391.43
2037,5-Jun-13 21:00:00,16.25,391.40
2038,5-Jun-13 21:15:00,16.25,391.46
2039,5-Jun-13 21:30:00,16.25,391.51
2040,5-Jun-13 21:45:00,16.25,391.57
2041,5-Jun-13 22:00:00,16.19,391.65
2042,5-Jun-13 22:15:00,16.19,391.60
2043,5-Jun-13 22:30:00,16.19,391.65
2044,5-Jun-13 22:45:00,16.13,391.57
2045,5-Jun-13 23:00:00,16.13,391.57
2046,5-Jun-13 23:15:00,16.13,391.54
2047,5-Jun-13 23:30:00,16.06,391.46
2048,5-Jun-13 23:45:00,16.13,391.43
2049,6-Jun-13 00:00:00,16.06,391.40
2050,6-Jun-13 00:15:00,16.06,391.35
2051,6-Jun-13 00:30:00,16.06,391.32
2052,6-Jun-13 00:45:00,16.06,391.26
2053,6-Jun-13 01:00:00,16.06,391.18
2054,6-Jun-13 01:15:00,16.06,391.18
2055,6-Jun-13 01:30:00,16.00,391.15
2056,6-Jun-13 01:45:00,16.00,391.12
2057,6-Jun-13 02:00:00,16.00,391.10
2058,6-Jun-13 02:15:00,16.00,391.04
2059,6-Jun-13 02:30:00,16.00,390.98
2060,6-Jun-13 02:45:00,15.94,390.96
2061,6-Jun-13 03:00:00,15.94,390.84
2062,6-Jun-13 03:15:00,15.94,390.76
2063,6-Jun-13 03:30:00,15.94,390.76
2064,6-Jun-13 03:45:00,15.94,390.73
2065,6-Jun-13 04:00:00,15.88,390.68
2066,6-Jun-13 04:15:00,15.88,390.59
2067,6-Jun-13 04:30:00,15.88,390.65
2068,6-Jun-13 04:45:00,15.88,390.71
2069,6-Jun-13 05:00:00,15.81,390.65
2070,6-Jun-13 05:15:00,15.75,390.68
2071,6-Jun-13 05:30:00,15.75,390.82
2072,6-Jun-13 05:45:00,15.69,391.07
2073,6-Jun-13 06:00:00,15.69,391.26
2074,6-Jun-13 06:15:00,15.63,391.54
2075,6-Jun-13 06:30:00,15.56,392.13
2076,6-Jun-13 06:45:00,15.50,392.61
2077,6-Jun-13 07:00:00,15.44,392.86
2078,6-Jun-13 07:15:00,15.38,393.03
2079,6-Jun-13 07:30:00,15.31,392.83
2080,6-Jun-13 07:45:00,15.31,392.66
2081,6-Jun-13 08:00:00,15.25,392.66
2082,6-Jun-13 08:15:00,15.25,392.55
2083,6-Jun-13 08:30:00,15.19,392.66
2084,6-Jun-13 08:45:00,15.19,392.66
2085,6-Jun-13 09:00:00,15.19,392.66
2086,6-Jun-13 09:15:00,15.13,392.66
2087,6-Jun-13 09:30:00,15.13,392.66
2088,6-Jun-13 09:45:00,15.13,392.75
2089,6-Jun-13 10:00:00,15.06,392.64
2090,6-Jun-13 10:15:00,15.06,392.64
2091,6-Jun-13 10:30:00,15.06,392.92
2092,6-Jun-13 10:45:00,15.06,393.19
2093,6-Jun-13 11:00:00,15.00,393.42
2094,6-Jun-13 11:15:00,15.00,393.25
2095,6-Jun-13 11:30:00,15.00,393.03
2096,6-Jun-13 11:45:00,15.00,392.83
2097,6-Jun-13 12:00:00,15.00,392.72
2098,6-Jun-13 12:15:00,15.00,392.64
2099,6-Jun-13 12:30:00,15.00,392.47
2100,6-Jun-13 12:45:00,15.00,392.30
2101,6-Jun-13 13:00:00,15.00,392.19
2102,6-Jun-13 13:15:00,15.00,391.99
2103,6-Jun-13 13:30:00,15.00,391.83
2104,6-Jun-13 13:45:00,15.06,391.85
2105,6-Jun-13 14:00:00,15.06,392.05
2106,6-Jun-13 14:15:00,15.06,392.13
2107,6-Jun-13 14:30:00,15.06,392.55
2108,6-Jun-13 14:45:00,15.06,392.80
2109,6-Jun-13 15:00:00,15.06,393.39
2110,6-Jun-13 15:15:00,15.06,394.09
2111,6-Jun-13 15:30:00,15.00,394.40
2112,6-Jun-13 15:45:00,15.00,394.26
2113,6-Jun-13 16:00:00,15.00,393.95
2114,6-Jun-13 16:15:00,14.94,393.70
2115,6-Jun-13 16:30:00,14.94,393.33
2116,6-Jun-13 16:45:00,14.94,393.28
2117,6-Jun-13 17:00:00,14.88,393.06
2118,6-Jun-13 17:15:00,14.94,392.86
2119,6-Jun-13 17:30:00,14.94,392.69
2120,6-Jun-13 17:45:00,14.94,392.52
2121,6-Jun-13 18:00:00,14.88,392.36
2122,6-Jun-13 18:15:00,14.88,392.30
2123,6-Jun-13 18:30:00,14.88,392.16
2124,6-Jun-13 18:45:00,14.88,392.11
2125,6-Jun-13 19:00:00,14.88,391.99
2126,6-Jun-13 19:15:00,14.81,391.97
2127,6-Jun-13 19:30:00,14.81,391.83
2128,6-Jun-13 19:45:00,14.81,391.77
2129,6-Jun-13 20:00:00,14.81,391.69
2130,6-Jun-13 20:15:00,14.75,391.63
2131,6-Jun-13 20:30:00,14.75,391.55
2132,6-Jun-13 20:45:00,14.75,391.58
2133,6-Jun-13 21:00:00,14.75,391.55
2134,6-Jun-13 21:15:00,14.69,391.55
2135,6-Jun-13 21:30:00,14.69,391.58
2136,6-Jun-13 21:45:00,14.69,391.55
2137,6-Jun-13 22:00:00,14.69,391.58
2138,6-Jun-13 22:15:00,14.69,391.63
2139,6-Jun-13 22:30:00,14.69,391.55
2140,6-Jun-13 22:45:00,14.63,391.52
2141,6-Jun-13 23:00:00,14.63,391.52
2142,6-Jun-13 23:15:00,14.63,391.49
2143,6-Jun-13 23:30:00,14.63,391.35
2144,6-Jun-13 23:45:00,14.63,391.27
2145,7-Jun-13 00:00:00,14.63,391.24
2146,7-Jun-13 00:15:00,14.56,391.16
2147,7-Jun-13 00:30:00,14.56,391.07
2148,7-Jun-13 00:45:00,14.56,391.02
2149,7-Jun-13 01:00:00,14.56,391.02
2150,7-Jun-13 01:15:00,14.56,390.96
2151,7-Jun-13 01:30:00,14.56,390.91
2152,7-Jun-13 01:45:00,14.56,390.88
2153,7-Jun-13 02:00:00,14.56,390.82
2154,7-Jun-13 02:15:00,14.56,390.74
2155,7-Jun-13 02:30:00,14.56,390.68
2156,7-Jun-13 02:45:00,14.56,390.57
2157,7-Jun-13 03:00:00,14.56,390.46
2158,7-Jun-13 03:15:00,14.56,390.38
2159,7-Jun-13 03:30:00,14.56,390.32
2160,7-Jun-13 03:45:00,14.56,390.12
2161,7-Jun-13 04:00:00,14.56,390.04
2162,7-Jun-13 04:15:00,14.56,389.96
2163,7-Jun-13 04:30:00,14.56,389.90
2164,7-Jun-13 04:45:00,14.56,389.87
2165,7-Jun-13 05:00:00,14.56,389.79
2166,7-Jun-13 05:15:00,14.56,389.79
2167,7-Jun-13 05:30:00,14.56,389.76
2168,7-Jun-13 05:45:00,14.56,389.73
2169,7-Jun-13 06:00:00,14.56,389.68
2170,7-Jun-13 06:15:00,14.56,389.59
2171,7-Jun-13 06:30:00,14.56,389.57
2172,7-Jun-13 06:45:00,14.56,389.54
2173,7-Jun-13 07:00:00,14.63,389.43
2174,7-Jun-13 07:15:00,14.56,389.40
2175,7-Jun-13 07:30:00,14.63,389.34
2176,7-Jun-13 07:45:00,14.63,389.31
2177,7-Jun-13 08:00:00,14.63,389.26
2178,7-Jun-13 08:15:00,14.63,389.17
2179,7-Jun-13 08:30:00,14.69,389.12
2180,7-Jun-13 08:45:00,14.69,389.12
2181,7-Jun-13 09:00:00,14.69,389.03
2182,7-Jun-13 09:15:00,14.75,389.03
2183,7-Jun-13 09:30:00,14.81,388.95
2184,7-Jun-13 09:45:00,14.81,388.92
2185,7-Jun-13 10:00:00,14.88,388.87
2186,7-Jun-13 10:15:00,14.88,388.87
2187,7-Jun-13 10:30:00,14.88,388.84
2188,7-Jun-13 10:45:00,14.94,388.70
2189,7-Jun-13 11:00:00,14.94,388.61
2190,7-Jun-13 11:15:00,15.00,388.56
2191,7-Jun-13 11:30:00,15.00,388.59
2192,7-Jun-13 11:45:00,15.06,388.50
2193,7-Jun-13 12:00:00,15.06,388.50
2194,7-Jun-13 12:15:00,15.13,388.42
2195,7-Jun-13 12:30:00,15.19,388.45
2196,7-Jun-13 12:45:00,15.19,388.39
2197,7-Jun-13 13:00:00,15.19,388.22
2198,7-Jun-13 13:15:00,15.25,388.17
2199,7-Jun-13 13:30:00,15.31,388.05
2200,7-Jun-13 13:45:00,15.31,387.89
2201,7-Jun-13 14:00:00,15.31,387.78
2202,7-Jun-13 14:15:00,15.31,387.69
2203,7-Jun-13 14:30:00,15.38,387.69
2204,7-Jun-13 14:45:00,15.38,387.66
2205,7-Jun-13 15:00:00,15.38,387.64
2206,7-Jun-13 15:15:00,15.38,387.55
2207,7-Jun-13 15:30:00,15.44,387.64
2208,7-Jun-13 15:45:00,15.44,387.72
2209,7-Jun-13 16:00:00,15.44,387.75
2210,7-Jun-13 16:15:00,15.44,387.72
2211,7-Jun-13 16:30:00,15.38,387.64
2212,7-Jun-13 16:45:00,15.44,387.66
2213,7-Jun-13 17:00:00,15.44,387.72
2214,7-Jun-13 17:15:00,15.44,387.94
2215,7-Jun-13 17:30:00,15.50,388.05
2216,7-Jun-13 17:45:00,15.50,388.17
