Reservoir,Year,Date,Depth,Tot_Na_ugL,Tot_Mg_ugL,Tot_Al_ugL,Tot_Si_ugL,Tot_P_ugL,Tot_S_mgL,Tot_Cl_mgL,Tot_K_ugL,Tot_Ca_ugL,Tot_Ti_ugL,Tot_V_ugL,Tot_Cr_ugL,Tot_Fe_ugL,Tot_Mn_ugL,Tot_Co_ugL,Tot_Ni_ugL,Tot_Cu_ugL,Tot_Zn_ugL,Tot_As_ugL,Tot_Se_ugL,Tot_Sr_ugL,Tot_Mo_ugL,Tot_Ag_ugL,Tot_Cd_ugL,Tot_Sn_ugL,Tot_Ba_ugL,Tot_Ce_ugL,Tot_Pb_ugL,Tot_U_ugL,Sol_Na_ugL,Sol_Mg_ugL,Sol_Al_ugL,Sol_Si_ugL,Sol_P_ugL,Sol_S_mgL,Sol_Cl_mgL,Sol_K_ugL,Sol_Ca_ugL,Sol_Ti_ugL,Sol_V_ugL,Sol_Cr_ugL,Sol_Fe_ugL,Sol_Mn_ugL,Sol_Co_ugL,Sol_Ni_ugL,Sol_Cu_ugL,Sol_Zn_ugL,Sol_As_ugL,Sol_Se_ugL,Sol_Sr_ugL,Sol_Mo_ugL,Sol_Ag_ugL,Sol_Cd_ugL,Sol_Sn_ugL,Sol_Ba_ugL,Sol_Ce_ugL,Sol_Pb_ugL,Sol_U_ugL
BVR,2015,2015-06-04 12:00:00,11,2235,834.7,<5,6633,30.9,,,1400,1904,<1,<1,<1,11400,2035,2.8,<1,<1,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,61.5,,<1,<1,2235,808.6,<5,6497,<10,,,1364,1904,<1,<1,<1,11400,2021,2.6,<1,<1,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,53.1,,<1,<1
BVR,2015,2015-06-11 12:00:00,0.1,2464,750.5,20.6,6097,<10,,,1610,1517,1,<1,<1,236.5,12.7,<1,<1,1.6,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,15.8,,<1,<1,2464,735,<5,6015,<10,,,1428,1517,<1,<1,<1,110.8,2.6,<1,<1,1.6,<5,<0.5,<2.5,9.6,<0.1,<1,<1,<1,10.9,,<1,<1
BVR,2015,2015-06-11 12:00:00,3,2229,733.5,14.1,5928,<10,,,1329,1399,<1,<1,<1,227,13.2,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,15.2,,<1,<1,2229,730.3,<5,5928,<10,,,1329,1399,<1,<1,<1,112.5,3.5,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,10.7,,<1,<1
BVR,2015,2015-06-11 12:00:00,6,2252,797.3,6.8,6712,<10,,,1328,1669,<1,<1,<1,432.7,245.3,<1,<1,<1,<5,<0.5,<2.5,10.7,<0.1,<1,<1,<1,25.5,,<1,<1,2252,767.6,<5,6558,<10,,,1280,1669,<1,<1,<1,45.1,187.8,<1,<1,<1,<5,<0.5,<2.5,10.7,<0.1,<1,<1,<1,19.2,,<1,<1
BVR,2015,2015-06-11 12:00:00,9,2190,798.1,<5,6608,22.8,,,1379,1759,<1,<1,<1,3609,1498,2,<1,<1,<5,<0.5,<2.5,11,0.1,<1,<1,<1,63.2,,<1,<1,2190,775.1,<5,6608,<10,,,1284,1759,<1,<1,<1,2537,1398,1.8,<1,<1,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,41.8,,<1,<1
BVR,2015,2015-06-11 12:00:00,11,2233,829.7,5.5,6729,20.5,,,1457,1873,<1,<1,<1,11750,1932,2.4,<1,<1,<5,<0.5,<2.5,12.3,0.2,<1,<1,<1,65.2,,<1,<1,2233,829.5,<5,6522,18.5,,,1106,1873,<1,<1,<1,9015,1781,2.1,<1,<1,<5,<0.5,<2.5,12.1,0.2,<1,<1,<1,45.2,,<1,<1
BVR,2015,2015-06-18 12:00:00,0.1,2251,723.9,16.4,6020,<10,,,1363,1413,<1,<1,<1,275.9,13.2,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.5,,<1,<1,2251,723.9,<5,6020,<10,,,1183,1413,<1,<1,<1,160.2,2.8,<1,<1,<1,<5,<0.5,<2.5,9,<0.1,<1,<1,<1,7.7,,<1,<1
BVR,2015,2015-06-18 12:00:00,3,2262,726.7,17.3,6098,<10,,,1371,1444,<1,<1,<1,281.2,20.7,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.4,,<1,<1,2262,726.7,<5,6021,<10,,,1208,1444,<1,<1,<1,145.3,4,<1,<1,<1,<5,<0.5,<2.5,9.4,<0.1,<1,<1,<1,8.9,,<1,<1
BVR,2015,2015-06-18 12:00:00,6,2240,793,8.9,6586,<10,,,1325,1716,<1,<1,<1,395.1,277.2,<1,<1,<1,<5,<0.5,<2.5,11.4,<0.1,<1,<1,<1,26.5,,<1,<1,2240,793,<5,6528,<10,,,1225,1716,<1,<1,<1,70.8,234.9,<1,<1,<1,<5,<0.5,<2.5,11.3,<0.1,<1,<1,<1,17.9,,<1,<1
BVR,2015,2015-06-18 12:00:00,9,2204,801.7,<5,6702,29.8,,,1448,1866,<1,<1,<1,9789,2371,3.1,<1,<1,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,65.9,,<1,<1,2204,801.7,<5,6635,<10,,,1310,1866,<1,<1,<1,8899,2371,3.1,<1,<1,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,55.4,,<1,<1
BVR,2015,2015-06-18 15:00:00,0.1,2266,717.4,15.3,6070,<10,,,1368,1452,<1,<1,<1,271.4,12.9,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.1,,<1,<1,2266,717.4,<5,6070,<10,,,1220,1452,<1,<1,<1,152.1,2,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,8.7,,<1,<1
BVR,2015,2015-06-18 15:00:00,3,2276,774.4,13,6111,<10,,,1395,1519,<1,<1,<1,296.5,11.5,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,20.2,,<1,<1,2276,774.4,<5,6081,<10,,,1243,1519,<1,<1,<1,131,1,<1,<1,<1,<5,<0.5,<2.5,10.3,<0.1,<1,<1,<1,11.6,,<1,<1
BVR,2015,2015-06-18 15:00:00,6,2192,771,<5,6430,<10,,,1311,1711,<1,<1,<1,332.4,251.7,<1,<1,<1,<5,<0.5,<2.5,11.3,<0.1,<1,<1,<1,25.5,,<1,<1,2192,771,<5,6430,<10,,,1176,1711,<1,<1,<1,80.4,219.4,<1,<1,<1,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,17.2,,<1,<1
BVR,2015,2015-06-18 15:00:00,9,2222,788.1,<5,6730,28.5,,,1454,1831,<1,<1,<1,9309,2440,3.2,<1,<1,<5,<0.5,<2.5,12.7,<0.1,<1,<1,<1,64.4,,<1,<1,2222,788.1,<5,6579,<10,,,1342,1831,<1,<1,<1,8251,2425,3.1,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,57.6,,<1,<1
BVR,2015,2015-06-18 15:00:00,11,2237,797,<5,6782,25.1,,,1485,1919,<1,<1,<1,14720,2445,3,<1,<1,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,64.7,,<1,<1,2237,797,<5,6613,<10,,,1349,1919,<1,<1,<1,12720,2434,3,<1,<1,<5,<0.5,<2.5,13.1,<0.1,<1,<1,<1,59.8,,<1,<1
BVR,2015,2015-06-18 18:00:00,0.1,2175,695.8,14.2,5514,<10,,,1291,1371,<1,<1,<1,275.1,16.5,<1,<1,<1,<5,<0.5,<2.5,9.5,<0.1,<1,<1,<1,15.8,,<1,<1,2175,695.8,<5,5514,<10,,,1189,1371,<1,<1,<1,149.4,4,<1,<1,<1,<5,<0.5,<2.5,9.1,<0.1,<1,<1,<1,9.6,,<1,<1
BVR,2015,2015-06-18 18:00:00,3,2187,719,14.1,5554,<10,,,1306,1430,<1,<1,<1,281.6,17.8,<1,<1,<1,<5,<0.5,<2.5,9.9,<0.1,<1,<1,<1,16.8,,<1,<1,2187,719,<5,5533,<10,,,1236,1430,<1,<1,<1,148,4.1,<1,<1,<1,<5,<0.5,<2.5,9.3,<0.1,<1,<1,<1,9.7,,<1,<1
BVR,2015,2015-06-18 18:00:00,6,2137,756.3,<5,6188,<10,,,1258,1718,<1,<1,<1,455.9,323.3,<1,<1,<1,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,27.8,,<1,<1,2137,756.3,<5,6141,<10,,,1207,1718,<1,<1,<1,66.8,283.8,<1,<1,<1,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,18.4,,<1,<1
BVR,2015,2015-06-18 18:00:00,9,2206,782.8,<5,6159,24.5,,,1361,1744,<1,<1,<1,4499,1634,2.1,<1,<1,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,65.8,,<1,<1,2206,782.8,<5,6159,<10,,,1237,1744,<1,<1,<1,3494,1610,2.1,<1,<1,<5,<0.5,<2.5,11.7,<0.1,<1,<1,<1,49.2,,<1,<1
BVR,2015,2015-06-18 18:00:00,11,2156,786.5,<5,6345,21.6,,,1420,1789,<1,<1,<1,14370,2318,2.9,<1,<1,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,68.1,,<1,<1,2156,786.5,<5,6184,<10,,,1420,1789,<1,<1,<1,10330,2309,2.8,<1,<1,<5,<0.5,<2.5,12.9,<0.1,<1,<1,<1,57.8,,<1,<1
BVR,2015,2015-06-18 21:00:00,0.1,2205,706.4,17.2,5639,<10,,,1319,1385,<1,<1,<1,278.1,14.3,<1,<1,<1,<5,<0.5,<2.5,9.7,<0.1,<1,<1,<1,15.8,,<1,<1,2205,691.1,<5,5529,<10,,,1117,1385,<1,<1,<1,160.4,7.4,<1,<1,<1,<5,<0.5,<2.5,8.5,<0.1,<1,<1,<1,6.9,,<1,<1
BVR,2015,2015-06-18 21:00:00,3,2190,722.7,14.4,5647,<10,,,1316,1439,<1,<1,<1,286.6,17,<1,<1,<1,<5,<0.5,<2.5,10.1,<0.1,<1,<1,<1,17.5,,<1,<1,2190,722.4,<5,5612,<10,,,1087,1439,<1,<1,<1,139.1,1.5,<1,<1,<1,<5,<0.5,<2.5,9,<0.1,<1,<1,<1,7.7,,<1,<1
BVR,2015,2015-06-18 21:00:00,6,2138,758.6,<5,6094,<10,,,1264,1645,<1,<1,<1,361.6,272.7,<1,<1,<1,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,26.3,,<1,<1,2138,758.6,<5,6094,<10,,,1057,1645,<1,<1,<1,56.4,217.3,<1,<1,<1,<5,<0.5,<2.5,10.5,<0.1,<1,<1,<1,15.2,,<1,<1
BVR,2015,2015-06-18 21:00:00,9,2159,777.8,<5,6285,23.9,,,1352,1715,<1,<1,<1,5079,1556,2,<1,<1,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,56.3,,<1,<1,2159,777.8,<5,6285,12,,,1143,1715,<1,<1,<1,3982,1529,1.9,<1,<1,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,41.7,,<1,<1
BVR,2015,2015-06-18 21:00:00,11,2213,811.1,5.1,6560,24,,,1465,1857,<1,<1,<1,15990,2327,2.9,<1,<1,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,66.4,,<1,<1,2213,811.1,<5,6549,16.4,,,1273,1857,<1,<1,<1,14960,2303,2.7,<1,<1,<5,<0.5,<2.5,13.2,<0.1,<1,<1,<1,58.1,,<1,<1
BVR,2015,2015-06-19 00:00:00,0.1,2267,727.7,15.5,5901,<10,,,1357,1425,<1,<1,<1,293.8,20.3,<1,<1,<1,<5,<0.5,<2.5,9.9,<0.1,<1,<1,<1,16.7,,<1,<1,2267,727.7,<5,5826,<10,,,1218,1425,<1,<1,<1,162.7,2.5,<1,<1,<1,<5,<0.5,<2.5,9.5,<0.1,<1,<1,<1,9.7,,<1,<1
BVR,2015,2015-06-19 00:00:00,3,2272,736.8,15.9,5928,<10,,,1362,1475,<1,<1,<1,298.7,15.6,<1,<1,<1,<5,<0.5,<2.5,10.2,<0.1,<1,<1,<1,17.7,,<1,<1,2272,736.8,<5,5908,<10,,,1114,1475,<1,<1,<1,146.8,<1,<1,<1,<1,<5,<0.5,<2.5,9.2,<0.1,<1,<1,<1,7.9,,<1,<1
BVR,2015,2015-06-19 00:00:00,6,2188,767.3,7.1,6180,<10,,,1300,1649,<1,<1,<1,298.6,223.6,<1,<1,<1,<5,<0.5,<2.5,11.3,<0.1,<1,<1,<1,24.3,,<1,<1,2188,767.3,<5,6180,<10,,,1167,1649,<1,<1,<1,95.4,174.9,<1,<1,<1,<5,<0.5,<2.5,10.4,<0.1,<1,<1,<1,14,,<1,<1
BVR,2015,2015-06-19 00:00:00,9,2234,800.4,<5,6645,20.1,,,1374,1817,<1,<1,<1,2585,1275,1.5,<1,<1,<5,<0.5,<2.5,11.9,<0.1,<1,<1,<1,54.9,,<1,<1,2234,800.4,<5,6434,13.8,,,1113,1817,<1,<1,<1,1148,1190,1.4,<1,<1,<5,<0.5,<2.5,11.5,<0.1,<1,<1,<1,34.7,,<1,<1
BVR,2015,2015-06-19 00:00:00,11,2190,798,<5,6518,24.8,,,1430,1827,<1,<1,<1,11990,2299,3,<1,<1,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,65.9,,<1,<1,2190,798,<5,6500,15,,,1254,1827,<1,<1,<1,9622,2286,2.8,<1,<1,<5,<0.5,<2.5,12.8,<0.1,<1,<1,<1,55.2,,<1,<1
BVR,2015,2015-06-19 03:00:00,0.1,2240,721,18.5,5883,<10,,,1343,1389,<1,<1,<1,283,19.3,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,17.1,,<1,<1,2240,721,<5,5877,<10,,,1318,1389,<1,<1,<1,151.8,3.1,<1,<1,<1,<5,<0.5,<2.5,9.6,<0.1,<1,<1,<1,9.7,,<1,<1
BVR,2015,2015-06-19 03:00:00,3,2257,760.7,22.1,5933,<10,,,1361,1477,1.4,<1,<1,325,19.8,<1,<1,<1,<5,<0.5,<2.5,10.3,<0.1,<1,<1,<1,18.5,,<1,<1,2257,760.7,<5,5933,<10,,,1243,1477,<1,<1,<1,142,3.7,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,10,,<1,<1
BVR,2015,2015-06-19 03:00:00,6,2188,774.7,8.7,6136,<10,,,1296,1642,<1,<1,<1,353.6,203,<1,<1,<1,<5,<0.5,<2.5,11.2,<0.1,<1,<1,<1,24.3,,<1,<1,2188,774.7,<5,6136,<10,,,1208,1642,<1,<1,<1,84.5,175.2,<1,<1,<1,<5,<0.5,<2.5,11,<0.1,<1,<1,<1,15,,<1,<1
BVR,2015,2015-06-19 03:00:00,9,2210,803.2,<5,6612,35.3,,,1421,1785,<1,<1,<1,7784,2012,2.6,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,63.3,,<1,<1,2210,803.2,<5,6600,10.6,,,1359,1785,<1,<1,<1,6999,2012,2.6,<1,<1,<5,<0.5,<2.5,12.4,<0.1,<1,<1,<1,51.9,,<1,<1
BVR,2015,2015-06-19 03:00:00,11,2227,809.9,5.2,6717,34.2,,,1476,1888,<1,<1,<1,16370,2309,2.8,<1,<1,<5,<0.5,<2.5,13.4,<0.1,<1,<1,<1,70.3,,<1,<1,2227,809.9,<5,6500,<10,,,1383,1888,<1,<1,<1,14160,2289,2.7,<1,<1,<5,<0.5,<2.5,13.3,<0.1,<1,<1,<1,60.2,,<1,<1
BVR,2015,2015-06-19 06:00:00,0.1,2214,709.6,16.4,5869,<10,,,1333,1399,<1,<1,<1,282.5,15.2,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.2,,<1,<1,2214,709.6,<5,5869,<10,,,1127,1399,<1,<1,<1,151.9,<1,<1,<1,<1,<5,<0.5,<2.5,8.9,<0.1,<1,<1,<1,6.9,,<1,<1
BVR,2015,2015-06-19 06:00:00,3,2311,775.7,13.9,6135,<10,,,1404,1573,<1,<1,<1,317.2,16.3,<1,<1,<1,<5,<0.5,<2.5,10.8,<0.1,<1,<1,<1,20.2,,<1,<1,2311,775.7,<5,5986,<10,,,1136,1557,<1,<1,<1,138,1.5,<1,<1,<1,<5,<0.5,<2.5,9.7,<0.1,<1,<1,<1,8.2,,<1,<1
BVR,2015,2015-06-19 06:00:00,6,2205,761.4,7.3,6331,<10,,,1318,1651,<1,<1,<1,366.3,239.3,<1,<1,<1,<5,<0.5,<2.5,11.1,<0.1,<1,<1,<1,25.5,,<1,<1,2205,761.4,<5,6316,<10,,,1136,1651,<1,<1,<1,88.3,184.3,<1,<1,<1,<5,<0.5,<2.5,10.5,<0.1,<1,<1,<1,13.8,,<1,<1
BVR,2015,2015-06-19 06:00:00,9,2208,798,<5,6595,29.7,,,1406,1735,<1,<1,<1,4878,2019,2.8,<1,<1,<5,<0.5,<2.5,12,<0.1,<1,<1,<1,64.7,,<1,<1,2208,798,<5,6439,12,,,1130,1735,<1,<1,<1,3628,1946,2.6,<1,<1,<5,<0.5,<2.5,11.8,<0.1,<1,<1,<1,45.1,,<1,<1
BVR,2015,2015-06-19 06:00:00,11,2198,795.2,<5,6644,24.4,,,1432,1821,<1,<1,<1,10520,2232,2.9,<1,<1,<5,<0.5,<2.5,12.6,<0.1,<1,<1,<1,60.6,,<1,<1,2198,795.2,<5,6599,13.7,,,1229,1821,<1,<1,<1,9314,2214,2.8,<1,<1,<5,<0.5,<2.5,12.5,<0.1,<1,<1,<1,52.1,,<1,<1
BVR,2015,2015-06-19 09:00:00,0.1,2228,708.1,16.4,5951,<10,,,1348,1407,<1,<1,<1,281.9,17.4,<1,<1,<1,<5,<0.5,<2.5,9.8,<0.1,<1,<1,<1,16.5,,<1,<1,2228,708.1,<5,5948,<10,,,1111,1407,<1,<1,<1,144.6,1.2,<1,<1,<1,<5,<0.5,<2.5,9.5,<0.1,<1,<1,<1,11.9,,<1,<1
BVR,2015,2015-06-19 09:00:00,3,2227,709.4,16.8,5931,<10,,,1344,1380,<1,<1,<1,277.6,16.1,<1,<1,<1,<5,<0.5,<2.5,9.7,<0.1,<1,<1,<1,16.4,,<1,<1,2227,709.4,6.1,5931,<10,,,1218,1380,<1,<1,<1,154.9,<1,<1,<1,<1,<5,<0.5,<2.5,9.5,<0.1,<1,<1,<1,9.1,,<1,<1
